,Total Assets,Total Current Assets,"Cash, Cash Equivalents and Short Term Investments",Cash and Cash Equivalents,Cash,"Trade and Other Receivables, Current","Taxes Receivable, Current","Amount Due From Related Parties, Current","Accrued Income/Unbilled Revenue/Cost in Excess of Billings, Current",Other Current Assets,Total Non-Current Assets,Total Long Term Investments,Long Term Equity Investments,Investments in Associates,"Investment in Financial Assets, Non-Current","Equity Securities/Shares, Non-Current",Total Liabilities,Total Current Liabilities,"Payables and Accrued Expenses, Current","Trade and Other Payables, Current","Trade/Accounts Payable, Current","Amount Due to Related Parties/Shareholders, Current","Taxes Payable, Current",Other Current Liabilities,Total Non-Current Liabilities,"Provisions, Non-Current","Provision for Employee Entitlements, Non-Current","Other Employee-Related Liabilities, Non-Current","Other Provisions, Non-Current","Tax Liabilities, Non-Current","Provision for Tax Liabilities, Non-Current",Other Non-Current Liabilities,Total Equity,Equity Attributable to Parent Stockholders,Paid in Capital,Capital Stock,Common Stock,Additional Paid in Capital/Share Premium,Treasury Stock,Retained Earnings/Accumulated Deficit,Reserves/Accumulated Comprehensive Income/Losses,Other Reserves/Accum.Comp.Inc
Gross-Profit-to-Asset %,0.10281541106789634,0.13497919580638068,0.056636499407326485,0.04440522483152466,0.04586773259517193,0.012121590125484772,0.019312149028794755,0.03158451756818181,0.0786857444095738,0.1722679496854309,0.14132275097142158,0.10674150818310056,0.09349341360395065,0.03807709738152886,0.12041586105971046,0.10505531676033703,0.04619408028027322,0.06128931553372351,0.010904308269790764,0.019675497145374855,0.020531964148433834,0.12633288727546316,0.019043038534307544,0.03948483545737768,0.05796272392914976,0.04689655120251358,0.06585998975158454,0.04922612292422576,0.030420128873752013,0.03325138120935543,0.043364582272614,0.06208729086425167,0.10662826433471731,0.11008638477870222,0.04568552529255337,0.04840704101945342,0.017599270007112193,0.1190091672339421,0.04946491326588358,0.10357681576642835,0.11188942091367647,0.04713587873992051
Asset Turnover,0.16467646885641432,0.1627062167967379,0.16367739521404726,0.09479427142750288,0.06661156089424491,0.14381224876773857,0.08194522162005625,0.08166232524238895,0.04514373465796667,0.19356573274199335,0.16185991408965275,0.16335736144351046,0.14003109947442438,0.07436436696413241,0.1449266947103609,0.14054724200811455,0.051014328942450095,0.08793841616644377,0.07719379271056069,0.15623361712152078,0.15732479865836171,0.1718325250140073,0.09078832757499936,0.08027128618912957,0.12121577333373326,0.09513295654942727,0.0996390537171973,0.09397041347861772,0.09751496097873394,0.08768612900113654,0.0790926989779972,0.14161086476205678,0.06506089242517148,0.07717308331313358,0.08346665953802226,0.05705239793434523,0.06693567056851467,0.07446775279636896,0.20638027158021144,0.14336603084589794,0.126846970293317,0.06693945474409212
Dividend Payout Ratio,-0.006956526054098649,0.01464526995341709,-0.00012245374489152326,0.01700012988012501,-0.0031163992782095164,0.0035824063350262006,-0.0002592418386058396,0.028719514145513294,0.003509615190914883,0.030591444449027005,0.013589905494508902,0.005879836716735582,0.058196964330051025,0.0039118232038586696,0.005983218360221796,0.013299253086801643,0.000649565541032788,0.01427616754585382,0.010259965261795997,0.032483497792105805,0.03170482731646513,0.0829659076396544,0.028730341911994237,0.008599727925866546,0.02535825158938424,-0.021032233857541747,0.020864792601062367,0.0201576037658599,-0.03392887861273279,0.022250143960157773,0.021676455122474736,0.028524138437330933,0.0339243384754239,0.07450786565607667,0.04033725942109075,-0.0182693623429121,-0.02149927025564544,0.031486240929961606,-0.0036333196406844173,0.08358531192114597,0.007476416824026657,0.014340548714884157
Days Sales Outstanding,0.004712227748633279,0.039169284884011,-0.009525482352892918,0.00042408058969926454,0.014600515460672366,0.038553078817761675,0.013487023654687662,0.014598073786450188,0.050991131560285834,0.021159763471794803,0.04084735152046768,0.011490773269365687,-0.018548507495866177,-0.02327126415608609,-0.017683850277799534,-0.0008674011299691783,0.02697348081520065,0.042042272459655534,0.05580595685754727,0.0439730328966942,0.04054278376851614,0.027562194941974212,0.042050977483440236,0.005798853651877825,0.009315266282809192,-0.008153104788274478,0.03675326225665398,0.02679725244005746,-0.039872398962527894,0.007900967223950688,0.005017750741362691,0.036257113357008236,0.03681912843047542,-0.019616205583378225,0.005113005066804159,-0.02158413431167291,0.03937017577168854,-0.006960033254682203,0.04734030255974018,0.01502130054981688,0.021088445876851426,0.026152846722664
Days Payable,0.003215244040764951,0.012887663109842105,0.012230259115676082,0.004453913748154779,0.0071631458013621686,0.04250490017941656,0.03518703068731165,0.08315018133500719,0.07945574506356026,0.023515968649558926,0.016314433100693124,0.007306246021083044,-0.01470101817762852,0.010092929510926574,-0.01646761907115047,-0.01497135919831834,0.03223196728511812,0.03685063258855571,0.1307348301298698,0.07355804307940576,0.1536041890242016,0.04240684705543227,0.1532955480888185,0.0006269982334364287,0.008237153973101282,0.0035732223794494263,0.03216888125795663,0.031101857025735525,0.017608758781863725,0.0071525883727285786,0.004429676818016677,0.04237946562837272,0.04485701421629411,0.0004491095078006718,0.01896416765308418,-0.023709020226018885,-0.029145801071191645,0.030539176787857926,0.052317384927925925,0.001223600288000407,0.008512075504820376,0.005500671038127104
Days Inventory,0.0025876263540015165,0.018108416944780013,0.021843752418223908,0.005558881759844859,-0.008619806243564662,0.007910591542742623,-0.0032150119788943916,0.016323062952553282,0.013571420237985844,0.029332675668809045,0.020171822105561878,0.03483166452183855,0.02370256226717366,0.03432475800863606,0.009396609180909633,0.006837224426629109,0.013227376488547663,0.013975933001965021,0.017354882217369704,0.015339894057454378,0.01314990216868818,0.02915780713166028,0.011579910463276381,-0.0040374528599170355,0.019900554511615515,0.005055013463476418,0.03146246808405589,0.02997829267300407,0.013176452895581546,0.02044525922123567,0.020804769222403895,0.03477612855016076,0.014663029306893793,-0.004205377691295434,0.038172473428156294,0.0018240292692560784,0.010935947303772705,-0.005421197206628986,0.02500958090956077,0.014337638555706774,0.011356619484676818,0.010855966944285731
Cash Conversion Cycle,0.02105574536618731,0.03976528209347745,0.08596564547875321,0.10254063373819582,0.41941578719067935,0.1003463646281184,0.010381877000858604,0.00107950106304207,0.026076992476409086,0.021380941524863587,0.04042161804670578,0.04280721907561688,0.03066564037631069,0.014705568273404392,0.00760941473758066,0.006830333694540095,0.014732777024036123,0.036446250542989396,0.02169826890583065,0.10697581439005381,0.11181649666418025,0.04918225316383957,0.03767594497662858,0.006396446800820471,0.0014514017365206346,0.05424081484647292,0.0547785448361713,0.036113795297174005,0.04668746244015276,0.0014059538162433422,0.02733544903737983,0.03733513441427638,0.01442526561812204,0.05908231870774859,0.03976929498452581,0.02219879806499223,0.0293110552885621,0.020799516585389578,0.055650756948070194,-0.014116824120686258,0.03969632623920823,0.050405597093362876
Inventory Turnover,0.015260017869298115,0.06257999900470222,0.007401006295959956,0.020590799895863404,0.007975572860743387,0.04845205965267882,0.02023179380825798,0.010885035984842837,0.0445543591990192,0.022830016613399694,0.0614173602573542,0.061679140106706346,0.03624333078889985,0.0353911128519294,0.01275401499707403,-0.003551893419027247,0.02544329139722827,0.044967486397691804,0.04902560295003557,0.05318930230551064,0.05304697841448183,0.035521751963285365,0.04229945267816053,0.006245565445496665,0.01737363503599772,0.04236180721390584,0.04728268532557516,0.05325951270871337,0.04418866338174537,0.020851613481864293,0.009396787104243777,0.045262231733109635,0.04205995278459524,0.044824488160455755,0.022882534970188145,0.027568015433597833,0.03086287776178556,0.023574917431447816,0.07728394786795718,0.08008840764448008,0.032655860265601785,0.04432628091748199
COGS-to-Revenue,0.023095864996245344,0.03222293485574801,0.014793701169773427,0.027547643202355497,0.010154693017869296,0.011270001544301201,0.014804427858167542,0.04005243680308206,0.07286843523952759,0.05094419723439329,0.03083830134683769,0.026896031538735047,0.026231431548633714,0.024691933208073905,0.034956807158173044,0.03446911505471275,0.011527430788601502,0.028062854908674384,0.0759621900432248,0.01100601457304375,0.01436365904709989,0.02059646413306311,0.011881513756101083,0.03574105084342015,0.05314978119308838,0.020190614247000985,0.008565567985212134,0.023426242004936704,0.017754231391483147,0.047549863097203666,0.0418076274394288,0.01744033798684299,0.028929532609614797,0.005453436787715664,0.04249972789782966,0.01775398835438022,0.020885295501825704,0.004195704934497276,0.029320544767188206,0.04285831358154665,0.02137053231267946,0.020185488201375393
Inventory-to-Revenue,0.14780770701157023,0.16133151392223868,0.10030680835133426,0.079397803694528,0.07248349939369658,0.10176734840193849,0.0766323306815904,0.17034369592835968,0.13743946963084147,0.13283710032076565,0.16144036461264286,0.11282124647690865,0.09810420515289571,0.09887039086007053,0.0870505550870819,0.08381331827852619,0.04534694426427969,0.09046322002615835,0.1587882475933057,0.15843448253942566,0.15585478610375683,0.13964600018949583,0.08697281132376339,0.08014823210878354,0.09111646013331308,0.08324023209070555,0.13587013705221263,0.1252557106090172,0.08346872396537819,0.08826719979480244,0.0982010318442663,0.11395119833785125,0.10162114097516453,0.10648820337517817,0.08869246741494352,0.0550319965326825,0.05518044250933837,0.09281208798677515,0.15357090781046376,0.13992015970999916,0.15550765154367882,0.09719670184143414
Capex-to-Revenue,0.04811664494703345,0.03297994848456487,0.0317145502228535,0.03510701054401372,0.05332464872623535,0.03901759973187604,0.09029947356918551,0.11740603379314493,0.11489458408255522,0.06863964431757533,0.034085826566890944,0.03448631694434505,0.027521956818163672,0.019037783769570958,0.03361478272110827,0.033801805711837975,0.02026056746760124,0.040776145385431235,0.10039638095297157,0.09900838048194886,0.023984287562326706,0.06316548629265614,0.09639384290197686,0.0276891093405405,0.04742768222175248,0.03263454574597749,0.07672739168904041,0.08288951521599182,0.0291106705594375,0.04165655663889432,0.06582686749677161,0.068151237769521,0.044717020999401204,0.0334529638647628,0.13584048808549914,0.027939887821499157,0.023434975574630125,0.06651225705504006,0.06623001070519273,0.05730659308556347,0.01391493621627056,0.03833302306775966
Capex-to-Operating-Income,0.006318568065990187,0.06518945967576739,0.028098355716115613,0.010242442544246411,0.005731586984003485,0.05180880635435138,0.021852313851100837,0.004128491004580887,0.1308759012505586,0.04382745526828463,0.058775065847810844,0.06545991274709645,0.054958338425439374,0.0540454674718385,0.014625034486193476,0.006830646005963921,0.056963482745406475,0.05993921101216123,0.08590625477269487,0.06743661244854247,0.06652015494031331,0.038045985734664285,0.029613176788763188,0.020327461752988076,0.014716643853233565,0.0244386868426259,0.03814988397749609,0.04623810934025839,0.04819809443335243,0.015273053046713041,0.009768529209748732,0.03567621511273488,0.03621887184270661,0.06534728457454657,0.09856601881764274,0.04405894203983393,0.06853375641576927,0.0359355776992986,0.005693658997440046,0.025553645500425447,0.08368245086010655,0.08208919336929972
Capex-to-Operating-Cash-Flow,0.0165649230954037,0.05126516469917749,0.09871242351078684,0.09465423695236634,0.4577208002795306,0.037196652706844746,0.00811279018805073,0.027253325391981702,0.0524758970477989,0.031017653386475712,0.048497133900916714,0.04834842396197772,0.04704072627920021,0.03034789691573241,0.002761007819083952,-0.0011016910527678388,0.04336067371076273,0.05047130391424059,0.04888208791756306,0.03556436641472627,0.03779264942095746,0.03933948882938368,0.012841771899048584,0.000763608278696706,0.017390743055255918,0.0012222257480745038,0.018636415093911347,0.04303436556524506,-0.02813068252437691,0.014641082234391098,0.01680468343466913,0.04222714460764816,0.018118325558204237,0.040213066892939235,0.02523039119394316,0.04965024216239061,0.008499813359657968,0.020566943106769417,0.01806560764144805,0.013960252984315356,0.050150681644055325,0.05047130391424059
Revenue,-0.008896838776409021,0.04130975698619028,0.004611144418897543,0.011948538556148499,-0.009379814303673182,0.01366877329703273,0.0653669358700206,0.024278074678218915,0.4448789452616651,0.02643240899605263,0.03822094776985069,0.0368036930053583,0.010970156345189731,0.00618154934809344,-0.020861048831462958,-0.01620777764186106,-0.0021584250641304946,0.03342658951345623,0.09831427112402731,0.02468570635070297,0.03992952344125753,0.015979947183430144,0.10261607248010425,-0.015799533692790076,0.008654240725889129,0.03099099591919246,0.03151440520226016,0.029887456982925307,0.032601266267601375,-0.0005318088462426369,-0.007523299690199689,0.03968943085581463,0.01348290225269111,0.009210200689777823,-0.004538582094017238,-0.0009475372276288403,0.0038746317662958986,0.018720858840481212,-0.010805404668343828,0.051769997163801165,0.021841251622749445,0.03652678094139567
Cost of Goods Sold,-0.010434161843439496,0.030235353480714343,0.0060144872495216635,-0.006429366641214167,-0.009632897177291025,0.02521848791788956,0.004983459724519156,-3.739426214417437e-05,0.030650079626197216,0.01860287306891419,0.030863510442365696,0.03966623682685308,0.004319528889187312,0.003114819366900672,-0.014972132449749194,-0.020314514850702528,0.008457326260377337,0.040247351775331584,0.014399786861042032,0.08601781146501454,0.03694258521479514,0.038229344146592924,0.03705767693957298,-0.008793194856678345,0.013286358687502883,0.0021509452764350077,0.023059608122013544,0.02897530860340183,-0.020777090079082274,-0.0016461326948169778,-0.0033295471151406266,0.0491933882837649,0.010357489595911885,0.017887080560231958,0.009869074853142139,0.029315669746307813,0.027449464985519433,0.009754521876639667,0.003617529016266627,-0.0007874269273956533,0.02241509837853972,0.042354644317491495
Gross Profit,0.0704914739723782,0.03972430524227707,-0.006767910983054506,-0.007198173399742187,-0.006783770469843103,5.7559191134378285e-05,0.0068742551626845075,-0.0015081107535054098,0.08125512681584895,0.018034291134114953,0.03058729991959141,0.008029665720454472,0.008225159741856919,0.007023029610934092,-0.02137287354068551,-0.018654915661491578,0.023681638640422466,0.03811823904359277,-0.0020531056668096157,0.02071164736828588,0.0506127785321455,0.06329125912992936,0.04261107278110356,-0.010389764952381595,0.0059084596398484525,0.02584103564738316,0.04246653815054716,0.01821337184701557,0.04641549118248396,0.012888604405358807,0.013622076776018177,0.03976253030326883,0.10824248636736777,0.013704550025959931,0.019136481642711582,0.03692612894104471,0.031052126815345492,0.010822436898701555,0.008705908214312715,0.0610630205436299,0.10093483575305601,0.01361728992286505
