,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses",Research and Development Expenses,"Depreciation, Amortization and Depletion",Depreciation and Amortization,Amortization,Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Irregular Income/Expense,Restructuring and Reorganization Income/Expense,"Other Income/Expense, Non-Operating",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Non-Controlling/Minority Interests,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Operating Expense,Reported Total Operating Profit/Loss,Reported Normalized Income,Reported Effective Tax Rate,Reported Normalized Operating Profit,Basic EPS,Basic EPS from Continuing Operations,Basic EPS from Discontinued Operations,Diluted EPS,Diluted EPS from Continuing Operations,Diluted EPS from Discontinued Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Reported Normalized Diluted EPS,Total Dividend Per Share,Regular Dividend Per Share Calc,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
EPS (Diluted),0.06406656688172051,0.17487329122528938,0.14587980591008018,0.10169447215598308,0.08417571177330427,0.05840943754238178,0.09146325680842235,0.11914346309966795,0.02302899541231508,0.07527960561125666,0.015102796853109123,0.0005832298024095813,-0.0027278827107586247,0.0029340387802321696,-0.003831772246643909,0.012351440668507675,0.03602353239525497,0.05757277610673588,0.04672364687117212,0.13056475217603863,0.07323788367649255,0.0332344576945794,0.007503491823923744,0.1184761350843487,-0.006895195632028438,0.02678005031076628,-0.008189120064597231,-0.0066725473116756705,0.022335030221051818,0.07787491798352818,0.08663881576537072,0.11573703565590543,0.08829192337057028,0.008793126566825755,0.054029973462951575,0.06420127926776814,0.0001464191514472142,0.32101115655249596,0.1356541708416395,0.12867955003358783,0.34099815181988347,0.1424190802420946,0.1298185846699646,0.003464071795530389,0.06520060470016345,0.15857547879728043,0.08596307515497668,0.09156342601483534,0.19276450705417597,0.3489310128578379,0.02110830527856834,0.11858002290524888
Shares Outstanding (Diluted Average),-0.0019292972356715178,0.025176239806593125,0.03689070227304973,-0.004534048710281183,0.0012231478416875963,0.03329161563432728,0.05737035765999276,0.00783519075861978,0.041131888235372865,0.046150919574370126,0.025927239001755188,0.020923178571340743,0.06909507904262757,0.03848554228087311,0.06799210256772799,0.04456958328612375,-0.008147608900765553,-0.008935422915302593,-0.0034496689272132753,-0.005825813545653997,0.004091784332002367,0.03846620629087769,0.022131823313910462,-0.0019055794467544743,0.015230305494645699,0.01775883925172009,0.006318822602077689,0.07436039522323694,0.11649189313857955,-0.009067641736111581,0.01658082129077197,0.03464453049691705,0.04145227059481938,0.04229271160599121,0.01704638110320001,0.033342767437117844,0.0048703700216991015,-0.0059627168253415614,0.060914710324743826,0.139710826340404,0.010214129007826974,0.07349373939021388,0.1760976450762127,0.31266339615566935,0.3192724009298928,0.07385110754078814,0.1048332936912912,0.11439019392417528,-0.0008925855055852284,0.02702734974057369,-0.003832475281230113,0.009515340596020508
EBIT,0.00538953671854584,0.01908865149360646,0.02559107877018707,-0.016775533912384104,-0.018166981337032498,0.007310842814047515,0.01494041723863512,-0.0051908404387228145,0.0019661326872471717,0.0013669583019750142,0.005147227780765233,0.00784756502745984,-0.0008216580738049245,0.0192276577471833,0.004875644679103089,0.015327262340960076,-0.04383068544004349,-0.030068768268472275,-0.04305365711848791,-0.018835318734335322,-0.013647950746443855,0.014166619704739427,-0.006097930491499744,-0.011540738936251568,-0.0021797808416867386,-0.016756778315442793,-0.01698945722406576,-0.017056514245046,-0.012974171457329249,-0.029543224723576955,-0.043521668071922315,0.013958239193788096,-0.0022809695175293834,-0.014776257521418807,-0.014437567153479781,-0.031999283550617354,-0.031850690399681886,0.019663692070749385,-0.0036976712268538526,0.15776919910385862,0.0015079855712960956,-0.004076769827881705,0.15776919910385862,-0.033526893587281115,-0.023610252439015586,0.008594364502735506,-0.002769407056272769,-0.0016095317663870883,-2.3906841242198485e-06,-0.005070039944779854,-0.00977973988475091,0.013697173320550624
"Depreciation, Depletion and Amortization",-0.050139713290378723,-0.009189030758373011,-0.014425955312641901,0.010946938169539082,0.031391141752051696,0.006661779119517235,0.009222446487033697,0.009406945061136212,0.5012807915641088,0.4892723478909367,0.5378816539213538,-0.02347168294779619,-0.008198522974183622,-0.015179497893381416,0.029080040797984253,-0.008933474579890239,-0.003730280830540228,-0.0060461125040559205,-0.006798435719002977,-0.027357043334008915,-0.0374955232031048,-0.004874542400213387,-0.009637556767524624,0.010125565923329732,-0.01177758163484453,0.004832812340918967,-0.029265366449190523,-0.02857490468500173,-0.033845219158149566,0.019530023302948625,0.021863752813328582,-0.0047968958667960054,0.005739914034573753,-0.023828801571519426,-0.029189232548920068,0.002579578495896072,-0.041597261772811644,0.001082051850174688,0.07637818695347236,0.17336570959981773,0.0008834629028951614,0.07963707812873057,0.15606180728473357,0.006975478182049072,0.005969440051661468,0.036016094327521404,0.04487418479669871,0.0428007839775518,-0.0018805495480710152,0.0021951821028709005,-0.03754879994871962,-0.0186783230387024
EBITDA,0.007146824713340958,0.03574924576500306,0.03312306101944835,-0.017903113658890153,-0.020333418844386053,0.0035112553776425245,0.017895020269177605,-0.0007350589445951333,0.0013209564861333604,0.004079429078227713,0.010508631799721443,-0.0035322132381032973,-0.0031198373000770603,0.020135002122874335,0.003133278048044426,0.019815853383951178,-0.03009297523731758,-0.019165859600562683,-0.04159785568697495,-0.018610068973331197,-0.005730173249650434,0.02558447349220107,-0.00479273785991827,-0.00459268870750997,0.00039453687627526504,-0.013033422428256575,-0.015026102080228166,-0.01504604387631024,-0.015020069038028912,-0.021485359028770516,-0.017192629297404324,0.015000028700324151,-0.00838846483581734,-0.013473177506963259,-0.004818736975035645,-0.02373128886873078,-0.03078383453492466,0.0018114803828347752,-0.004058061212799892,0.16633218095441443,0.005180139096087395,-0.00016831000616447276,0.16767412092147502,-0.03386460225611924,-0.02482282055953524,0.007938353728437248,0.0011166507979885442,0.0002909068744758726,0.007723694022140941,0.00833976619651161,-0.0005344978672116121,0.016279230156643107
EBITDA Margin %.1,0.045198612106567775,0.1023853994211939,0.10935141835607688,0.06651883756412624,0.06419979588881834,0.09652577354339362,0.09527570175084212,0.07274909292268944,0.0016276018818650226,0.007956847670272821,-0.010809280428002471,-0.0006835659036588402,0.0035366303510992207,0.015535055220711452,0.015871275840901446,0.024379697176363253,0.008631325476244935,-0.005567897755558824,-0.0067671863446748665,0.0051908682589266696,0.015652810076308723,0.015900955938224527,-0.011827200225455664,0.06092277618201679,-0.0035601451183559243,0.05191315795974147,-0.006190512213969807,0.010541251366215778,-0.005576766743200725,-0.0007517093508596426,-0.020582527039883274,0.09032263654668488,0.10216323895766971,0.006469783316752256,0.004150782196458288,0.024362365484732716,-0.02110255469752478,-0.0014491627562992831,0.023736605071270008,0.024787874328894694,0.0009822423461942108,0.019400609208997277,0.004672842858702049,0.021583695976196145,0.03390703424282232,0.016198441833085123,0.030778260312993067,0.04181199314045492,0.0005816855444802805,0.009051132994631684,0.00885527530696784,0.030652885728281072
  Cash And Cash Equivalents,-0.011700730304006817,0.043216833240381725,0.034383365749844276,0.002602467256916731,0.028903333577773912,0.02192805533302618,0.060983551378708596,0.054133691658760336,0.042088471675477995,0.04737174367342036,0.001202936288608166,0.005464232119117085,0.03473726352179441,0.025359602282705365,0.03807722129665858,0.019800902688229826,0.004388344900055147,0.0045140420775289635,0.00851000807495473,0.0077206652718595095,0.00029096805256677554,0.03915486381792767,0.01033263290962339,-0.01908356202472108,0.015269903155636278,0.002853367404346983,0.008996230423467755,0.0050736320407508495,0.006554283191005274,0.0035656247723483683,0.013567833557063999,0.035037883853124924,0.0255936263728312,-0.014305958999207367,0.01068461562197469,0.02447538831833309,-0.006264451509703603,0.008703846952210709,-0.03335424400350592,0.1489314106428595,-0.0020247474943795546,-0.028038609457870754,0.15515460065655023,-0.004331459842527936,-0.01622489412656445,0.007068304829970611,0.035974830328857545,0.044801601680640936,-0.011593852010625388,-0.0049772827775951605,-0.006850997580469439,0.001085760800693209
  Marketable Securities,0.0737278273657914,0.015649848931345137,0.00712913761716596,-0.010500805228336354,-0.028853678393167694,0.01851251401567173,0.00854251244653528,-0.004434957360733704,0.0007468973815104351,-0.01334994605895962,-0.00830660283258851,-8.621507310267382e-05,-0.016223373514645808,-0.019936620305149796,-0.013171847458857893,0.013719904785046833,-0.012620205570558773,-0.0163505856946893,-0.025568484353760624,-0.021487149331891796,0.08081181926545696,-0.02254276481437308,0.08386926664558456,0.005713187858026166,0.0863924080601139,0.013691267761649006,0.08933098439298523,0.1800776150638176,0.11647523261689662,-0.007050763927146828,-0.013907258652111558,0.014225710047740642,0.032882112369297646,0.08241116114923923,-0.003722504495372405,-0.0005690572581038503,0.06999262113833266,0.0055271476928086555,-0.005071773371803324,-0.013421677124523142,0.004997984572090884,-0.0445521507596772,-0.02021080861225751,-0.045147348612612395,-0.012213249532869168,-0.04370526477558873,0.010054728887625035,0.011257694773812391,0.005828715727374501,0.006217470647019116,-0.03997862496076726,-0.010789524790724408
"Cash, Cash Equivalents, Marketable Securities",-0.008711688540143524,0.04104893189232824,0.026981444042517476,-0.003764792894556424,-0.002863706842079314,0.0221391816248881,0.03453692517846792,0.01380588273529296,0.014614078239897325,0.0027690118084944377,-0.00026946563506544943,0.001846998252649302,0.03526208111798286,0.005088055320978968,0.023377927251022456,0.030586033443618592,-0.000828560814597579,0.0038963550413840487,-0.009538693419668837,-0.01897586485855398,-0.0032538953432533152,0.03368883267783898,-0.009761630687751172,-0.020396897639061114,-0.002650559694786393,0.024789082167183032,0.003606732355769854,0.015077192559121181,0.02345870617226075,0.026239097534341255,0.01013819417890055,0.03503984572850317,0.018880091295585436,-0.001756455546080362,-0.001161954788088981,0.023006780201641947,-0.013527890039676822,0.0028628082487758277,-0.03553233698079529,0.15494626701093672,-0.00949086189802115,-0.035326728147472175,0.15099317134862741,0.022542097067802115,0.012737477636587181,0.0008384120217351261,0.02903740062583477,0.021168749649747798,-0.009621255424937969,-0.019994056646597373,-0.00048722694865683397,-0.00783658091286925
  Accounts Receivable,-0.005532902136169713,0.038923823372594916,0.05758057960232578,0.015199610921984689,0.009190944176651561,0.02892768716468535,0.027505572355659487,-0.004016269530371525,0.017501422735755178,0.011178162445641498,-0.00796482303225457,-0.0051860825291026825,0.04098062035139444,0.022121894323319003,0.025874249245279278,0.021859196884136105,-0.005293525035731148,-0.007351683467744531,-0.0021202452012035545,0.06293179426194127,0.004733767648357107,0.034551936288884325,-0.01037364562729387,0.013338635104773233,-0.00957667964429942,0.028858551588009897,0.012565342905525185,0.0089741004948992,0.007379610089995527,0.002285588293472255,-0.012199061565631285,0.04406359820329458,0.022821591553789454,0.006690928262009109,0.0024877707235050938,0.03769889784630581,0.002690405846481403,-0.005957478963836183,0.012296664431725567,0.2063613831168813,-0.015428358529881886,-0.006497354661309202,0.20703742339949283,0.022886414566311075,0.018797518047749515,0.00770382111484398,0.026735507346092636,0.02599392528848235,0.00970286246669922,-0.004310021764464759,-0.015764260367852223,-0.01996191527987229
  Notes Receivable,0.08940342047128333,0.06317249379530765,0.09302836268312985,0.04686571718223696,-0.008683827988209209,0.02244906151561595,-0.04288995224360317,0.01761083946318629,0.06247739127936626,0.0782521891246498,0.07321034203503907,0.08714907181627307,-0.018805031786522167,-0.014854127284268099,-0.03823193142168117,-0.029506285377048136,0.030823612106932064,0.031584789468294364,0.031955475659322524,0.020941428473176406,0.11893174203212331,-0.029013596820575055,0.06553980557470357,-0.004231284580193904,0.05677773413393443,-0.01660343011396544,0.06406880238731974,0.1355620022980314,0.11602463856268141,0.01867553019475687,-0.003716806252848916,0.03513960033886201,0.0195430148880073,0.08847117951579396,0.08440524463690921,-0.007222452322862916,0.08882470900277273,-0.013145723000150163,0.009875012736554174,0.11582707310263204,0.023901150661779905,0.04315448218851268,0.12084755864297994,-0.0209482861624158,-0.020671147444296257,-0.0021096746341517153,0.02176010590274508,0.022025847068818417,-0.0018002318353441578,0.02516912847964669,-0.035571911857054744,-0.0035130341249609534
  Loans Receivable,0.08692181569739754,0.06218697877417637,0.07808195788549878,0.04757615061897599,-0.007992119303631983,0.005797250583694091,-0.02173752656462286,0.018146206860901782,0.05858137872818723,0.07021592368602701,0.06884166798931772,0.08129491778796631,-0.0205317025399496,-0.017770285284478972,-0.03048676171211404,-0.035237783320832994,0.026390547157325035,0.0323782306409119,0.004880261142987952,0.06540849504861797,0.11448390166660696,-0.031003977567278636,0.06539070962685595,0.0015407607141385803,0.0576667300679972,-0.02279558314789029,0.056547680961256015,0.1363902826464364,0.09466616391142031,0.024623768356525643,-0.004329905502977695,0.03456696535282444,0.014619624958839762,0.11492065267141106,0.08793080681587255,-0.006286182945222407,0.06291176947596751,-0.015314155949521617,-0.01774108115222536,0.09286898529639254,-0.04213677580230267,-0.020365792091219102,0.09370864244027817,-0.02755388266576196,-0.026120128024915888,-0.004204173514471767,0.020274700232922098,0.016964054273535336,-0.007341232309978548,-0.029752639726629358,-0.045272537723145316,-0.06213575890987784
  Other Current Receivables,0.02012980546533771,-0.016595852796440144,-0.005867103989919902,-0.023825041286354647,-0.027179184120761344,0.0018876488250779613,0.0036173871294629054,0.042483598625952995,0.06944274745663424,0.0615240026079191,0.1091407822827351,0.08093148227092022,-0.027796545950265417,-0.028113405762672752,-0.018391590741016477,-0.002947654831583961,0.022774422247558955,0.013674333159612964,0.01881206735637299,0.005144531132505936,0.10113540393714894,-0.026194417754634523,0.13253804812654701,0.004802362791637052,0.09866527001484016,-0.0036259814535556743,0.11247120171389817,0.12915316231052623,0.11808051704361067,0.019084943767099013,0.007858663234781611,0.004806543497382569,-0.0005325830164912208,0.11142982083494476,0.07934355593256395,-0.011152140819762998,0.08671470131738884,-0.010077952393000526,0.04024041813447079,0.1324664346358162,-0.012960490124957896,0.04055765965211963,0.1329050419072755,-0.007141626215858608,-0.004716605181570638,0.024022770171555036,0.02965437415949604,0.01796312677777228,-0.014440914976878765,-0.012751782791255018,-0.029797034108175083,-0.0323361999827104
Total Receivables,0.04461159767737874,0.13429498696484599,0.04188130305408416,0.08374846022668303,0.0027917355282240227,0.04002441374254196,0.11378958051293875,0.01862844682687438,0.01079636605438202,0.024091803173447758,0.05666356770968711,0.11236742008069682,0.12135596595686411,0.039261745591803995,0.023829504911189483,0.03658531791143893,0.08299313578119046,0.060556735555177425,0.011115584997814565,-0.006105386816347643,-0.010043631527261582,0.034476043315021514,0.050534825547441514,-0.006615609174911216,0.0056911172886134715,0.02794764398480516,-0.0022839526004800447,0.01019545588671214,0.003449508145213229,0.015856530644152603,0.05296799257084325,0.14070648440460723,0.02503040977143223,0.013459589653208539,-0.008444353096772748,0.02885927821266058,0.002030563253049394,0.008183001392397304,-0.01731030125193908,0.20270349423406153,0.008151691436777592,-0.016039334056027615,0.20306688324883987,0.01856289305623746,0.017346146863213546,0.03027940653937971,0.05907039622778833,0.024167460963654123,0.00864110056870017,0.00901699008264742,0.0088033209332024,0.005202448181043708
