,Total Assets,Total Current Assets,"Cash, Cash Equivalents and Short Term Investments",Cash and Cash Equivalents,Cash,"Cash Restricted or Pledged, Current",Inventories,Finished Goods and Merchandise,"Trade and Other Receivables, Current","Trade/Accounts Receivable, Current","Amount Due From Related Parties, Current","Other Receivables, Current","Prepayments and Deposits, Current","Deferred Costs/Assets, Current",Other Current Assets,Total Non-Current Assets,"Net Property, Plant and Equipment","Gross Property, Plant and Equipment",Properties,Leasehold and Improvements,"Machinery, Furniture and Equipment",Plant and Machinery,"Furniture, Fixtures and Office Equipment",Other Equipment,"Other Property, Plant and Equipment",Accumulated Depreciation and Impairment,Accumulated Depreciation,Accumulated Impairment of PPE,Net Intangible Assets,Gross Goodwill and Other Intangible Assets,Intangibles other than Goodwill,Trademarks and Patents,Software and Technology,Customer Relationships,Other Intangible Assets,Goodwill,Accumulated Amortization and Impairment,Accumulated Amortization of Intangible Assets,Accumulated Amortization of Intangibles other than Goodwill,Accumulated Amortization of Trademarks and Patents,Accumulated Amortization of Software and Technology,Accumulated Amortization of Customer Relationships,Accumulated Amortization of Other Intangible Assets,Other Non-Current Assets,"Prepayments and Deposits, Non-Current","Prepayments, Non-Current",Total Liabilities,Total Current Liabilities,"Payables and Accrued Expenses, Current","Trade and Other Payables, Current","Trade/Accounts Payable, Current","Other Payable, Current","Accrued Expenses, Current","Financial Liabilities, Current",Current Debt and Capital Lease Obligation,Current Debt,"Notes Payable, Current Debt",Current Portion of Long Term Debt and Capital Lease,"Capital Lease Obligations, Current",Current Portion of Long Term Debt,Other Current Portion of LT Debt,"Convertible Loans/Debentures, Current Portion of LT Debt","Derivative and Hedging Liabilities, Current","Deferred Liabilities, Current","Deferred Income/Customer Advances/Billings in Excess of Cost, Current","Other Deferred Liabilities, Current",Other Current Liabilities,Total Non-Current Liabilities,"Financial Liabilities, Non-Current",Long Term Debt and Capital Lease Obligation,Long Term Debt,"Convertible Debentures/Loans, Non-Current","Bank/Credit Facilities, Non-Current","Notes Payables, Non-Current","Capital Lease Obligations, Non-Current","Derivative and Hedging Liabilities, Non-Current",Total Equity,Equity Attributable to Parent Stockholders,Paid in Capital,Capital Stock,Common Stock,"Common Stock, with Par Value",Preferred Stock,Additional Paid in Capital/Share Premium,Retained Earnings/Accumulated Deficit,Stock Subscription,Reserves/Accumulated Comprehensive Income/Losses,Other Equity Interest
  Loans Receivable,0.000619147493714103,0.010688041064300297,0.03634688377761226,0.03494901046099977,-0.004653501013487621,0.04132948854561779,0.02901760498234468,0.03388203801025551,0.058734156074444294,0.050566370498568665,0.046871429495950155,0.033657142351265094,0.053924663075972,0.04445111302268299,0.019736282982791894,0.006660988412045586,0.04072453793304337,0.005908036842587446,0.029853174690491844,0.03022083079725807,-0.028095257253382067,0.024676187875096085,-0.016682262047952826,0.013599573761035866,0.023141987407217787,-0.0006033412918392124,-0.014649304369968644,-0.010945873168977362,0.018683539116523224,0.020820762410787702,0.031696936808096585,0.05884748833469477,0.023977324384761606,0.05897650244125598,0.037276025186656236,-0.01685727725699225,-0.015775729293393454,-0.012112645501796875,-0.02518481235476907,-0.03073339932123771,0.014315588821323607,-0.0284053839670875,-0.0191227008976338,0.04128317222904744,0.02732719532206605,0.05695010511361678,0.008169335947471745,0.07948797233440225,0.08930602766016768,0.012901510447211939,0.05833742634222565,0.073965211245618,0.090452626371715,0.04955771453261698,0.05142237904382472,0.06943211513676441,0.08264390350150402,0.09450989745186572,0.10414924815509473,0.0988923433271166,0.10654530108177632,0.021651868365479197,0.007314710217120199,0.0956508777709416,0.008584859681920768,0.0645079241225843,0.06784771979722909,0.054432227496300424,0.05167227548542441,0.05173569543193798,0.05200367779325374,0.05099726435520531,0.10016184639348999,0.008901826990710444,0.10092650321506037,-0.011538131124832637,0.02407085513264983,0.024062061824049016,-0.018725676475842723,-0.0079312202958554,0.01595409773538568,0.023748582500333678,0.03006025613327673,-0.009204017294711701,0.03968974546609451,0.019853313299441493,0.022563076153464735,0.02227828732536376
  Other Current Receivables,0.01640569423666618,0.10137144771040994,0.08303736232422582,0.05206583632820165,-0.012136626746957669,0.0965392037195692,0.08660413410737423,0.035542799576615124,0.06146529860272961,0.0789018484140547,0.08901963261765246,0.4944972719993375,0.09308968475591559,0.09030160177908475,0.03996574270471079,0.10261936342243923,0.02835255132207834,0.006566297301607485,0.020441338922465947,0.03531184433435822,0.0005441313487154955,0.0487452300991856,0.0407118024039209,0.07878334710502494,0.07922711838946372,-0.0035202374925598,-0.003640868833571724,0.0342702323218657,0.0058945871742283355,0.09660915321877925,0.05930493515650146,0.04911769318624039,0.056560263092436266,0.0642381212492325,0.12843278096180213,-0.013484361513053102,-0.005001442285285276,-0.01740949766737393,0.06952973731231983,-0.004651325280744902,0.026530324147674124,-0.01511849606624176,0.03254824514443322,0.10725092475810835,0.07721021546916042,0.08677437491720949,-0.01984295460245857,0.10432616800857704,0.0788849684953183,0.049292758549596596,0.11328175978385174,0.251264157647777,0.10335019465282318,0.08741588960309311,0.05472617895279214,0.10149115647919288,0.09153523295771235,0.044135762969266634,0.08699796004980313,0.0869896312649297,0.1368783888660912,0.09467930374060048,0.06121699630913291,0.12856726681613118,0.11403844857099735,0.09269854121177121,0.07282593009586451,0.08922798457979217,0.08954579351459488,-0.004134921144816938,0.000716474814778077,0.13415517618518524,0.07238306966682702,0.07670009145557644,0.0659566058859585,0.02162809927359859,0.004264985646293197,0.051470011420337566,-0.01818938330875698,-0.02975200982655438,-0.023590028575297035,0.024874811498924572,0.02180435513594457,-0.01003147808341544,0.046922736497864034,0.012059399434261332,0.06734880470920758,0.04259978725196019
Total Receivables,0.0791531259423253,0.09560329274940406,0.007342267194805875,-0.005913581963694924,0.0005582880864997059,0.04388872253123009,0.05318737931482738,-0.04406310168086646,0.09769634263391837,0.0225083660925118,0.06938409213832106,0.09139012086771173,0.02676048900687582,-0.007805446982092141,0.008718929470803003,0.09569817582022018,-0.027797436922868016,-0.006042435073023394,-0.024053506596663568,-0.026012599126074988,0.014476505872214706,-0.019897080840642282,0.0105253600355215,-0.00588227937366751,-0.017278000038960715,0.030709889017269686,0.053630753978785604,-0.003150431855321657,0.008255109657572297,0.05497780622441701,0.018553534447508485,-0.02442626484967891,-0.004531019561126533,-0.0021721571584364455,0.018092101290122706,0.013894287916570608,0.011597662416059865,0.04935669356810619,0.09122889331362062,0.0031624140156687615,0.0032549523185581622,-0.012905590001271158,0.051872833056059636,-0.0017794235288768165,-0.010957858249573557,0.06125999627796448,0.10788867901963313,0.0782017571615473,0.07981112160974539,0.1041569155238008,0.019756908029200246,0.07529582303969005,0.058023799728878,0.01719549217732774,-0.009756209479787408,-7.156244945214797e-05,0.043374206892693466,-0.015303689139701641,0.005931779599252474,-0.01302584788413614,0.002812558775591691,-0.0072105859096207574,0.005424726114373652,-0.0009837274517128809,-0.023365257488571878,-0.0028503132263478863,0.0659550807257242,0.1212438279251584,0.016602989508115115,0.022838299279704474,0.009529991779103407,-0.0026730953229594915,-0.003552272865023067,0.08651285283577406,0.001192254901756179,0.010774980345296184,0.10009358642765027,0.009105928141905369,0.042932739191718895,0.06404273057509466,0.05259002866444446,0.046872187712751215,0.050160542409875206,0.03087321716758346,0.027119131859062916,0.009208915110093967,0.0642371767739917,0.004130843737010382
"  Inventories, Raw Materials & Components",9.311349661428846e-05,0.021475012600677537,0.0538114554520024,0.03645724334044326,-0.023671563931712627,0.04901814442291287,0.4708604309893136,0.09523270786905985,0.0496727030636979,0.03706413096740199,0.06196021387655178,0.009105968538868428,0.061786818589051405,0.0034506956988328377,-0.004068934326466111,0.02230235867830479,0.03570283530018521,0.0770941782362408,-0.030962467177275278,-0.00013862618598146003,0.0756099859329131,0.0029698473112431826,0.037594201870819445,-0.025417050513802865,0.05079720656338726,0.037638882915529276,0.034057346252823306,-0.029516684126865193,0.024677149629808142,0.012242884114043173,0.005818706140432814,-0.0028819716230594388,-0.02579462450478827,-0.011165872238797652,0.034079755533155454,-0.007193295537201592,0.037993094470758174,0.031013898867547837,0.03231446396713106,0.06836645671285956,0.04988062430785602,0.048910958167795206,0.028397487582697847,0.03518850492882419,0.019335875004820223,0.015291006397910405,0.03478744594941666,0.04972454626017466,0.0545724676952359,0.02841962430852813,0.04573755865977741,-0.003534781310668416,0.04561370853661935,0.03633419705964569,0.0026681078667633836,0.00542973831749864,0.03162730513631213,0.016264188230778895,-0.006049052810529585,-0.0028277859680511438,-0.008585498291975753,0.02036156795852493,0.06365146325757626,0.06533067339304276,0.04122034087353813,0.02065498700461726,-0.004964173309026848,0.019413907822633386,0.038522521435494304,0.011676799808690248,0.005666339856681316,0.008842346802776593,0.0146584136098923,0.04275083838112864,-0.007266430892090243,0.056540265050175155,0.01843622768595786,0.023219507107879598,-0.009623284590060469,0.007663402714159074,0.013159200480840495,0.02660291753168597,0.004809033213455778,0.027597730210363443,-0.008987845853912367,-0.013334401636972871,0.019055903181817886,0.0008035915315706237
"  Inventories, Work In Process",-0.0198566420647659,0.0019328089880527484,0.03840502194292891,0.03714429479110602,-0.013797481565372693,0.02223802437643526,0.6354538276914183,0.07871011417432232,0.09697759299356636,0.03555808211933113,0.02628203573028114,0.030914487823722338,0.006616794831426773,0.015930455631899938,0.015723339944700907,0.017378783656792247,0.05527577729325887,0.07455599868207835,0.03103683158904928,0.03782392604829233,0.054786916920259165,0.04495588934777112,0.03296133024240694,0.0553795337971915,0.12255494664835527,-0.008498295619611965,-0.015109765696091355,-0.0015313105285311443,0.014788368815681276,0.016025195618931894,0.03666630807836589,0.04829687582688384,0.046886515915007226,0.035068285978196626,0.04485861132599691,-0.01130293110389025,-0.015572146432420319,-0.016923135685229903,-0.0043524238932159155,-0.013382377116649552,0.006304880590459394,0.05397732330583968,-0.017471985697960272,0.029279084727762104,0.015930455631899938,0.019102988639269212,-0.0014845893416315192,0.021866578900409196,0.03493817805466245,0.0713357126241009,0.02696727312329348,0.029803172966805767,0.044240726948433944,0.01609090307450492,0.05077051353757847,-0.007848379828276521,0.011718001808008239,0.04073094679048235,0.04578702806067858,0.05620795344748429,0.052248987827817533,0.026728263190409947,0.033050508930799666,0.06163018646603476,0.04999233550998642,0.03235217186576413,0.017689922332846976,0.0023547335450865856,0.020757491287695946,-0.0008974404143170358,-0.006547658034778167,0.046683853828626935,0.06324783091322907,0.015577489663947366,0.0518936297105507,0.03334753180177231,0.0038683470126624994,0.028437288259032675,-0.0011421875856395607,-0.02777470342402245,0.011050831065304268,0.03506028919847758,0.01898573905435013,-0.002927453193812483,0.036154492304328004,0.032105394119236755,0.013619428992811822,0.014040739170989344
"  Inventories, Inventories Adjustments",0.02482720412515156,0.053769247781017625,0.14419055832317845,0.11110753140044546,0.006600288987735904,0.1247029919494532,0.7022747012683027,0.1335318312563073,0.19781742475989195,0.11863024640651972,0.1266098789766211,0.1278286634489639,0.1362332430190301,0.06487211622546511,0.05448667482705595,0.05572255023275639,0.12558211001886566,0.09573023869450423,0.011398250366332524,0.08642926590833619,0.09975185883195191,0.023546425391252426,0.1427817861635471,0.05777718402083436,0.07381937879785742,0.09224908575002118,0.05098267106619675,0.07327265912506188,0.060666897046733705,0.054008530523441484,0.10888125454110731,0.0770060009934734,0.04722509477959746,0.056874384086499474,0.1186308011091682,0.05147818131579185,0.08357152052115055,0.07404030268656624,0.08547086753310038,0.10126716545978909,0.08490636548483603,0.15814298686532288,0.07860553291427527,0.11521717748156118,0.09711303912886833,0.08389450813975477,0.08055676483033672,0.09171239917845157,0.1319600862961912,0.16166317411538222,0.10832723436495352,0.0544948710854745,0.12371374511620516,0.10209254746568787,0.08319482444904636,0.07658317458770324,0.10766226460392189,0.08042066950047454,0.060389354862356644,0.06050997508213648,0.057975124227927846,0.07591726231306804,0.13171830214993618,0.14825731338747414,0.12655423508445415,0.08374518277723988,0.06005258827060711,0.0839447571448028,0.1074612146825921,0.07284509956453232,0.06436124278739581,0.07614686342710932,0.0879168881205365,0.11147111520495943,0.0690306801231213,0.12008538370129182,0.01817731670372696,0.07653035453416947,0.047426902394822446,0.02432776111216513,0.06907863904862742,0.12902450819021297,0.0900612299611534,0.0897293557054713,0.039856027205271864,0.04874983193015333,0.04844714273610051,0.06299889335538467
"  Inventories, Finished Goods",0.008060729431258027,0.021530782258681824,0.018419521316553354,0.029428269851140706,-0.0014039419337801527,0.04539764310391397,0.6751576744538794,0.5366585185075018,0.09843487352689322,-0.00040179867494669974,0.05885388181713221,0.107466142726062,0.0376932894809408,0.04131887334419395,0.026786063335711173,0.018987406758535556,-0.0011540524195617682,0.041024766857791384,-0.003477698570542135,0.004955303487235783,0.05606791940486928,0.009275587442143506,0.03746795697333823,0.003894664236077496,0.019836316930985615,0.04171477484227211,0.038583324210672905,0.011506247374417682,0.03175466836224942,0.06401387995939313,0.0422792419852976,0.014715324563960082,0.01203773728176466,0.011435190559853096,0.019772918640335937,0.04229956113468586,0.04019963248179667,0.041566499892579975,0.05266237125500741,0.04357357132347987,0.041760009987247014,0.02242863920677176,0.042451055372958534,0.019120595904839614,0.037363316976430076,0.02819445499340217,0.0535842164214496,0.0496691204885554,0.038743257700132004,0.12210885183215212,0.01921132408258097,-0.000603857775614223,0.0379970365457146,0.07442789532213057,0.007034648844951363,0.03130663648413291,0.04859981726683639,0.011128793946021794,0.016988243134570803,0.013912130153425704,0.015603544872820098,0.031822479726246904,0.05278315916004645,0.06012396811570507,0.03114047516965991,0.05021714052067735,0.03780287388310065,0.047353949493246464,0.061368114299024744,0.027497159200785434,0.019640573316352106,0.02375581259943825,0.043226977305621896,0.06474243855930323,0.010398418546694483,0.05741623460542509,0.023636368285275145,0.027951134490950484,0.03964818093589249,0.02603975397115024,0.03916299643307429,0.038308714489376755,0.043141712711334164,0.04204196531096903,0.010298474624608426,0.028140093404755456,0.024890581347354362,0.03449266999221154
"  Inventories, Other",0.0409457688187142,0.037452918822709624,0.051908894310243155,0.04490007505166707,0.006769226922535736,0.02586088451403367,0.9537974940065138,0.11503007630330073,0.14993282002975328,0.039370883125260596,0.05574192407454273,0.10399768691853437,0.01477767592266612,0.01702369121828349,0.11068068348920405,0.05657677783437173,0.027558101351959154,0.0834245944839476,0.0076454782090247825,0.02399167290948169,0.023612718979003494,0.0024367615823741454,0.051787831597327944,0.10586239087135857,0.10582106101250047,0.0499067516565917,0.03914420865371495,-0.004423181185697694,0.04070636482824807,0.04572875268592152,0.07175928957635072,0.007881611499617053,-0.007645010970759682,0.003018350916660878,0.156525936770523,0.025717926184643004,0.050592080530146466,0.05022484284436237,0.06201845000432291,0.06844277539956536,0.05467285373099142,0.058809292443053954,0.0638286937386084,0.15689427643606363,0.005783977278220311,0.022714664406063553,0.054249738800843855,0.06264276263938091,0.05446042153678176,0.11194275986484606,0.04355015927857281,0.11318473259687607,0.05457080558989089,0.024264432944030297,0.02729596136248223,0.03994022165939708,0.0399650580812305,0.03399719369015822,0.01374196145682801,0.005227337699147258,0.02872677844514082,0.02373124902904628,0.06062788732546048,0.06999747224620309,0.06607438018888132,0.05173711694177644,0.038893174287016746,0.013107442880279095,0.024214846283028082,0.012233147900527099,0.0013458753437458715,0.009425031661646571,0.0275915439823287,0.04082406402523199,0.0034770932829241066,0.062074012507522265,0.05687642934321975,0.05325015978080004,0.05632625799785378,0.052976736465818304,0.02764493941515552,0.05378197157208932,0.05789617800008061,0.04973903214464892,0.006708842550939519,0.009313433120676616,0.009333232355918469,0.03780618097904522
Total Inventories,0.14399435811882105,0.1477885781472268,0.012785357091243116,0.002565398855599734,0.008166153335879014,0.051900454906261495,0.6832510674471397,0.0961130956338045,0.0010513901665850024,-0.014791475962052564,0.025109842206051863,0.030121696760072002,0.024358129011321505,0.02673638177599358,0.08016192961394067,0.16031031659442183,-0.012651299370109528,0.0867820619292177,-0.0022820281623973765,0.00015066427587690336,0.014492672835563252,0.007610432757471608,0.015190702469512651,0.014610094500282144,0.004711813246763878,0.06065307388693296,0.0378586031851316,0.020315059959652174,0.057327387910494555,0.043196657311224046,0.000893802174042925,0.010739098153260417,-0.011654454983654364,0.005529417156857729,0.007018488081780934,-0.0027967171974476682,0.058917713902957414,0.05851885167911035,0.06856521029627669,0.03524659768663041,0.035375444526323636,0.021536497736646718,0.056388441025014724,-0.005087437463431389,0.027600959900910445,0.014769060575444458,0.16568554692269583,0.0756288038953572,-0.010286335254511588,0.012957966201269,-0.0012770106741622276,0.006182207583380279,-0.016762362307240472,0.028883102175985532,0.020032270152793713,0.031151546557552468,0.038628875647840344,0.010825449062567558,0.013575891174139921,0.007454466258926941,0.004194389224111961,0.022580914475484305,0.028474441610513775,0.0115263126345963,0.010581724686891614,0.026578911270442724,0.03111269399508561,0.06842651536428795,0.019058083908468616,0.013779944797162826,0.010729245339967226,0.014061742867500277,0.0262148756787906,0.010461255949010692,0.017554570758237083,0.028766219855095008,0.16399233252477896,0.06366481064491689,0.07938071632624741,0.07559059848192945,0.018951750360464106,0.022916882066258578,0.02718674508200458,0.0708804746867276,0.04329975740984054,0.017742789792516457,0.028743264592475566,0.037369584473652295
Other Current Assets,0.19117333503807685,0.2881014163150371,0.11145300774296303,0.04654210931953855,-0.011025837005244425,0.060247282858300374,0.09501895582849648,0.04242334603513227,0.1491782602973912,0.1495295427240837,0.1389121927996245,0.10132947637745163,0.1237349062755018,0.10356140904136245,0.9299712189020907,0.25713664293032945,0.055415982855485345,0.044764644835501216,0.014172188886411898,0.010317683154165916,0.01975715258663997,0.02709812011829341,0.056992987392845786,0.04397715711794991,0.10897763120453448,0.008538340035614309,0.025205377796444977,0.010270675310319378,0.1278714134053893,0.12573948321412215,0.07350567689073882,0.014767551127808762,0.006468678103718402,0.014522189014681988,0.13146972552444636,0.011334776019504755,0.018324533882536218,0.09794986942988362,0.11143364903791206,0.03298164388371289,0.03165841634481607,0.033037183899487094,0.10853066702845816,0.5855716176636978,0.10330291477960754,0.04880382981133615,0.019055887598285085,0.13983409429110222,0.1528718612136088,0.11936058992947157,0.15958326295210576,0.10192406625492859,0.09296775132934218,0.11875170012739489,0.11658831516403512,0.1466424352645436,0.1459686458549173,0.11123862507911168,0.10320211903768586,0.11086581992340755,0.11203145877472778,0.08827714222100928,0.1331987262818754,0.08474862283038952,0.08232161065906549,0.10765294951368838,0.0964254936550064,0.12741231794269145,0.10393626863501847,0.009221127316073507,0.00657177359869351,0.09042106055156202,0.10842223300708154,0.07968292651420265,0.086138767446464,0.12106769349954413,0.029559658101709282,0.05551062398517476,0.016913870764429653,-0.00813158401187634,-0.005192873405966478,0.02197114362999414,0.03454231716849833,0.026713410501164693,0.028644366535415904,-0.005100871479843859,0.06731612279252046,0.10579565318517925
