,Gross Profit,Total Revenue,Business Revenue,Other Revenue,Cost of Revenue,Cost of Goods and Services,"Rent and Landing Fees, Cost of Revenue","Staff Cost, Cost of Revenue",Other Costof Revenue,Operating Income/Expenses,"Selling, General and Administrative Expenses",Staff Costs,"Depreciation, Amortization and Depletion",Depreciation and Amortization,Depreciation,Amortization,"Other Income/Expense, Operating","Income from Grants Received, Operating",Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,Other Finance Income/Expenses,Other Finance Income,Other Finance Expenses,Net Investment Income,Gain/Loss on Investments and Other Financial Instruments,"Income from Associates, JointVentures and Other Participating Interests",Income from Other Participating Interests,Gain/Loss on Foreign Currency Exchange,Gain/Loss on Derivatives,Dividend and Investment Income,Rental Income,Irregular Income/Expense,Fixed Asset Disposals,Impairment/Write Off/Write Down of Capital Assets,Write Off/Write Down of Other Assets,Other Irregular Income/Expense,Goodwill Impairment/Write Off,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Non-Controlling/Minority Interests,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Operating Expense,Reported Total Operating Profit/Loss,Reported Effective Tax Rate,"Operating Income/Expense, Supplemental Section","Depreciation, Amortization and Depletion, Supplemental","Depreciation and Amortization, Supplemental","Depreciation, Supplemental","Amortization, Supplemental",Discontinued Operations,Basic EPS,Diluted EPS,Basic WASO,Diluted WASO
ROCE %,0.05183740340315138,0.038150215469862886,-0.030450426444912075,-0.011420520084178366,0.0016353568951621563,-0.0068031529481048045,-0.015938992047387208,-0.019671439767305763,-0.026910262063138825,0.015384361804145657,-0.029031822401600144,-0.016172584023424776,-0.02789691825439808,-0.02854307846127209,0.003980307583664196,0.03072921204641189,0.015589282093565408,0.0298414232558113,-0.02150610947183955,-0.033564259601282044,-0.014589640096589638,0.04681206797057522,0.0004407242161677061,0.0499013463203499,0.055540612756854416,0.03278676528420366,0.05545292958501526,0.020778608687355,0.0440868236229951,0.017732767347068103,0.04588389194577312,0.03901581429672889,-0.0025834039179728286,0.019028070340419694,0.03182897517457338,-0.028970416201755163,0.04076649620049307,-0.016164418407058845,0.0348221884476158,0.034626602400763325,0.02944762775827844,0.01899204225761658,0.0049772876712767785,0.010527540075832627,-0.019097782604934485,-0.011954104586842294,-0.013458962295545666,-0.018701346883888654,-0.0053989403779282925,-0.011317872385528678,0.031748083355364984,0.023644771359765965,-0.015563370470722305,0.05549966672701227,-0.012908554026940043,-0.026978646653220882,0.02375772798547418,-0.02144777679253629,-0.026138011894415423,0.02427660603625721,-0.030412109899970154,0.012918349136524489,0.018643440976240596,0.01994941709052783,0.06467669138059856,0.03952867111447439
ROIC %,-0.01237333379324008,-0.045502454539748154,-0.03950344414426101,-0.006451108873471802,0.01674133350456273,-0.02226931888360349,-0.02259872359138282,-0.023293513484960848,-0.02888183571540035,0.018982414919901762,-0.0368411068827757,-0.02912572186030713,0.003968917433681548,0.004010868723452547,0.012422473583613364,-0.006198438729889838,0.0198830197490037,0.022671164731932043,-0.009432688247103471,-0.02246340846616948,-0.014501066378815354,-0.016530456601869494,0.002066805740406309,0.015684462846999758,0.009181192185957693,0.013919909303197874,0.027711408897614722,0.00680303527250577,0.025898779600369237,0.01066197583620672,0.027520846446358185,0.03664698235392198,-0.0015290581413494016,-0.013457452253530051,0.033934540889350016,-0.0410099620080644,0.01940458545028325,-0.017770387890513953,0.015617322685653997,0.017106956274005228,0.020755995677786458,-0.01314532765844191,0.006780415433010239,0.014005313255249906,-0.0124570932016423,-0.0069087289268112365,-0.007618724259606783,-0.01026657435916031,-0.00984518704218985,-0.010671572109219209,-0.0031609827012760443,-0.00727113604432518,-0.040501975899107,0.014894278484541024,-0.0078979479870195,-0.043724041702893866,-0.008405142782087807,-0.030467852395240726,-0.023256593137417226,-0.013702820037218236,-0.028054137068360165,0.003873871359381509,0.02964686979423453,0.06288006527258794,0.07677681803527653,0.015907857169569283
WACC %,0.0007985732335561639,0.0033446363815367547,-0.0005338267288926501,0.0012846827272872188,-0.07510308030873374,-0.019217213244034876,-0.005029023245518833,0.006333741024848702,0.004270359179365054,-0.0014733260352022097,0.005646832952052995,0.0003461432553358043,0.020955125453208785,0.026202429301068506,0.012079515786077643,-0.0003263419135360458,0.002477928318531965,-0.0008555965265163146,-0.005665520579862252,-0.010723808481084339,-0.006680691802313317,-0.0031794536766611573,0.007750321524956492,0.012642804820743966,0.018507041839047875,0.011913706525239955,0.005668588977764651,0.009840671094367067,-0.0020018280932971423,-0.0030379835263612182,-0.0036981854699035437,-0.010252540909932932,-0.020093580677607397,-0.01446678905972397,0.008825246760417661,-0.024214175104506602,-0.0215249392948,-0.03107939377264024,-0.005533252942582521,-0.01908145165551553,0.00420859984404867,-0.014622207080629238,0.001305540206759579,-0.009707493243213093,-0.012166404900805897,-0.016710710986096243,-0.013064062570279087,-0.0009951304907798728,-0.005436883832535565,-0.0005844740052051425,-0.0035416816591331626,-0.0011351625646976189,0.001012171730499062,0.00033314290742086396,-0.0072227035079122474,-0.05683627265669705,-0.0026786564992116665,-0.01930039484338162,-0.023400484915266254,-0.009577335035452026,-0.023174753879607095,-0.03526459742459968,0.008282685619747304,0.04316390321050332,0.032621555082244326,-0.007939105429507137
Effective Interest Rate on Debt %,-0.02306013062972764,-0.02517010802363851,-0.01954698304283081,-0.008753623062516102,-0.07345797553580691,-0.023683208129604883,0.020606882904544488,0.025043456878709514,0.014441805254055641,-0.019455611897541143,-0.0039243458581129575,-0.026814932843845816,0.027355355531167528,0.023283676750464104,0.003859786829210974,-0.012628636303144845,0.014685603302178005,0.020585783487340324,-0.009144575308566126,-0.01667644030742276,0.0009979296175953163,0.10030777632452634,0.11106010970085248,0.06756501613840657,0.04990168748046307,0.006497968455068483,0.018784725258977106,0.012287534547929822,0.012675393093394376,0.02759017878948674,0.04431748988067783,0.006949968167913087,0.03798977356559708,0.009754751766207234,0.003568908725953029,0.07150084790003311,0.0007373662399934804,0.006328219618197382,0.0422136910281321,9.070001088859383e-05,0.016347695675729995,0.012937210859580738,0.0011783703512480643,-0.002288655188062359,-0.019767951898918248,-0.015634367212137644,0.02401334028901475,0.02701130394109891,-0.001954248083726543,0.003605752578090575,0.04222017402752349,0.02519445080780351,-0.020902127763378367,-0.050837665006130864,-0.0003790432339328886,0.09658796245565347,0.03465728491468022,-0.014610477189791977,-0.02951115397135879,0.01411888176449718,-0.021875561899209497,-0.019016723434574445,-0.0019707681407974075,0.03444830487646629,0.0028825841442585006,0.02946389012822296
Gross Margin %,0.07903257066433232,-0.008619047057645721,-0.0023796178880021402,0.004486342613310561,0.10370741445901019,-0.008225273842702769,-0.007603952415989906,-0.0032450310963958997,-0.0072755471426488565,0.1177962072914824,-0.02891784351971914,-0.0037344350711532833,-0.007739948096215952,0.011073423597804987,0.019506630765292254,0.015072609514146228,0.030339116413240916,0.04408117315591182,0.041217304491167395,-0.01599653638705776,0.02311412780467903,0.04977442321330471,0.02377776848953229,0.008387880853997437,0.05688967982633637,0.010770613675640868,0.06157943329798241,0.03195971171590035,0.02959148111012392,0.029741873399766493,0.02745486283558172,0.01697440419071669,0.06277633803148623,0.0007460133628153596,0.030948538577392562,-0.005782849195705755,0.06069092961783365,-0.012459589868687374,0.03523137591154941,0.04644607457145474,0.002848887640968275,-0.005368459374031284,0.016671417344968312,0.023106684529849132,-0.011886641585383132,-0.0091475173684941,0.007228693041847852,0.009206058216948391,-0.001236814794983188,-0.01869507184355746,-0.00818345605941201,0.034534701692162426,-0.03558981105836509,0.13532852197073736,0.0078013701723723995,-0.019683627015750615,-0.010284649231349639,0.013098493302865232,0.0013611246744818254,0.04998137794855834,-0.003348676692625838,0.038039011864492836,0.019533501475050483,-0.04042032872780467,0.10549846190889144,0.08268288618301384
Operating Margin %,0.02939786512563634,-0.03211040832919476,-0.01838145549648424,0.034343985609242046,0.09322994180993686,-0.007848837544440847,0.006042481300833621,-0.021573135291231636,-0.004721722455183957,0.29078000611730026,0.0027820002659595536,-0.022196492026148203,0.009730950798224924,0.009196450519381429,0.06098599066620204,0.026263358303943322,0.07541533383664953,0.07032099837545887,0.12477366220665735,0.10746349845861736,0.022672008616812445,0.04924309957328558,0.047270901744124856,0.002526216553014682,0.057488659641369164,0.0025017356451874193,0.06737481185317429,0.0480564416648741,0.023249425593315307,0.04053452640329937,0.04251740287197185,0.008956094844293884,0.04723099251087218,0.009620356329988795,0.02725443162094117,0.004022351350057478,0.03154273300562847,0.007557329908434588,0.05616440708331806,0.03793181100647164,-0.005345658378539463,0.0431108413514702,0.02668218888106367,0.0285138598510187,0.011328571918816763,0.013803493646295979,0.010723653387157885,0.021517087221197526,0.020735410084504486,0.009469731394496063,0.0101513179628472,0.09182350446036011,-0.0306775201740476,0.29390458022957155,0.11782513311446115,-0.002458175152895931,0.10274514967345041,0.039089993271740224,0.02223703358071115,0.0820921794717414,0.015107075777179488,0.07113794223448736,0.025593855328675447,-0.039271571501873395,0.07708193608430743,0.06244008131089303
Net Margin %,0.048212952829621965,-0.013941418332738861,-0.010874448104154683,0.009926734179814217,0.10135350849521023,-0.01355774026202717,-0.0023059453855451065,-0.007941558812607368,-0.018932052040180343,0.11879437406269298,-0.018613555353133457,-0.014182460485478854,-0.003869962456682517,0.009110195330703773,0.03220086056013301,0.019711570709916845,0.04388394430794707,0.025522320519625857,0.026842661834403866,-0.01840648989039132,0.09783355452662197,0.12825665602763958,0.03436960886545631,0.004758626446953318,0.0565709206522706,0.011299904807148096,0.06631433201584,0.13617557283186735,0.020216527979320647,0.027706059536345994,0.017486626788593366,0.025442367019150664,0.053244200505579216,0.007563077880359339,0.026343501754411445,-0.0011757450216387383,0.05729715944483536,0.00025140817806000105,0.05998224581140036,0.04590153427043211,0.021556708919156713,0.00028367221788336565,0.022647436127949963,0.018586272492978645,-0.0034457090838115054,0.005736717919202804,0.007508548835848671,0.07805976186641286,0.020075134794473027,0.0034996341421884335,0.007599091661161394,-0.01979419610128054,-0.03571522709852498,0.13296103279947233,0.00046445274655597694,-0.023073940726550602,-0.025301978706847493,0.013114061928583077,0.002577238311109154,0.05457366039785556,-0.003548737778757848,0.03673122753915344,0.02773506684304021,-0.03568163194431362,0.10642976646166223,0.1152510144182031
EBITDA Margin %,0.04748512415736692,-0.02314616327498053,-0.009734807208032676,0.012020334322531943,0.09914559072235675,-0.01842478270248767,-0.009873633779855366,-0.018719643350346142,-0.018932052040180343,0.11818358841374847,-0.021238344745057806,-0.021513041817618442,0.0003987652028462005,0.006833650559680949,0.030809095918638753,0.006454706722577723,0.044823706099742705,0.03713633231658262,0.006745043834593548,-0.010983982275672138,0.029227237397471587,0.04020377154745317,0.0366801880232273,0.004490911618135423,0.060247926798078257,0.01118285040519098,0.060862968494323794,0.04477811627351663,0.019109649515717027,0.02887553027949312,0.0371171013535289,0.02538775202093427,0.057710626006461756,0.0044621041809789295,0.029426664881407848,-0.00033825242382201984,0.028365738649038245,0.0029769404405897374,0.05741075883865185,0.04586413457448638,0.03154538916141205,0.00016873155058135447,0.024890779458973472,0.02047529133755176,-0.009413535969049428,-0.004159061589881583,0.01045645237568548,-0.001542164915973642,0.002905820945482691,0.0009821635887262512,-0.000808766895935484,-0.017293791073839614,-0.030685080341916124,0.13725000193630624,0.009645539093703203,-0.01980050784668009,-0.016109540830634428,0.01844609410016674,0.007584147900666991,0.06132162285540265,-0.007869908059530823,0.0331693261199889,0.025392761062453237,-0.034686182627515126,0.09946396275694516,0.10147038224080975
FCF Margin %,-0.00906975632793281,-0.015583192348238094,-0.012396490361924022,0.014827283203501606,0.18859737065467067,-0.03775611637177236,-0.011636923830364552,-0.003672644034463211,-0.007993408147948574,0.14196707646519302,-0.03073000450115068,-0.004271695121063009,0.00969131964833007,0.03299514259742333,0.03864019474988069,0.03455652642575009,0.08376549509652538,0.07374199671506845,0.01872976081515072,-0.002938826299286123,0.012060439657935827,0.03046414860648457,0.02894318832695094,0.054079855515517576,0.030556151611858665,0.04680780421966837,0.023181781601264398,0.01772017273337374,0.045819321256390745,0.012769052115335567,0.04998282576157911,0.06129480177440435,0.04594067965160733,0.024153596171937516,0.08063273489234796,0.03450995777457869,0.05918246127791276,0.01059364807986957,0.030488830890826355,0.07216471530191418,0.04949299336076484,0.01970722795624537,0.02620358847012973,0.023583931589033335,-0.008250827788769894,-0.0064007613440508725,-0.007427081783715154,-0.0020666325445186447,0.00199835052056995,-0.000697505936462704,0.019276886306547326,0.011028939862585348,-0.0371876915343153,0.16665698232895637,0.005511685722334188,-0.02944733735735031,0.014658842920106033,0.023179825465334616,-0.0018446412646295767,0.028859248606660667,-0.00931605468484316,0.03136861278035069,0.03043830814379427,0.038780433281931696,0.016176970040576416,0.022654073782679477
Debt-to-Equity,0.052173540286322095,0.05212402310060284,0.008993889243056368,0.05817421634251097,0.14811516900077362,0.010382635996362894,0.021714731493636664,0.02404942401878719,0.07117753701103041,0.09724417358237443,0.003828677367843586,0.04413753733468391,0.051778086595092344,0.11203710224334093,0.07695576228486059,0.06942732246387649,0.05799020709135941,0.06035302202082493,0.06956607275519733,0.018213704386619532,0.0729573008204856,0.08632373329969165,0.07933631899411424,0.12878374152791244,0.08831678585883197,0.10668396506642484,0.10127121452904618,0.0641585525292047,0.08782474641877949,0.06477344789026228,0.08228496906473981,0.08382461974988069,0.039033272259696584,0.029295458378683054,0.10075245451184875,-0.024667498434444827,0.06272369609798002,0.0008739815652460065,0.03978305849259977,0.05891376765789552,0.08317765988681133,0.032252746002787845,0.06790094291830089,0.01389156704155847,0.014734911524385315,0.016760348002441625,0.04847854626795428,0.034920690304273236,0.029233072716614832,0.022721346890388447,0.04292568652811059,0.038515828828357274,0.015474054347316522,0.14595626262685085,0.04232043198138647,-0.013053248887022863,0.03762897358788972,0.03868836695484311,0.05301198618340003,0.0628097586970807,0.05181853997933251,0.06184322827288148,0.028011922137841674,0.030408856943641958,0.06948156726602024,0.11949922083424742
