,Gross Profit,Total Revenue,Business Revenue,Other Revenue,Cost of Revenue,Cost of Goods and Services,Other Costof Revenue,Operating Income/Expenses,"Selling, General and Administrative Expenses",Staff Costs,Wages and Salaries,Other Staff Costs,General and Administrative Expenses,"Legal, Accounting, Auditing and Consulting Fee",Other Professional Accounting and Consulting Fees,Insurance and Claims,Rent Expense,Selling and Marketing Expenses,Operation and Maintenance Expenses,Research and Development Expenses,"Depreciation, Amortization and Depletion",Depreciation and Amortization,Depreciation,Taxes Other Than Income Taxes,Provisions,Other Provisions,"Other Income/Expense, Operating","Other Income, Operating",Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Gross Interest,Interest Income,Other Finance Income/Expenses,Other Finance Expenses,Other Finance Income,Net Investment Income,Gain/Loss on Investments and Other Financial Instruments,Fair Value or Unrealized Gain/Loss on Financial Assets,"Income from Associates, JointVentures and Other Participating Interests",Gain/Loss on Foreign Currency Exchange,Gain/Loss on Derivatives,Other Investment Income,Irregular Income/Expense,Fixed Asset Disposals,Impairment/Write Off/Write Down of Capital Assets,Write Off/Write Down of Other Assets,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Non-Controlling/Minority Interests,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Total Operating Profit/Loss,Reported Normalized Income,Other Net of Taxes Adjustments,Other Adjustments to Net Income Available to Common Stockholders,Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Reported Normalized Basic EPS,Reported Normalized Diluted EPS,Total Dividend Per Share,Regular Dividend Per Share Calc,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
"Depreciation, Depletion and Amortization",-0.037492047267662754,0.005944939065754987,0.0015769221844543456,0.018398379721455884,0.09666532778614809,0.12196112402583056,0.02433386956278734,0.017869900171981506,0.037326934230451504,-0.02912299982803897,-0.004492673242975583,-0.039028784424247044,-0.0032944844277440714,-0.004078970849658983,-0.004120691493074124,0.011454333270732716,-0.010028744753043602,0.02196082476049983,0.04541711418371728,0.03432454106574523,0.476125547399467,0.4641171037262951,0.8028821060455484,-0.023087170615138115,0.022635865970486328,0.03162079837602695,-0.001449817950480898,-0.0009631047786846001,-0.04346232325260524,-0.0355068864516489,-0.03062371140470357,-0.02309126546535653,-0.04914238170796123,-0.05582007459929501,-0.01413254984568891,-0.00978758017604003,-0.016473659920907616,-0.01575131356088556,-0.015015862271243671,0.06410707527408259,0.05731171961244672,-0.005920010882697314,-0.006319578734807552,-0.006114158340171693,-0.025030409926643515,0.002488526254135556,0.03923886564650188,0.03594782587762549,0.00848580467829793,-0.005252046259156534,-0.016142622579387415,-0.019728428452723656,0.02340328737811652,0.02804013630387595,-0.004790863584989118,0.01266559065023163,0.012418229925866487,0.019530023302948625,0.021863752813328582,0.009523903845732418,0.003262946006800307,0.010461840805912273,-0.005982380504928404,-0.004575898438892501,-0.030567755606303697,0.012023679813821686,-0.03029233603083866,0.01674333718647262,-0.019088688144434464,-0.019303737913653383,0.03860540438751344,0.03799629662387885,0.04487418479669871,0.0428007839775518,-0.041880460044204024,-0.041605678934946703,-0.05238324009270983,-0.03753839357149082
EBITDA,0.02026655122325298,0.008517958358645349,0.005951552094672791,0.009695296483740769,0.10233402197572217,0.10059439302305125,0.005258752592409421,0.026982305320211182,0.013843068343607656,0.025325510216386342,0.020901631269219408,-0.01913634787481518,-0.01068125524227618,-0.02777662430456221,-0.029879546618435247,0.01924745898397028,0.008759727146521493,0.019172904562845577,-0.0029872533950818427,0.0164809421674942,-0.015270130436178704,-0.012511657844084347,-0.011389039195236313,-0.0157104839367976,0.0009455793875289579,0.00992527277381628,-0.0011471729710595389,-0.0017275734940603218,-0.02224717277200992,-0.012563409778502416,-0.004565622959512331,-0.0032514354551535485,-0.03152631295819788,-0.012842665303331231,-0.0006569729914173941,-0.000556623561987526,0.001584529376692529,-0.01933609106439404,-0.009388028783592777,-0.01027327710507118,-0.019802962878080397,-0.05323913898383188,-0.011921733544498186,-0.009197467957390602,0.004168300945444766,0.03425499189082694,0.0025465588640294703,0.03259961939598075,7.378389996305808e-06,0.01726806553616261,0.03269754757965557,-0.003118180706404628,0.013524181866734285,0.014233978996034584,-0.0214563176368607,0.0013921769819952574,0.0012573502325834195,-0.021485359028770516,-0.017192629297404324,-0.017477871405489998,0.0032820271336860794,0.00976438706784017,-0.02944499140087309,-0.042027189900552965,-0.017703383661514936,-0.022022033765862415,-0.010120233266109523,-0.01832889302818296,-0.015355256826763945,-0.016931356521642148,0.011277174465523416,0.010680672923741794,0.0011166507979885442,0.0002909068744758726,-0.03259537528880378,-0.02973749117327917,0.00031265879687507585,-0.001121941163419896
EBITDA Margin %.1,0.062087507507813486,0.09643820138576986,0.1001305290692652,0.015461392771359878,-0.03712677582120861,-0.03636401509268039,0.014278581530105841,0.11817207366923328,0.11027273398194101,0.09438084234925544,0.11542567482927804,0.03237781168905801,0.01020064683965834,-0.016417445208520287,-0.02144985890869008,0.07232772013744039,0.04022838147506741,0.14239431185089352,0.0646505820020664,0.1282412831250223,-0.013854721773491905,-0.009960552520191217,-0.020836629717858178,0.0115459675731426,0.028925430806977126,0.01666528349863647,0.04065018489287258,0.04259573901865399,-0.01588459444425389,0.040178637138371366,0.007335626767169859,-0.008543142018698453,-0.02389310914774824,-0.015173404692561022,0.025758484919533656,0.04013058150214816,0.043868048563586066,0.006995921227523153,0.041180297248824105,0.026485497758875997,0.04399077101931636,0.0317669208188438,0.013245670543437789,0.07763366331234177,0.02027988509515708,0.12022631080539613,0.04841953598019463,-0.0020830998161901282,0.016311646582745188,0.028171026033425393,0.009798420201980422,0.01103632316574497,-0.03331863542063132,-0.028893820600910787,0.04040538151856973,-0.03137941284945908,-0.014575942183766798,-0.0007517093508596426,-0.020582527039883274,0.08490020464039696,-0.02055577202095711,-0.018195833659686418,-0.008954931601745295,-0.010801514807041897,0.03989232364853528,0.05165455723480386,0.042434198890516396,0.04988281088762109,0.003782457547036212,-0.0032292001045891787,0.023172431302019774,0.024159324129558107,0.030778260312993067,0.04181199314045492,0.03468297126580699,0.04318996295607746,-0.0015190020034082379,-0.002619100683064782
  Cash And Cash Equivalents,-0.0008292389475916756,0.02859297472439975,0.019759507233862307,-0.0022661186369605747,0.13876169405699534,0.1989560000765828,0.0016772297493703706,0.03493922206438722,0.059370859594087666,0.026411530945428537,0.0651319081528897,-0.012675256566329462,0.026965062141898196,0.03162808233467632,0.03162808233467632,0.06743583526618382,0.030333051661364404,0.06323939713663397,0.04396105659568149,0.07528228250828191,0.00912301287922147,0.01460266781326747,-0.010289385981728072,-0.00033822207400531837,-0.010187633880096154,-0.008881153765078201,0.012999157883885913,-0.006768504894481234,-0.013142279305389998,0.007847472730416648,-0.00010739391316268686,0.006504985999269594,-0.007510596118078394,-0.019070661148403736,0.0048211897993025495,0.007183958722494296,0.011761904507281753,0.0006660591537728969,0.013322208069662616,0.03133673899475681,0.010790654211425697,-0.021786745698057722,-0.004830067681172673,-0.008715144673148812,0.035373448305235575,0.0378352181676171,0.011557616759577555,0.039125236587667395,0.030604963269437187,0.020585459573632007,0.039907715265361694,-0.0070114078842339255,0.02310652627356769,0.028662606131229836,-0.014518065865795286,0.025525049603106382,0.019768970272668853,0.0035656247723483683,0.013567833557063999,0.020414025337142937,-0.000846022116277911,0.0209877322622466,0.021827435282272004,0.00983758249427957,-0.016659812371729667,-0.026822659808815305,-0.024426292113455067,-0.027309336273660233,-0.031145793719788453,-0.029838236445521055,0.017789262602557337,0.02110096124141487,0.035974830328857545,0.044801601680640936,-0.056603729425526494,-0.05235471193471802,-0.011567755708230822,0.009341185314715155
  Marketable Securities,0.08848847996723593,0.00640865197194686,-0.0029603812451304366,-0.010062965264320087,-0.018360724675624794,-0.03524184088541894,-0.00873175519912469,0.031184478956063362,0.010533318277577784,0.005899448142090206,0.06136837870365216,0.008353678392181917,0.080235805571783,0.07229089831872597,0.06917099931989962,0.01734365695909398,0.0025701618467331433,0.05261625627842139,0.017757426509073318,0.00910388616566898,0.0734180896081837,0.06215719375008669,0.06636557216243295,0.08653102000079335,-0.012692877549921268,-0.0038785924909951015,-0.001588809111217975,-0.007373660823854314,0.07182434603960018,-0.04832550513547876,0.08352285005912034,0.08530694705383596,0.06323397579602552,0.06408805600387306,0.007561418137455329,-0.0013689905807808909,-0.008464899869543923,-0.019214422625322535,-0.0072041094711756655,0.03554684826863263,0.06291005667685859,0.0014825970309171321,-0.01375986080418689,0.0738438165240307,-0.016020735579105456,0.02246294781113996,0.06804127335172232,0.05072779757649565,0.0013881489073024741,0.017340226581645635,0.12614471773955474,0.005037802623568577,0.053902680191088376,0.05712181592718213,0.0027980405030670055,0.059661702262736115,0.15160082475902614,-0.007050763927146828,-0.013907258652111558,0.004984513088342375,0.06389368386574865,0.05447040052614563,-0.020070083453490702,0.032751574865109885,0.014586500083694286,0.009794199055148521,0.013345052782175704,-0.011456830497374958,0.07354256599277856,0.07914649725454642,-0.033845831796674365,-0.04028281049512644,0.010054728887625035,0.011257694773812391,0.004326008219739607,0.004565998029770792,0.07216783115818262,0.07928866413198178
"Cash, Cash Equivalents, Marketable Securities",0.001902021761119144,0.027344885271815424,0.012466977235112205,-0.010228539829327083,0.12362450126229753,0.1369593807631366,-0.014682331257852177,0.03505580220345224,0.03292423339384698,0.030425721832950392,0.03766896831054823,-0.029817771618960886,0.00014604628981164814,0.0015356881527024769,0.0008000434471737827,0.009434878506179536,0.00808785822433801,0.06270616875230041,0.015205273270767778,0.035115940442048424,-0.01784878376715885,-0.029473253060708825,-0.014701764555300898,0.000814032170537857,-0.009485295007113287,-0.006660269989290664,0.007111318890722451,-0.008532687511209398,-0.014800519362054771,0.0011487196337545656,-0.0035048415860955504,0.0035870664147704227,-0.022184200259324473,-0.01952854885966205,-0.02936967808948533,-0.001839298949491891,-0.017268612092319773,0.030667578188621914,0.00455362964937174,0.06964566139405795,0.07372333642908523,-0.033843592855856405,0.0038994219017495983,-0.028636789265744422,0.09929134958082808,0.03928224284018776,0.04394386697671384,0.03906414258177032,0.023510256898294377,0.031339947174873664,0.036292054858534976,0.0004509311663286712,-0.0003674970042953033,0.011274105887506259,0.01211774456274076,0.018113388674151167,0.027890584610123358,0.026239097534341255,0.01013819417890055,0.02041598721252118,0.009976733825227329,0.009988936080263612,0.005204644267078359,0.017963074261164808,-0.02138212128533699,-0.02704043186773423,-0.029223092287664277,-0.026949160759156276,-0.015357644139405387,-0.016803087241205477,0.014216671099385517,0.014871068433179393,0.02903740062583477,0.021168749649747798,-0.050486093886930136,-0.06020749437729434,0.004725167406184625,0.0035788314774238003
  Accounts Receivable,-0.001199727258209406,0.029090469758702373,0.04729783628214802,-0.004729152628125526,0.19229698705385498,0.17919988360887434,0.008890510781081305,0.035496378149236965,0.023560066804490423,0.03734950792272168,0.03948703166065396,-0.003409601059521462,0.0036633488139255046,0.0960457911218811,0.09703413151916565,0.030540017551232243,0.03739101517704673,0.024659782053580666,0.023912115832489957,0.013225528960708978,0.0039846319561037315,-0.0023427533606252384,0.006930968295245013,-0.001961491908674701,-0.016275648541056214,-0.013939867884008082,0.01596612900594762,0.014313204024558289,-0.014021993420801295,0.00629320465148366,-0.007648400643822792,-0.008447101908335114,-0.009305980211358613,-0.011444795349769474,0.060005496642097644,0.08197922980134291,0.08368139549947153,0.06284903001316125,0.021370661289455948,0.004650760654241397,0.007223194770442061,-0.032436273071743016,0.016701667054742676,-0.013444874167123647,0.04633411265845603,0.032461567823760085,-0.01183765337492649,0.034396125334061854,-0.020367875692433098,0.016016908268026597,0.04513463578765078,0.0005878089805076087,0.006420935452740759,0.004693689809588886,0.020694423501048925,0.027157313836093946,0.01995214458759323,0.002285588293472255,-0.012199061565631285,0.03330883134012305,0.025701856173736607,0.011700598857000338,0.002990335827109645,0.009831301673185527,-0.02551457512751666,-0.00407159056937228,-0.03404642566089487,-0.01044746852549677,-0.0076029242643776505,-0.006711556798396882,0.030485425978639933,0.02851165865285646,0.026735507346092636,0.02599392528848235,-0.03657586187910614,-0.05010378455047468,-0.02511637881864463,-0.02401026275080367
  Notes Receivable,0.11395424653661305,0.06808359076391193,0.09752781298134584,0.016339298734084982,0.09726545521533216,0.040298834079442014,0.020843274629672545,0.040340210213328724,-0.01547491569808381,-0.016242945067247553,0.03309892534948456,0.04563273484662316,0.09045291287813338,-0.025059738680428226,0.03256783954909453,-0.007307516602972357,-0.005662697983022345,0.01693981382399152,-0.002563401331498525,0.03934053590631301,0.07177525124707138,0.08494868720523487,0.09726097861723068,0.11272608577110588,-0.02487709803079606,0.011237017136153493,-0.006228956348847806,-0.011491560547734639,0.09272371844960417,0.02258561374030915,0.11842063942399272,0.12428689248305078,0.09427775437274015,0.08309410453640326,0.028100615470621704,-0.01024510345534204,-0.010121295090130104,0.030997385857001084,-0.011419573248890745,0.009566406440447204,0.004059818069509431,0.01299908179744795,0.08432708955419056,0.04206843306947994,-0.021370777315834824,0.04357941714925213,0.013453877812524568,-0.024007213149270866,0.07924129841879501,-0.031645680873732575,0.0049196955178942466,0.07672306377330396,-0.03407333925819885,-0.03342958301407108,-0.023520035238216757,-0.02217896139600108,0.04975196384016669,0.01867553019475687,-0.003716806252848916,0.040046243673526646,-0.01842373193638347,0.029483174016806512,0.013551088540543054,0.03266596519282378,0.01098294688985552,0.01643013428531897,0.03961251184912249,0.03417691910604227,0.07712640601957504,0.09992524105148391,-3.165802116312675e-05,-0.0032500096526184054,0.02176010590274508,0.022025847068818417,0.011797086482023742,0.032258137366001215,0.0839188424686982,0.11932477499901516
  Loans Receivable,0.11142982083494476,0.0672098840115738,0.08299305485410308,0.01843777186609339,0.09797588865207117,0.04099054276401923,0.016653491060814447,0.02326736170774189,0.004506345189673607,-0.01740186395714338,0.018440906499152584,0.035936640981808134,0.11614020851552333,-0.02368744138838652,-0.00835961891868797,-0.001184214062478779,-0.008533138713042822,0.039531016713927246,0.0004556310730929919,0.04033539775278093,0.0587428772534791,0.07308489762270078,0.10554818198751176,0.11036734330858085,-0.010823358989200657,0.019978000379161105,-0.019645517310441327,-0.014953819820905694,0.08664938861839705,0.018016922351112605,0.1261295784067026,0.14371220671274434,0.07147462549091063,0.08088239909894096,0.084145932380534,0.04929152907512816,0.044389790426657715,0.06775330262534368,-0.02007679286223758,-0.019246990620598925,0.0186529650602193,0.007853285627788918,0.08553310047890506,0.04036287663714541,-0.030002625727420656,0.02483218174554129,-0.0034609099581068433,-0.02068116564404875,0.0361761094076945,-0.03825157632134619,-0.000593785824700481,0.07473268302660037,-0.03389203183586581,-0.03346719447523623,-0.029506737479295483,-0.03498075591460432,0.04744450626161331,0.024623768356525643,-0.004329905502977695,0.03947360868748907,0.008896198936713054,0.028072250244455907,0.009587681100034875,0.03252924616396854,0.0009090479202473029,-0.011268654574700509,-0.019582308159619657,-0.013156215098647598,0.09637215968438366,0.07185188406144338,-0.0033476912256727776,-0.002987072715167509,0.020274700232922098,0.016964054273535336,-0.001836787333229286,-0.017660769221973537,0.08438111610350878,0.05676196498206928
  Other Current Receivables,0.04687896660083485,-0.012027584919865164,-0.0008441987525224701,0.09124792697624444,0.029948239376348443,0.027089187850522466,0.0981749923598807,0.019400580876908245,0.025778842585426218,-0.019006370397376755,0.011602202588431471,0.07387906468158655,0.09675926034155284,0.022288902756721126,0.04831804674192344,-0.0006608979603330632,0.008875671017941152,0.029421988545742902,-0.00010018416113144945,0.06422852721270078,0.07233073937637069,0.06440012100602863,0.07200281427604398,0.17447428045025792,-0.029400992267328407,0.08543308069443697,0.026106273510840102,0.029518814595076954,0.08514053265551308,-0.002187722139776456,0.1072966878716673,0.1070012608356017,0.07834237790120636,0.08567920765733468,0.01740787167612857,0.0816563286384321,0.07911909496434863,0.09651836985883097,0.006760098705114529,0.028475427835193405,0.01786544950075282,0.03506394102841856,0.1279132384778861,0.034845921016134894,0.0007634354499481566,0.03218521103190051,0.013872854771910761,-0.014535125254436558,0.11455342749184112,-0.006436778875061698,-0.020599521578912237,0.07806010905707855,0.02180138513629613,0.001218296704372854,-0.010737459153202625,0.015585232033706561,0.04013054363165343,0.019084943767099013,0.007858663234781611,0.009374811373957547,0.004114954030582606,0.015632049833199546,0.07647598854641668,0.02447710066717845,0.0179982146208244,0.03210268414136866,0.011560440599794376,0.03156643627707311,0.12359214578842229,0.12490450872993782,0.026764159617148793,0.022804140154513045,0.02965437415949604,0.01796312677777228,0.00877572578076763,0.004236363558739799,0.05844039396240121,0.08439294588779386
Total Receivables,0.048340787960930345,0.12412056902483212,0.031598559733906406,0.07185484424457013,0.26941105053302483,0.17648635170385993,0.07321270527304265,0.045671691477814594,0.10984407496176968,0.032749557723843505,0.04062931893057404,-0.00613381760293351,0.013138083316995904,0.0023935915827303553,0.004281258300480852,0.023605210949236816,0.022518853050982043,0.03505846388786199,0.021527637191529125,0.03764950744193983,0.0012255581382127332,0.010115081751747142,0.008678486953797457,-0.0031756182571814513,-0.02240158502237161,-0.006810692170727137,0.02673804390464737,0.01112597184530088,0.10356568451372564,0.1037052090286096,0.09467111916844848,0.06687123777555058,0.00947029560807541,0.06630705170030356,-0.012298124180758225,0.03213976450212713,0.08984413036657297,0.00816380984290791,0.019824785966539055,0.001847454764698819,-0.0019177252727308662,-0.03811430575774834,0.012337940962906389,-0.02048668252350724,0.041791799492038456,0.05078040958786844,0.0013691604208106523,0.03764812953414567,-0.009458240676057092,0.03036642759053413,0.030357236612032087,0.005274075481044357,0.0652522925259526,0.019753523336500968,0.019962095274116545,0.011829432396975231,0.021173499979406173,0.015856530644152603,0.05296799257084325,0.13063392472803767,0.028780901693060412,0.0002731855986491884,0.01109395395229016,0.00905364254040859,-0.0154540013026289,-0.018631704179601333,-0.015538678895056598,-0.01776010435202071,-0.012251106088208626,-0.00885754277388269,0.0460197977424306,0.04622225831378758,0.05907039622778833,0.024167460963654123,-0.03447882767450683,-0.03407022126206385,-0.009780321306883048,-0.008155831022041529
