,"Cash Flow from Operating Activities, Indirect","Net Cash Flow from Continuing Operating Activities, Indirect",Cash Generated from Operating Activities,Income/Loss before Non-Cash Adjustment,Total Adjustments for Non-Cash Items,"Depreciation, Amortization and Depletion, Non-Cash Adjustment","Depreciation and Amortization, Non-Cash Adjustment","Depreciation, Non-Cash Adjustment","Interest and Finance Income/Expenses, Non-Cash Adjustment","Net Investment Income/Loss, Non-Cash Adjustment","Share of Profit/Loss from Associates, Joint Ventures and other Equity Investments, Non-Cash Adjustment","Dividend and Interest Income, Non-Cash Adjustment","Realized Gain/Loss on Disposal/Sale of Financial Instruments, Non-Cash Adjustment","Unrealized Gain/Loss on Financial Assets/Liabilities, Non-Cash Adjustment","Irregular Income/Loss, Non-Cash Adjustment","Gain/Loss on Disposals, Non-Cash Adjustment","Gain/Loss on Disposal/Sale of Fixed Assets, Non-Cash Adjustment","Gain/Loss on Disposal/Sale of Other Assets, Non-Cash Adjustment","Write Down and Write off of Other Assets, Non-Cash Adjustment","Other Irregular Income/Loss, Non-Cash Adjustment",Other Non-Cash Items,Changes in Operating Capital,Change in Inventories,Change in Trade and Other Receivables,Change in Trade/Accounts Receivable,Change in Prepayments and Deposits,Change in Payables and Accrued Expenses,Change in Trade and Other Payables,Change in Trade/Accounts Payable,Change in Provisions,Change in Other Current Liabilities,Change in Deferred Assets/Liabilities,Change in Other Operating Capital,"Interest Paid, CFO Indirect","Interest Received, CFO Indirect","Taxes Refund/Paid, Indirect",Other Operating Cash Flow,Cash Flow from Investing Activities,Cash Flow from Continuing Investing Activities,"Purchase/Sale and Disposal of Property, Plant and Equipment, Net","Purchase of Property, Plant and Equipment","Sale and Disposal of Property, Plant and Equipment","Purchase/Sale of Intangibles, Net",Purchase of Intangibles,"Purchase/Sale of Business, Net",Purchase/Acquisition of Business,"Purchase/Sale of Investments, Net",Purchase of Investments,Sale of Investments,Other Investing Cash Flow,"Purchase/Sale of Other Non-Current Assets, Net",Cash Flow from Financing Activities,Cash Flow from Continuing Financing Activities,"Issuance of/Payments for Common Stock, Net",Payments for Common Stock,"Issuance of/Repayments for Debt, Net","Issuance of/Repayments for Short Term Debt, Net","Issuance of/Repayments for Long Term Debt, Net",Proceeds from Issuance of Long Term Debt,Repayments for Long Term Debt,Issuance of/Repayments for Lease Financing,Repayments for Lease Financing,Cash Dividends and Interest Paid,Cash Dividends Paid,Common Stock Dividends Paid,Cash Dividends Paid to Non-Controlling/Minority Interests,Other Financing Cash Flow,"Cash and Cash Equivalents, End of Period",Change in Cash,Effect of Exchange Rate Changes,"Cash and Cash Equivalents, Beginning of Period",Other Changes,Cash Flow Supplemental Section,"Change in Cash as Reported, Supplemental"
EV-to-Revenue,-0.13535478460840483,-0.13076502941119247,-0.13527093645801064,-0.07225510567289817,-0.10122481878170374,-0.1253771201651228,-0.12599236570984448,0.012372186036535908,-0.1318843584454335,-0.09324387821477614,-0.0913676218181097,0.0028761912513095237,-0.007521837204934528,-0.0028426057164587532,-0.0001493819715604871,-0.023142838343370352,-0.007087670500672126,-0.007237143980786361,0.004758288297247424,-0.0008841606592480945,-0.04215121078863667,-0.10024484617800583,-0.06883389518292982,-0.07259856960610385,0.005313396045080967,-0.011923022870706288,-0.06609944203587893,-0.10145728208584016,-0.00727431908394505,0.03951014697336541,-0.07585326875372303,0.035929270590247045,-0.025720769722604658,-0.06196378849226555,-0.0016747495483326168,-0.08830601916223091,-0.10342934866007689,-0.0992233009677385,-0.10673073087783955,-0.07179525439876319,-0.058598254783567165,-0.011799480095773246,-0.1254748103798804,-0.10673075181795573,0.0309017647767754,0.06153828158213664,0.0014146888513960542,-0.0601462759696909,0.032728642776729565,0.020420574558334823,0.009843476182178106,-0.06261430830161759,-0.047145964852726346,-0.10936821311359445,-0.07641835177265052,-0.10580082246949236,0.030452564520920183,-0.09120324988471218,0.04874752817328589,-0.05339147935611116,-0.10772059641016624,-0.0746751630241655,-0.09256928990983934,-0.0776366386165125,0.0196724357652397,0.009159935148632033,-0.05586574513798494,-0.06572862176979907,-0.12102573528521006,0.01315655241421013,-0.062061937745322496,0.025385281119908978,0.0063757031816244055,-0.09709074032051271
EV-to-EBITDA,0.0136862986550191,0.014468012346767195,0.014505878770821998,0.016626592859637003,0.029826572785249184,0.044267597263100714,0.04401154378329758,-0.007581814901163796,0.026103083277407006,0.03166715713554256,0.03185403159936817,-0.032324201552116176,-0.03145056861122764,-0.034062767768093354,-0.026949260309652532,0.04546847238662495,0.032087421141425404,-0.033304210817562345,-0.009530145073710188,-0.028754818452202992,0.08514346078683344,-0.04712720105493366,0.05313333413501545,-0.04351874545223604,-0.006701600440116971,-0.032967335329092115,0.01271822057216274,0.012842575191495237,-0.012014728435658173,-0.03165486380312356,0.023542429773420172,-0.003365727943188647,0.005715492250422656,0.07268562730895667,-0.01962144503112182,0.03900927560565105,0.08437499896198358,-0.013049292944201046,-0.01344102712565352,-0.0982276147351799,-0.10415250108085096,-0.0060343230313728916,0.04561590577901865,0.07825542467291557,0.07635354456321686,0.06277316214592271,0.0396412606042678,0.05698402530446871,0.066659544776818,-0.01357246759116367,-0.034413069450952447,-0.11637097711565246,-0.11510183918397528,0.07652929293958895,0.06932733993979233,-1.0316303283184388e-05,0.07129167484656282,-0.06603738602909222,0.06351334290105169,-0.01167542816372681,0.05769868991128459,0.07317811006127606,-0.07924527436525144,-0.04303088065761953,-0.01646426177943763,-0.03562783920845007,-0.0336170956257607,-0.0793190935178474,0.045515457632925256,0.07622651359813665,-0.10690688258242446,0.00402343670270744,-0.009364107190764434,0.016631679910153213
EV-to-EBIT,0.039264417670119504,0.039202860329006765,0.04021006644380697,0.03728843454581799,0.01763505531293077,0.0368847424577368,0.03419569958036029,-0.001218714856537035,0.015694138263491742,0.06504358744859881,0.06497760417819858,-0.021220031423349477,-0.018333625986498864,-0.019922485947622023,-0.020879533609136823,0.0030413312987525817,-0.008389683980273701,-0.017471886266994526,-0.016634225790810434,-0.021534798697426454,0.0910495561517766,0.09790162285824396,0.10223847534953767,0.08622542311926226,0.00411096281148346,0.06631703931730852,0.07814582851643592,0.07813535638635657,0.00411096281148346,-0.014689754404767687,0.09719834114200437,-0.003963075603491604,0.004211809281907768,0.08420933950901256,-0.017848062213321136,0.06526546314722757,0.1215543675881312,0.019657855349455685,0.020145112133947,-0.025622734489550776,-0.03235340068961009,-0.010293699442810313,0.035447573553915736,0.03898779737795654,0.06576369815408914,0.05245643188972322,0.07247172422937631,0.07328060292939007,0.08188178605711986,-0.023982189724661453,-0.0072649713790138995,-0.029081861568702964,-0.0277329428661997,0.12186333714128342,0.11396393241161602,0.05976315814760266,0.06625737719112842,0.04167492701304363,-0.010762217348793058,0.005710198587512693,0.06998115811324229,0.061864597266497935,0.025180323995290726,0.025107435396914058,-0.01450333571337434,-0.042349804204091596,-0.019629090384345287,-0.03318000711737452,0.045760218322469244,0.01104398614052255,-0.03248990287561556,0.011354288646594827,-0.014670325404861843,0.03724503316508442
Earnings Yield (Joel Greenblatt) %,0.03027526187133097,0.041266019892323945,0.03718500303826021,-0.04538278064136503,0.05324454574725524,0.06518939818889566,0.05360805538608835,0.025145999385357637,0.07933508204284272,0.08033124287004094,0.04006440515732405,0.07767674109128624,0.011363477581026007,0.019506556184328606,0.02529839255714095,0.0589367148291939,0.05883337227979204,0.01030858641635965,0.035738236676805264,0.018798543954406905,0.07313817955415598,-0.08437292509355249,-0.09376021745620604,-0.05037588798541047,0.02894572242829794,-0.046451225152903675,-0.058219813152129825,-0.04460045290655146,0.02895439631928172,-0.05337499944484856,0.007515685931300216,0.0838258846811271,-0.004512039918877187,0.0739638679881127,-0.028287271823225803,-0.0759501554478236,-0.008067865761058229,-0.12435460285888458,-0.1086161744446687,-0.06577225521132286,-0.06955576502777025,-0.001278333056290539,0.060182748914451994,0.05632586895579917,0.09172969029816767,0.08758931019694102,0.03852688639597484,-0.04401104125556029,0.04784659327262929,-0.01722618383349779,0.02647470445648473,-0.08235586357111856,-0.060388183273369506,0.005239915555156011,0.012070368578217,-0.05480926976525588,0.028540767771971315,-0.051084396896423814,0.08436120711105198,-0.04526402911581991,0.032801615599041996,0.054645610558432076,-0.01072887159679106,-0.08410495287228731,0.013033716859681466,0.02311267684595894,-0.04694710267633296,-0.06901065219462289,0.04508443056755097,0.0324139296495054,-0.051334735274505224,-0.017219377689059866,0.01876710216271002,-0.031138308028797704
Forward Rate of Return (Yacktman) %,0.011114551865593804,0.008308670407221379,0.030645962368349763,0.062462784159628165,0.03616876096157986,0.03512739405538346,0.039039791608301816,-0.006954759128340435,0.0539738594444409,0.11522331908640424,0.0974467296557614,0.05163500798150873,0.0089563707416351,-0.012568817909896533,-0.015362623488063807,0.16948331304374473,0.12284845458010413,-0.018216000261509428,0.06660058505679056,-0.007560387956664617,0.07528613165784129,-0.08466742056102215,-0.051846508530474046,-0.05594122082353559,0.0008884278435446927,-0.051285689210934286,0.02882789637384461,0.029937327442653195,-0.004459838412919649,-0.04650912970470892,0.022009984222928655,0.030628955714564386,0.02453045924224225,0.08229283704941524,-0.0364880478140311,-0.0269828233417933,0.06186734068281068,-0.02309514400743347,-0.022653569010239454,-0.0739215302369122,-0.03667607522148152,0.0003238854473874902,0.0673999881960748,0.06825723371194695,0.1705947491255733,0.1613073984887178,0.11064748515186781,0.09852132293793318,0.11731314889547763,0.01094291768579423,0.018901268563362616,-0.06768644918512987,-0.05961028863175448,0.11823445343452726,0.08573701033007332,0.08808330875478197,0.09230648184351226,-0.017485698213612205,0.1484432652922544,-0.07021661071096068,0.12755644407172315,0.10585719003324878,-0.009872825029279676,-0.11848075370847913,-0.013574782393931104,0.015939474413551605,-0.025069018688932902,-0.04724998541762859,0.0019849996511540824,0.11843569524117926,-0.04281860491192657,-0.026254984861278113,-0.017645633160828435,0.06872681274797468
Shiller PE Ratio,0.022263006127943543,-0.015416467683108406,0.011882885265216761,0.06655026192155103,0.006764348803727227,-0.019675144700270233,0.0012432959910398415,0.02956134164893608,-0.020662366623437033,0.009022662541010845,0.011496000304463,0.004977648937842124,-0.0009586658949450646,-0.00462511347846382,-0.03336042181768291,0.022023636680723793,0.0421264731743955,0.01642892430507278,-0.014525022914260862,0.01612712469920315,0.01055430365673327,-0.0673927542079648,-0.061039943655795195,-0.07403095950673035,0.02185965829250936,-0.039014206606650746,0.029316540564621484,0.05252712041105931,0.021662454076410702,-0.05367398209883891,-0.0003432713594382713,-0.011304504880155272,0.021819476851054207,0.004113388981991215,-0.02659329583333223,-0.05409033081422719,0.10735143868912198,-0.08996076072487721,-0.08542573382477292,-0.11253145318727867,-0.07131352838553805,-0.015565993072030777,0.011821549885232149,0.014254545567520874,0.10179553062720609,0.09651246580117699,0.04607650396528615,0.07108741977654534,0.05516520383610281,-0.009636170992147104,0.0014943378121033434,-0.061484832577900814,-0.07366866854139961,0.06300394696772366,0.06702212831471258,0.010075463129153332,0.018980114101366165,-0.11471425150069005,0.07389486507756061,-0.05876622368957425,0.08095384431893109,0.07551209908218293,-0.07215776969338435,-0.07011885993054233,0.019656496613922478,0.017302471375355122,-0.03512720386172667,-0.09123724175732208,0.008659675116200676,0.06749346609899531,-0.09011896566845057,0.03036973929605504,0.022724302907885068,0.06068639272444405
Dividend Yield %,-0.0974112252658741,-0.11911224365462163,-0.11609677787073258,-0.13249531131562037,-0.10417959429196744,-0.11956655977323524,-0.11806492430113788,0.023480262028829867,-0.09628175641659273,-0.04805020653078673,-0.07730647329431661,0.25504398719676463,-0.005023680397384269,0.0012187361819871222,0.010555753148873043,-0.026626256325165066,-0.029448638800795946,0.0014718633346011783,0.020609725450024426,0.007759755508288569,-0.0846912140552732,-0.06478177962356463,-0.08146577133671944,-0.06243849472051855,0.03068843537403618,-0.01711848987265982,-0.08801974142645243,-0.07468811242313213,0.02621887212921975,0.042849429064331396,-0.05472895572066033,0.07341501756846212,-0.044247876708783995,-0.09748919231747176,-0.012801200216763304,-0.07739730547610113,-0.10311800786362466,-0.07942871569619415,-0.12535163673886826,-0.05523730969489227,-0.04077641078932345,-0.05524710914457047,-0.10940490480339324,-0.10720088014250975,0.02670738174445473,0.05106674093353149,-0.006136356479286694,-0.11535429627193688,0.0029355722789837133,-0.0231582038824231,0.013800939037417555,-0.03936262518262629,-0.045533033871386304,-0.09328023071723594,-0.04168520589656085,-0.07707883915484089,0.025915412445681924,-0.0694827012184342,0.08254011508487015,-0.06770421760082551,-0.10622179963556892,-0.09445793159141115,0.171666368581874,0.19307902156732257,0.25451924466559395,0.08670012598060721,-0.04081607798626552,0.008937889691749884,-0.0851318497846626,-0.016117808479655882,-0.012940948377748765,-0.0007498225553459864,0.011926320966020141,-0.12669071482500696
Market Cap,0.03447956698033327,0.047738235521937185,0.03379375754885684,0.03419371565075662,0.005218791878484245,-0.00040720365975297455,-0.00015377820728506523,0.021648757325029515,0.0013072539171758712,0.028117467401543268,0.013026220352810071,0.015083079618215705,0.007735831722390962,0.009115429353988819,0.02140789760846346,0.015924294571662924,0.01886008836857391,0.011412025964083897,-0.0004152428576784383,0.01406523670123588,0.02982623262035944,0.04995864876248531,0.020759237901244544,0.045056517685884576,0.007604404402867449,0.029635852692797497,0.03498052324931308,0.04484606021308616,0.007973381900939281,0.011638351759456794,0.030428578627571,0.011237064530698395,0.02318326939325199,0.0315699593656323,0.010421580454300278,0.02328863585703291,0.06324634871163608,0.04755482499219208,0.03869051735875641,0.017309191886595153,0.022658055637887052,0.013410217328897876,0.004890999335537003,0.0067375530013579175,0.0007686759958272873,-0.014002766217886934,0.019645850203281173,0.027417279597230868,0.011201826319874658,0.010576350624863676,0.014913382276922007,0.03616854873819419,0.03295141088251798,0.04570773722180193,0.04581772366293786,0.020334105899312612,0.001071390668610036,0.04378298991681478,-0.027254075038875822,0.07947173952779694,0.0012922882553474545,0.006331113572619023,0.04215770397911166,0.0369904418701482,0.013803722673342882,0.0037328698220889826,0.04092511208215728,0.02638180634806793,0.03830604977173061,0.031642185935379125,0.026289506303523242,0.03327573544873301,0.03268458382867528,0.043517577336545085
Enterprise Value,4.147315006574129e-05,0.004803021000694476,0.07821185069143138,0.046826610821093455,0.019660782139650113,0.017106465876137074,0.018123138071908594,0.036868190746500475,0.017387054690180807,0.023194343078157993,0.009843604682073882,0.04066227705844669,0.028422894925764046,0.033703091461560225,0.018594771030657622,0.03109743634078409,0.02356227926998534,0.02742081979372413,0.009266703935069131,0.038231433011929786,0.020307519711043786,0.006747188230696468,0.017094098930137955,0.033562421799759656,0.0296103278886234,0.05977755127079129,0.01906218820519453,0.007907811643915933,0.029318435496048515,0.012907591800877392,0.034839720493534725,0.01526631928487199,-0.0010996499216089522,0.03572002234486589,0.024883053169558304,0.03160956944863989,0.03585794251212278,0.014003917230592366,0.010404313226534448,0.021522734472712426,0.02769796957080559,0.02853046071960861,0.027774618135727416,-0.0021189032430873702,0.050184164491936946,0.051171566996845025,0.07271294921274528,0.06862140696857703,0.050481432963812974,0.04725920721856698,0.028823897717367927,0.033393072473963344,0.040174221354508495,0.04091023147971044,0.03430373826121578,0.012929402724273242,0.0043370338253031415,0.055761014236815044,-0.004679207742193173,0.04213439650632841,0.013933251291850069,0.020277496728327786,0.055443194097116934,0.039501921835816016,0.040573358761379796,0.009519149586121363,0.03442636074523341,0.03271970143983353,0.01605176602304929,0.002112863125123179,0.02916652226686598,0.039366604346961744,0.03629112586572885,0.04497804334737141
Month End Stock Price.1,0.0271871832774554,0.025843973056749518,0.020909587607790193,-0.03865135554406786,0.06112700502657811,0.05698035750347262,0.06146663916923973,0.02603343942187322,0.05937600988444586,0.07201887402056753,0.03459158362290199,0.02063996450519546,-0.0015014179690094334,0.005671520435439219,0.02608563914804861,0.06218484296241203,0.05726483067206143,0.020521829431518052,0.034948750010056935,0.024752573471627664,0.10173103481981546,-0.08316476314931466,-0.10258222138686418,-0.07270286499469618,0.024822238943905506,-0.024055630571829467,-0.04945180133078298,-0.048850295888951345,0.024758493079445384,-0.0461641668691758,-0.055057805688002975,0.08199861844723916,-0.006527271912942705,0.07774347313871637,-0.026779342949589915,-0.08599499644501742,0.05227824854461961,-0.09106093155383502,-0.0864453271735748,-0.06045864423910076,-0.048728347818423494,0.004175306215395517,0.06446406896049102,0.06245925111553951,0.0920380949582827,0.0928999351970752,0.04357914340554901,-0.05623746034158658,0.04535937155242385,-0.011050339846144777,0.024522712764636682,-0.05724756495261116,-0.05971932991491541,0.08856511984935712,0.12787329213700946,-0.04935396151873035,0.03233421781096547,-0.039125673129715634,0.08902113199215878,-0.04306829641244271,0.05049135087639675,0.04502772941618214,-0.05987476695566081,-0.057790767189240165,0.052490882879639815,0.02607730675599292,-0.04527499722928489,-0.037190075749792974,0.030133937245787414,0.03842705912293944,-0.060623389871199,0.004556024264435917,0.026817678916816825,-0.03778993682578215
Net Cash per Share,0.2306058311751466,0.2278754837990802,0.22712429403035242,0.17112959033569883,0.21374630054028348,0.13624210450421848,0.17428953401448577,0.14649174223083056,0.1700528497209291,0.30800177988153526,0.22625165584092316,0.11929953771790776,0.13928646316696427,0.06971851427412361,0.037893581647551106,0.2770448570735749,0.22562813514372979,0.1386126272114375,-0.006093340712136508,0.11969532639996866,0.27023972473652597,0.048912329961012295,0.05280061106533475,0.12780653244004736,0.1225908264832223,0.12650713448238804,0.1901307926191512,0.10944913630481576,0.1311938336309113,0.008080707408910575,0.12307525802763025,0.019950761717052026,0.137607670141773,0.19255090098063832,0.0673239494715675,0.11170607801163204,0.31945452290329046,0.17603346307483048,0.16942620076246853,-0.008451237468904093,0.056057987331217224,0.08400429732547746,0.22873799637485323,0.16116579586624175,0.2528615272120082,0.16885961206045835,0.24228869109441828,0.16683705083077652,0.21387575320567326,0.17216999960318247,0.13365723900443738,0.14729590909662088,0.022936469814855018,0.2465786746794309,0.26231931099976513,0.14213733606849882,0.18026796531146377,0.06131486286902762,0.15254928868509204,0.07098464979650858,0.20951569320772145,0.21055693890866073,0.1540862382363537,0.17161479401037533,0.17537015103007,0.0785018930861769,0.1145500693611241,0.0830016549470087,0.24573542333869927,0.16494179689242255,0.06696470205498362,0.13370327251721334,0.20028654195796738,0.2636915259844176
Net Current Asset Value,0.07425288929430662,0.18215284786769748,0.09025953577347451,0.09467392892362901,0.09111253135883439,0.09077030894582716,0.0893408029636069,0.08288944041501485,0.10023448042286821,0.24746480280678065,0.09912904627454389,0.08521904034055014,0.12315060292431701,0.13041156187992908,0.009247022047069408,0.13237565469354518,0.23732641960862835,0.14982900090884893,0.03304161161190036,0.08792775383255248,0.1066769961890736,-0.020876210350926384,0.02452793971230277,0.05009322141179778,0.14323021073039965,0.08863956187156416,0.0646384758147834,0.06786403276579767,0.09870792284916696,-0.029659898430997384,0.15640770936459353,0.08842651175287644,0.012990425916781626,0.10976079634522914,0.026692261228656974,0.06234267809786912,0.13014455009289547,0.11447231177516695,0.05146110389164937,-0.011324891698638949,0.0032799300888363163,0.039910172712774056,0.18827426739561323,0.07968919007408874,0.2360502883102537,0.1426384866437736,0.20397769342303934,0.13088393275781232,0.23027625457505516,0.09991816439874554,0.14770580512734408,-0.012689833173703566,-0.0062078820518800485,0.22806349721217697,0.16083467897238224,0.17003371608745477,0.20432852017661732,0.04781903319941188,0.19264097946865352,-0.00547541878072379,0.14963918001987625,0.17145191055174375,-0.010390665041428798,0.01690655674719935,0.0917145433303609,0.04074217031344889,-0.024732856070832653,-0.006158333469533857,0.09000960204364292,0.11510146444704036,0.001099702226689485,0.0764711743965001,0.09392986398717268,0.11099533822123317
Net-Net Working Capital,0.14502299911131458,0.22994143786605237,0.14396861772621888,0.1603138365139891,0.1561987953134459,0.1526451348212931,0.1532958421181588,0.1330303016018489,0.15473748600020373,0.2206780614753305,0.12280512437999364,0.13361473400396473,0.07719045274885046,0.08196517680674614,0.029933178209944945,0.15655138765074933,0.12725192535329613,0.08717144984158101,0.0017486532303584478,0.12223657066633278,0.19542581660443853,0.16413080002421587,0.07466389243740795,0.13951027146945363,0.133980704093526,0.1575365176026582,0.12515788224667085,0.12435664758414759,0.1342725964861009,0.018604987215276963,0.12936345343985398,0.017855220066470563,0.1684815948431046,0.19577758513984816,0.07391445638709868,0.1249013191290343,0.25637005845115907,0.10034243513371342,0.11150621044717904,-0.017127594022058535,0.056753260318502,0.04326344637942267,0.18246212826703875,0.1599540139588942,0.26978699411555457,0.1776306413627854,0.24720552334259108,0.15819604873903434,0.20960942893523543,0.1086820075167165,0.10873774188216209,0.056088067168936676,0.06833630237925407,0.21642136045457047,0.1958793082767233,0.15115635378092612,0.14385961282313708,0.04013334184241073,0.16730843030548326,0.07263819705633646,0.2150513643056401,0.2164286259617353,0.08544231881304168,0.08454145431346873,0.12317985889889878,0.096577039832148,0.043010733290535154,0.06052611124491137,0.14962948075423058,0.15570041814917834,0.07591450400369641,0.13087887664637377,0.12508657762072078,0.1787274933125834
