,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,"Dpreciation & Amortization, Cost of Revenue",Operating Income/Expenses,"Selling, General and Administrative Expenses",Staff Costs,Stock-Based Compensation,General and Administrative Expenses,"Legal, Accounting, Auditing and Consulting Fee",Other Professional Accounting and Consulting Fees,Telecommunication Expense,Insurance and Claims,Exploration Expenses,Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,"Other Income/Expense, Non-Operating",Irregular Income/Expense,Impairment/Write Off/Write Down of Capital Assets,Write Off/Write Down of Other Assets,Other Irregular Income/Expense,Pretax Income,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Operating Expense,Reported Total Operating Profit/Loss,Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
  Notes Receivable,0.03604862274518913,0.04275400291903681,0.07079831727201939,0.048031691457579934,0.045457107685162236,-0.009892497677572807,-0.027778537790003346,0.08023447794421443,0.10379978592918726,-0.02341310634208027,-0.03280239155954308,-0.012076989759993705,-0.009127856604654231,-0.013674023561643274,0.03499620495871192,-0.006826940899805454,0.043763627418121426,0.03774541837492692,0.038156338520905865,0.041348136896722266,0.011793689220006493,-0.008846235650027252,0.02212439216540309,-0.003957865721691887,0.00837681601925818,0.026068281614396033,-0.003150778971676552,-0.030698699226795776,-0.03185121606564278,-0.023172067549444866,0.001754926420004762,-0.010039416030001714,0.01867553019475687,-0.003716806252848916,0.03047867137547141,0.02559476656663558,0.005099528030649382,0.034678296250071426,0.043256673692333714,0.07052933785909211,0.06646328347559623,-0.03398813758182303,-0.035510517156389414,-0.04118011951087237,0.0699498957797545,-0.047471919624407555,-0.014894094013351386
  Loans Receivable,0.034063984561802006,0.0416575336516015,0.05755168039112507,0.04921094794420175,0.03800211891446204,-0.018040032371971805,-0.027726215973674497,0.08127191164651962,0.10436351355486813,-0.005754816401579807,-0.024325176695467046,-0.03484940749697341,-0.009471785511052499,-0.00759354194893218,0.03442437783530534,-0.01449272627345588,0.03837694802092031,0.045375989761500125,0.053052223810480095,0.020323593999602894,0.06356018555356195,-0.012296858633048788,0.01949029544965142,-0.00019827737809137175,-0.012887036207641409,0.022960850935986953,-0.0071683406299939585,-0.031040580934825604,-0.031035175036128494,-0.03140605899244816,0.004438213066429575,-0.02172757697101257,0.024623768356525643,-0.004329905502977695,0.029247761582686348,0.025342552889010887,0.029671209322302966,0.03781310600546358,0.021476730446873392,0.01422820453842385,0.020574983682656613,-0.04039058856175921,-0.0405896495782242,-0.03789875936320225,0.022631783932862807,-0.05272007060244494,-0.07538144365000606
  Other Current Receivables,0.00616718678155145,0.014287337690518816,0.023521625544546686,0.029924180568643585,0.0545365723479416,-0.013566494604316527,-0.0023152833845291087,0.08145649710196082,0.10822713759665142,-0.020810187760483097,-0.009370615752762306,0.002850342256443567,-0.007326882979446139,-0.007070225846786463,0.03473672057004111,-0.013760007189418966,0.03610964378398763,0.03199433093920213,0.024920889426217237,0.029561939887018676,-0.003301367398147022,0.01769183253134542,0.013436812271739745,0.01298823597499628,0.032860589104790554,0.052664116353573896,-0.02125250771251319,0.0022145517887693505,-0.02227118966383579,-0.007489912331915616,-0.005030362323418566,-0.013724915677784997,0.019084943767099013,0.007858663234781611,0.006054914618040634,0.021247497658508013,0.025251281780432934,0.010170515152013707,0.06058789959115367,0.0348198972121318,0.06308988559338848,-0.018046338742037413,-0.016733975800521897,-0.08215424962853447,0.03453762968275393,-0.044086978401140474,-0.04655230836010348
Total Receivables,0.011908917302974569,0.11946262515425582,0.03740568754830022,0.05165218685586612,0.04078517782136204,0.03975989716274124,0.08145279752243081,0.016431668243934282,0.017397174174242507,0.027226625928398376,0.007664873404925276,0.021017971522127282,0.025358253326333652,0.024253124460845772,-0.010275898758965056,0.1316937531078053,0.0936653894974566,0.07609684713092664,0.050882679937683875,-0.01283191493320045,-0.0063574615272042525,0.021505826495030057,0.049304635209034955,0.03426053340422278,-0.0032766968909751773,0.06082263630763983,0.01834488927389374,0.05554763060394631,0.012034606644628488,0.005959094172461632,0.029542109403330397,0.023299614751762773,0.015856530644152603,0.05296799257084325,0.09441593863045138,-0.0012023246066471668,0.015192970943815758,0.12482132195296108,0.13174816318041258,0.1248227288958371,0.13235477014641234,0.03130309842706726,0.03489725837210669,0.029493297846266454,0.12561745479416953,0.02350840214618127,0.02513289243102279
"  Inventories, Raw Materials & Components",0.01490125764107083,0.013300164699728546,0.025946867672988476,0.03682514425313657,0.05646364654377406,0.026062193784654086,0.024982214943445914,0.01326079954277121,0.05005152722859198,0.02876449098595558,0.01266797983707735,0.01505294058574417,0.024328022140460454,0.018710028628782897,0.007529821965742722,0.026400549588611943,0.04263980098713776,0.00994411736473299,0.010636678835057731,0.04278176713067388,0.01692546362407615,0.024879765809491073,0.051998788354519446,0.05266890033101476,0.004316262803478077,-0.0034885048216500006,3.772142499513121e-05,0.02866768284419381,0.026594997484796365,0.008545936196366533,0.04398264779654363,0.018284418430287983,0.012440039089238394,-0.0035451997034221198,0.013382186168340499,-0.002615006112412734,0.002139701318809856,0.017035212974435658,0.06518321565991349,0.04558326219171655,0.06429968621616791,0.02394425753733297,0.024080894985324206,-0.007697449520243443,0.038821297156559735,0.005893016429524066,0.015733091049652287
"  Inventories, Work In Process",0.02910214250498691,0.02746748774716878,0.02830876871898639,0.04638597382806116,0.02957531619077918,-0.012706331850979703,0.04535646934283244,0.08501122405303072,0.10893662563458875,-0.016197006596144967,-0.007530035139471926,0.007254559217289165,-0.013674023561643274,-0.013298264140392285,0.03730944132286373,0.002720198196219932,0.030155339485196695,0.045096990037932404,0.03951515463321239,0.03531142534117411,0.010665166905749496,0.004734217038699391,0.01767108899890047,0.014735527958341947,0.019457705623061036,0.019272434822574132,-0.0020575594786381474,0.044315801135020746,-0.027033419019001106,-0.012442098654234568,-0.009650464816817982,-0.012360789952962564,0.03032870941699516,0.03377776759144636,0.03334413287283308,0.023378895185261588,0.026218935839084547,0.038891160744960095,0.06430508916790201,0.062075453401256406,0.06468609101192875,-0.024994016713413798,-0.01713644455730611,-0.0462399271456056,0.05818681689496238,-0.049321671279934476,-0.037979798133875496
"  Inventories, Inventories Adjustments",0.016731981920270058,0.09448678093694522,0.10136217062298374,0.07600862365559732,0.06920647307106037,0.0738383899222217,0.09367926071436242,0.023652114077977793,0.06583463404693779,0.08432137586319993,0.07972786630296157,0.08040351628563704,0.07171141917983181,0.07252596761056299,0.04109467458872415,0.07309233945949206,0.13064631930470516,0.04287205595706802,0.05234003883437358,0.08429182991662529,0.10937589825208335,0.0995157927875548,0.12618488231585978,0.1237828873080694,0.07035908042058583,0.05839933802359385,0.07144262038667691,0.0853548253647106,0.06405520517864757,0.08589573767500969,0.08155680193361063,0.08338359402669347,0.08252183407137596,0.05803224214591816,0.08263282722156119,0.05938106560496218,0.06787551759070437,0.11548170036951468,0.1786048322526994,0.12056444470979549,0.1793404783211234,0.08407545194600945,0.08407577986338984,0.03891536113655454,0.13577347588508976,0.0523017692939761,0.05175275795207848
"  Inventories, Finished Goods",0.005263104743029588,0.038670450043454145,0.033532938421923564,0.039252698018121555,0.03894026126951292,0.03472381573457159,0.03805067680042233,0.023604150061529994,0.05574430542880165,0.05155497243698019,0.028564435051204436,0.02976133042273981,0.03037238852941433,0.032315311427417344,0.060598126631122136,0.031210849788752243,0.026482514953582708,0.07847886403965859,0.06859063272797711,0.03767437640185666,0.027832722912416147,0.03629195612284841,0.03709496019957601,0.04053961554622181,0.029768758261908185,0.03351955818358912,0.018830332328914488,0.09306392502553011,0.04749657382172056,0.02216610046969138,0.03179991506123039,0.033078255869150204,0.03174952792192531,0.031673110234131475,0.035728541540201976,0.03333454152289944,0.023376358061537487,0.047388068042026506,0.09037086411870503,0.09173990656931418,0.09445481857737946,0.01995823193878347,0.01781200840643403,-0.0014957333065377509,0.09059749234862295,0.002170391579795007,0.01987846346372987
"  Inventories, Other",0.036365319877249794,0.04633492556894278,0.04932534197159686,0.07728190359002195,0.06790823884708024,0.04763167582426078,0.12029494912840408,0.033933390375465194,0.0492548741319363,0.04825109208171314,0.047146113170514495,0.0633358142136134,0.046916263876380926,0.04965399075221193,0.046131632469385765,0.04560228171095677,0.04310418076588326,0.05230945035581096,0.04994641396816426,0.05874746342705803,0.034439059116276705,0.02170762153985886,0.03330202168423605,0.03678967666240349,0.030323552501739178,0.03597028849565084,0.04883520530531353,0.10609251336423892,0.046234892649458376,0.049967843091717395,0.04702975091527727,0.040864578094583597,0.016317450585899732,0.020364806110591445,0.02183842193818417,0.010053806644979747,0.019338237312067772,0.07589466869465455,0.12329387452472808,0.11206213335563928,0.12431372467435374,0.0535298141869337,0.054578719377390124,0.015555182636815507,0.1143691401083514,0.03573170769535775,0.04390655408320931
Total Inventories,0.0801287001518481,0.13019983102787422,0.024611778974072195,0.039534086737252026,0.03612755532406039,0.05455707788773194,0.07693525875321254,0.014824580657307015,0.017288267355794022,0.05182778815585178,0.06683904329957652,0.058914654475325415,0.05054894453717152,0.05253393555691991,0.045703568505998424,0.15682288678393821,0.018914813033354228,0.08395067148905347,0.057340669205553016,0.02685301100187451,0.0468323709567584,0.017870973306769587,0.03919358361971716,0.03515969870272572,0.025147459571730712,0.013150399439650315,0.061024733256950466,0.12827641926956052,0.07208047597588645,0.05930489962953938,0.058861229067420404,0.06268559718392766,0.03481316419579341,0.012168317151511683,0.1016235981717732,0.013751579317142215,0.055449086773678324,0.1202276144703873,0.12818845158705797,0.12278512669118898,0.1303514505023491,0.012423392966071952,0.01806122886161315,0.009976091590606414,0.1232049041339636,0.00879182710784452,0.00202523551921751
Other Current Assets,0.030721804346641908,0.023805449121725834,0.023663636449517002,0.04759662640036752,0.03365665852347195,0.010853832194575603,0.0123618709742556,0.06042572634012659,0.05965561311664524,0.009765217886540795,0.012444227793173527,0.02858392940469499,0.008682281066094068,0.009951336468327002,0.01564699479490523,0.011109836441545262,0.038645048262744466,0.0066564468197454155,0.010499387495745183,0.039782887248862635,0.030596493214456927,0.044689694906204336,0.04663837108517541,0.08515915947143729,0.10098652659801814,0.048176255058258184,0.013476532578200197,0.020129244307697646,0.0046742212444789676,0.01185770007418167,-0.0009205163231841298,0.021230918524103692,0.013886801396864004,0.014304851805223735,0.01798726838047743,0.017777731366621988,0.013349008816759366,0.14287921697193817,0.15503544463464525,0.14410078557755265,0.15336682094608212,0.04123616791378803,0.04076809105812386,0.04442361368008302,0.14542212636698976,0.04789603345613839,0.04327255275447433
Total Current Assets,-0.027159051959137835,0.11406679691443626,0.02772064537631657,-0.02018799467839808,-0.029222526148990444,-0.01661069458481006,-0.00902824633818572,0.008160519386677079,0.008014068202812152,-0.007395725210323429,-0.012729075818486391,-0.009884499673599535,-0.008029682225500965,-0.010484030541087727,-0.0028023894323504278,0.022592323666770758,0.02844963965551278,0.08598329002348865,0.05481267713402943,0.03782837326096504,0.018716540648418777,0.022347008974264657,0.0361797221991767,0.07766563716599977,0.07965187327577446,0.010237798486725553,-0.006426077112443708,0.04144595468477125,0.0036878844548772403,-0.01351538643063982,0.05285582506145341,0.010734491227906076,0.01149671878547581,0.0016643380036948578,0.08096479564810598,0.004616483965295877,0.011355954419243362,0.12129018879101736,0.12851567570948166,0.11059203301371162,0.12308823399812883,0.0956240066098945,0.04642736837367689,0.05855286464906377,0.11610550247750023,0.03453025436950982,0.035872827166898866
Investments And Advances,0.007256449046644667,0.027503334748274526,0.03376408569623161,0.03375075451898143,0.0343710336556667,-0.007226214618494275,0.00974268181674524,0.1040688035410899,0.10279837536441391,0.02533603697266787,0.0008537387285304023,0.001630125271058291,-0.011869570501914783,0.0220337648815994,0.023621821166455805,-0.003755409381258922,0.04553618490339613,0.040145465130381794,0.03432070165741182,0.016141188338186556,0.010089993793347182,0.012182561659090634,0.021996944031522636,0.03595359383264274,0.0272825011914561,0.02966277330960335,-0.013698638182976812,-0.003547749841823777,-0.004757162266998799,-0.008856740277134977,-0.017212277568093886,-0.01842444166859658,0.03156084438054973,0.03840730507377905,0.03126542594968914,0.030098381682182894,0.031075928851069155,0.01925674525980472,0.06643695175504538,0.04918562526060596,0.06381086405924499,-0.01695628592437845,-0.009497317399878425,-0.07796280504952188,0.04787933329394582,-0.07331171757598968,-0.05687389116518119
  Land And Improvements,0.03810328419185055,0.025553139302756912,0.016649348671288648,0.035959358257836534,0.04009282383165447,-0.01238830166064865,0.007345181874794177,0.0775554034637615,0.09510878238106125,0.008829239109518274,-0.00834640587149909,-0.024600124851759185,-0.01602512725722349,0.008853715450261892,0.03610934792489517,-0.028457058640148424,0.039825640684829536,0.03511232450384935,0.03761766237815775,0.04186481541159739,0.0149154570398229,0.015446895978046684,0.019455013862956793,0.004606277760600846,0.030980712750218332,0.02973057757430274,-0.02476968189806844,-0.02281435455591027,-0.00297681300222908,-0.008998668187593765,-0.021985296209675025,-0.021187011529029305,0.038277163898772074,0.04581128328877968,0.026655948856635792,0.013729182531268504,-0.0026172229305927524,0.03571892040651831,0.0678057460887092,0.0671618443586742,0.05416602849804498,-0.04694125147074566,-0.04718035673061155,-0.05147671420617015,0.06801011483991626,-0.056914310270399296,-0.042184903489056534
  Buildings And Improvements,0.034471173220533786,0.056962170674094224,0.06446372283734894,0.023597487852131914,0.03673704007727559,0.03039081056423642,0.061940546397100046,0.04272141088732959,0.03281247285048222,0.06316389510296397,0.020407586684846695,0.020613195518169813,0.022350175620742888,0.03360262356497461,0.015257221592176008,0.007927321605686797,0.06401996756352105,0.0014056349325251491,0.009734271546002567,0.03873678657726163,0.05557046336887326,0.0609891592332683,0.061274577469651266,0.09787852672975098,0.017088518072849248,0.03524107457935395,-0.0065380420840454355,0.039239308160412364,0.014465724497718779,-0.0027558842512728113,-0.006152924126039371,-0.006626323572221777,0.05091846261671692,0.07387261994021616,0.04409023425155595,0.050068766491233895,0.02822553233859365,-0.0051955726430641756,0.006141418547534653,-0.004708150310678074,0.012053165780051778,0.034645852047937714,0.029147020632543933,-0.009683400170720252,-0.002679962985798178,-0.0014717658080794821,0.0106452493435411
"  Machinery, Furniture, Equipment",0.005159981491329208,0.018261950683752175,0.04095993971427175,0.0017344556348556565,0.009293700263095858,0.0038288722271404446,0.01818138128882203,0.02109499956706711,0.01726222776456134,0.019573895792414846,-0.02630058330502335,-0.029954259277865707,-0.0009432717801534612,-0.012195333857315173,0.0007828800936336487,-0.0021656659872229395,0.0305552986450773,-0.01615032627516909,-0.0182054754722914,-0.0026979312893282547,0.017540388852195152,0.027759184754488957,0.024262803600989778,0.051681056493666964,0.005885879594515494,-0.004018273587600598,-0.040510761581049604,-0.004970177837513124,-0.00294021245446876,-0.029278540136909018,-0.028359316598558306,-0.02769727950857024,-0.011270583829363285,0.0015403888605561753,-0.01080568600785541,0.011575954275291454,0.0010599433230565102,0.00904091565719458,0.024319858156217337,-0.008350038568996652,0.011072045276544004,0.0070893162222172516,0.00476057315672814,0.010543589820432221,-0.008423128632176143,0.005789411960267739,-0.00833059666726954
