,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses",Staff Costs,Wages and Salaries,General and Administrative Expenses,"Legal, Accounting, Auditing and Consulting Fee",Other Professional Accounting and Consulting Fees,Selling and Marketing Expenses,Research and Development Expenses,"Depreciation, Amortization and Depletion",Depreciation and Amortization,Depreciation,Taxes Other Than Income Taxes,"Other Income/Expense, Operating","Other Income, Operating",Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Gross Interest,Interest Income,Other Finance Income/Expenses,Other Finance Expenses,Net Investment Income,Fair Value or Unrealized Gain/Loss on Financial Assets,"Income from Associates, JointVentures and Other Participating Interests",Gain/Loss on Foreign Currency Exchange,Other Investment Income,Irregular Income/Expense,Fixed Asset Disposals,Impairment/Write Off/Write Down of Capital Assets,Write Off/Write Down of Other Assets,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Non-Controlling/Minority Interests,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Total Operating Profit/Loss,Reported Normalized Income,Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Reported Normalized Basic EPS,Reported Normalized Diluted EPS,Total Dividend Per Share,Regular Dividend Per Share Calc,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
Operating Income,0.006704734006059851,0.02867529536806959,0.15939074098457148,0.10110495715768957,0.02425330345040128,0.9557400284158534,0.12200094909743983,-0.007096534360162995,0.008743907508363714,0.11718869188869062,0.08436078118578334,0.08921925696397857,0.0674437661728645,0.03912682334894711,0.0199031519891829,0.02174345141325966,0.0389245546290476,0.05847758913948569,0.282412465136073,0.31455268884064264,0.08591266805938375,0.6700024217593356,0.07922732990989259,0.08753227772196882,0.030616056595354307,0.09127440983865412,0.14849094664583945,0.10845893436140315,0.07840515266185344,0.12131403878487895,-0.0008246017641842704,0.09114469814404295,0.01699008648499959,0.0853168373131683,0.1243988370666467,0.011156112332534404,-0.002334150439251551,0.012006826810048644,0.08497793838120361,0.11972234777712946,0.05462828707076938,0.07804747794020699,0.07804747794020699,-0.004485306564340871,0.09982774141362699,0.10388417944389564,0.07265767023318964,0.4333822873164045,0.06094224803993743,0.09701577789450766,0.1515396291304359,0.0014707879595229536,0.08819746137041712,0.00544559614863275,0.08919251449033114,0.012311307311919225,0.015034195431310855,0.01585694762140755,0.019815124673075956,0.04631271117084673,0.03470721097489762,0.007565052397847358,0.005825561499958648,-0.0066587083104424245,-0.0006282496246199192
Operating Margin %.1,0.020340281124412784,-0.014345754661346702,-0.0051654526005601815,0.12771984173723383,0.13136255357877563,0.28399106261594487,0.11424989832016592,-0.014788321426471795,0.009161731808248655,0.02695164551431308,0.04002818551333293,0.03924620115498813,0.14055743285474712,-0.016053256827616855,0.06817632502045244,0.06609751121132476,0.0653604456052166,0.020625606503729313,0.07766884900197572,0.08830829549764867,0.11176905492616798,0.13766696807328715,0.03986253484611848,0.04739558226591883,0.02050146864206693,0.019983473193779563,0.030347586670334787,0.042791971405245835,0.044332440404011464,0.048496684007930294,0.06540482748628906,0.05405751697001158,0.05989673720117702,0.05230686814466589,0.009855686083978193,0.01515267815383515,0.03341926846126906,0.0614252811244662,0.08099965863823831,0.010002407412002926,0.012698317003378735,0.01225473736730713,0.012516924614458007,0.02835738556252136,0.006626331594261029,0.01136058775133092,0.01124662415092631,0.09333087188195853,-0.009804097545780217,0.107417307263433,0.01991132857489553,0.004827861535733008,0.06272140614460751,0.006557644077412911,0.0633644375954864,0.0410226413685,0.04015578725573211,0.03491628696641108,0.03739563267773617,0.04339497689877796,0.03854071130388507,0.03113938816098289,0.03063335692306256,0.02443983403652454,0.02158399288407087
  Interest Income,0.022237112333817664,0.05223578246758041,0.05035910217862363,0.08647411188265372,0.08479580083702214,0.1825605815149123,0.017109112243319177,-0.003187136389237822,-0.02054528117750799,0.011551943769369657,0.049925690489860196,0.054390026995316774,0.01838409561823505,0.016844919486724,-0.0011829420397596725,0.022874222582249405,0.01557826047737463,0.11627270235566536,0.10381047982122715,0.10146653344215158,0.005542761620352417,0.08244795262774687,0.08751245232742891,0.6731517745858561,0.0737973359759557,0.055011645787886046,0.9899948451327771,0.057094423452041805,0.04473104976853648,0.08593543420141816,0.0643872167803604,0.0838429767066835,0.013375974647617953,0.06925093384993213,0.07249248315622982,0.036544061278472206,-0.005218709611136973,0.013271404370083208,0.08735624824397674,0.09399894734252039,0.09969400267774362,0.08320723322513578,0.04079022046219952,0.028313692084936917,0.10394252326171954,0.09161749397763201,0.07101617181318029,0.06268210072073925,0.0035160161067746745,0.007439730974316913,0.12253326792635341,0.008460136000878398,0.03894206574694394,0.008539941547687188,-0.01459174489088311,-0.01135644944634034,-0.006739033209220929,0.02400985261333844,0.011690323769082966,0.11346341336472841,0.057649737877956034,0.005689195272399987,0.0002853068807671952,-0.050598962719196165,-0.035203392013951555
  Interest Expense,-0.003401566884245035,0.026363067423978422,0.03296753562431493,0.11672878431501735,0.1140791741646726,0.142213045579002,0.12927536344242127,0.1055257622344886,0.04849435951827496,0.14269153952744934,0.08176337837688641,0.07989793480605314,0.15018887813115328,0.11079179418343811,0.022971874987714212,0.025431786317239503,0.03698075730229918,0.06093288215142775,0.12833317242249953,0.026496870696462078,0.037749054344979105,0.12146951126107755,0.11337207996169368,0.28155846914380867,0.47924051885400487,0.12192367660997228,0.3282271350215856,0.0985425548686718,0.2809015147905119,0.059947134581489606,0.0284172249501868,0.04069908726443332,0.02991547642811895,0.10210931670177545,0.10916342680066526,0.07992764303347992,0.027242931932869658,0.038353464877234865,0.12735895017912616,0.03851952589776061,0.03621479749800263,0.02573690987160475,0.046236513627889345,0.07540028551379958,0.0511187193039348,0.0417738665214804,0.024426533520429394,0.1053893463106112,0.019768810600936305,0.026599852842113098,0.06055446660679329,0.054737172758080946,0.07185944091236421,0.05874743405612792,0.051585641043432454,0.03533885527341855,0.027976495982693632,0.0762708220208056,0.05145499367651418,0.08588625897487916,0.08123676648700463,0.05438359209309211,0.05840696691331453,-0.009377262720462147,-0.011946737826282812
Net Interest Income,0.05999595463614029,0.0829591961060268,0.07740601531527486,0.056637959315176484,0.06081109957704326,0.14828290986668632,0.04147834976901436,0.018257725787683143,0.015427053501549388,0.012050783995905777,0.03264718212323814,0.09179306991074579,0.06048153823227855,0.08568366696215997,0.028978937616885737,0.011713962814847349,0.02997183280434069,0.15754030029093305,0.12310493275650615,0.12624469251209117,0.00215545480547396,0.11741142084045839,0.28965539834246845,0.9439261750778611,0.09549468313251354,0.11928437978965138,0.9717142974415253,0.1044117501722719,0.08788354663728987,0.2664208545189766,0.10566280122873262,0.06255163302008969,0.03080114433014543,0.08608504398962488,0.11865393315679623,0.07184114490501955,0.027179014151032937,0.03501342968819242,0.12987922855666525,0.11951553863232965,0.12287329421499193,0.10772561621244953,0.10431795271636725,0.07431737826876177,0.0924507105632945,0.11469522489822383,0.10287462386321815,0.09984139816683928,0.0799819220783473,0.0076024164274914085,0.15659014133204996,-0.021515333268640757,0.0007615012365917231,-0.016908388676993596,-0.00733997863201431,0.022262592766749044,0.03248451275694685,0.05060478732312792,0.01994418490854289,0.08612345268324428,0.05456640045701191,-0.024896326675864146,-0.015562910902295645,-0.005001215384147683,-0.009877249214124625
Other Income (Expense),0.041095474327428355,0.08729811300170567,0.09240993264466738,0.07250559899199148,0.07676549548086595,0.18627453350115725,0.08986973131671831,0.0898123265135496,0.08671751243357505,0.14849543701822351,0.0796373325541461,0.08957601832619295,0.07077697021237551,0.07564672116820512,0.004125693380567303,0.003587742395986501,0.003787193023780305,0.14130940260474242,0.29188995780571897,0.23890993488871082,0.044842580919192174,0.24366979007651784,0.08425383752534323,0.09129322634308869,0.05311412920140472,0.020815795456426464,0.14379354834977814,0.2963785942642384,0.23581420614942802,0.10988281603988992,0.04223581737555361,0.11033737742340481,0.012455260038053605,0.07757116600966146,0.29243947286054534,0.037111411444744884,0.01305336372967631,0.03819542169647072,0.3203943412449859,0.151430019986168,0.1589463064643047,0.12956752865198898,0.13212518057846206,0.019263685343868582,0.13203688246960907,0.08364096480710338,0.08915526390559193,0.08157904350574031,0.08802146122194089,0.02491752129354241,0.15388892449548286,-0.0055994018487280275,0.027339697254071656,-0.008231508651906735,0.01781207069015241,0.02024786706756769,-0.0004953559309135193,0.030321042771581323,0.015478985645782354,0.05857309112280764,0.05097486391274689,-0.003659690118121362,-0.007733599202644315,-0.017996623322936688,-0.0178837117136905
Pre-Tax Income,0.005371452409472967,0.07094375058939702,-0.004361459697531118,0.02636410800769126,0.04067246078012282,0.09228017933015716,0.028671960979015955,0.0037712215956527085,-0.014495527078091604,0.034087776953222355,-0.01259007711904781,-0.012178912838852906,0.048121785937625006,0.01329806463956511,0.017360537049308924,0.013249252665023655,0.04366590801544116,0.11126498640604712,0.036194402613122886,0.05946484135900524,0.012043489102464892,0.10047439989633758,0.09000342458635376,0.09366491620131122,0.004701251049764404,0.01825028398905984,0.1226375406047222,0.11257718804831439,-0.005426710697402996,0.13113420225852251,-0.00961253889460935,0.01338304467187096,0.012759478320897182,0.09628894180449196,0.1307386273302042,0.012740629978186752,-0.0068797326161722265,0.009220096645306416,0.04439470110052983,0.5216758863235206,0.16904872998128834,0.09251312773515416,0.03624754061282782,-0.012211147805970102,0.10631365638798758,0.10625113953807115,0.056192093271854024,0.04932444011805791,0.07972900616586445,0.02439449358367175,0.12776308669813688,-0.001141288506615548,0.004351233201686431,-0.04048392926988788,-0.028810487041751365,-0.001189850084024874,-0.005942425665094044,0.03370976325183903,0.018384623860607206,0.028123735707786455,0.034121906279116744,0.006135168437881489,-0.039493092109758696,-0.01804756157448486,-0.02818797989208464
Tax Provision,0.05143315153273553,0.01496389435278814,0.028407508950201325,0.04073960122098543,0.060939018852836126,0.049586922605952516,0.04700441841626068,0.030263111037598916,0.01345662429970667,0.04315543904291691,0.05785749779841768,0.015808528129644832,0.05429764005723699,0.056660835342336575,0.03297481252971739,0.028509448171387466,0.06043654867916194,0.08684773438348661,0.0014357212444515801,0.0022852496523914656,0.044944975338379975,0.0256498072618518,0.00494151862251985,-0.01809984600046485,0.0014699612361288817,0.024940158170743625,0.06041133416797326,0.013446382395750193,0.02547504247605831,0.03017513399075307,0.009349124730976436,0.0013827388976945534,0.014416645995564557,-0.005486978722722025,0.10177834337395593,0.05404017241758035,0.019554129270021436,0.02298440167385355,0.0265526427291597,0.13036834068884343,0.5592277595903139,0.03140661789724557,0.03019831678431568,0.018823150549417984,0.07654243783692481,0.012476141033053258,0.06798046417096847,-0.0036487839527961697,0.006027146537024928,0.06039880688869756,0.06351382476527642,0.06527214475485936,0.003522782301324366,0.03665242652820338,0.00548060441300535,0.03130816401142357,0.024520556833126688,0.029422823361218396,0.00921207217774695,0.07316952078636539,0.06178284709259673,0.06359650269676954,0.00911508416586444,0.01923817975414432,0.014891599521696757
Tax Rate %,-0.0009796278208399466,0.06453162710483115,-0.007075776630703667,0.1906385859974072,0.09615415405695178,0.08963647120271954,0.07145784658522768,0.0008157535519330676,-0.00584674736848217,0.004196613547734833,-0.024715061448567388,-0.03551256587828577,0.06583898132467664,-0.012972847799276847,0.005880337288311398,0.029185161136240294,0.029097495751412555,0.06497154967056228,0.008194731815105605,0.009312518336237915,0.000693711552881773,-0.010671654171777466,0.006647298379737842,0.07944467916021852,0.04697390459224757,-0.005235269170820368,0.11459227020183493,0.00033523630380129406,0.005438707053273893,0.0010043454980209433,0.01931797690139287,0.005686261534110266,-0.0002747139813285872,0.001394345160826229,-0.0033841668378555693,0.02611802245204623,0.0030942793530010183,0.006001870937480405,0.0067186022973731085,0.09851682781146717,0.028843250474267498,-0.006249288613601542,-0.00034229735562989194,-0.01708517763583984,-0.023662999695367646,-0.01760984012591218,0.005509275446444965,-0.005575915246739425,0.07016942695862768,0.002296964578097454,0.012031899684616914,-0.004366321278837927,-0.028702428701402903,0.028149415956283095,0.0011931975381937053,0.003731481925185744,0.0031774005543030743,0.04642089978990733,0.03674411008927052,0.03604210488143167,0.04798519591158169,-0.01303714757175476,0.028900539016222738,-0.021250606260361498,-0.009353123143535313
Net Income (Continuing Operations),0.012941991802594213,0.05274141156295677,0.024411792342371712,0.08737894443282034,0.03197821159188245,0.29907613413752504,0.12798884498899077,0.0026665565708695817,-0.012055278011939254,0.061368746968427444,0.02622983235239598,0.01577671145526862,0.05235279970326023,0.03223006624028598,0.049412635437188074,0.052821356690529744,0.016607551667349483,0.05090436078766179,0.0911817615413296,0.19294349900582042,0.10337863582849197,0.07316943753314181,0.07250292295708881,0.09363054290938481,0.09380248986931108,0.017967307286125177,0.14389710676744305,0.1131993873777975,0.0709291411891979,0.08870331636562483,0.0195135409866041,0.09689680456919074,0.023605586901393773,0.10199471575132764,0.11789851981996011,0.02507004430241028,0.005703301994173198,0.026272677010135116,0.11028095608013101,0.08790870790986445,0.053644466903211785,0.2490124193134959,0.2490124193134959,0.03548907880703809,0.10798746145895015,0.11266731338079666,0.09808449783514728,0.08629785718399641,0.06468320997209562,0.10596889810023048,0.08577293249802694,-0.051380710559505424,0.06774570342262153,-0.05364721696377255,0.06922631500931394,0.01649649574198803,0.006271878509084024,-0.017417053731957188,-0.018247563283963517,0.029642133003520206,0.03388802755120799,-0.052125665364851914,-0.05364721696377255,-0.01508558575696408,-0.02458570720291909
Net Income (Discontinued Operations),0.08417249417803141,0.1090051589827973,0.14729961971803843,0.03078674831286711,0.0288497347284964,0.10080230220632057,0.08760807835549475,0.06164461008944983,0.08204160036484621,0.007955187442227646,-0.008148348251674981,-0.009477882089814612,0.010176973307431059,0.009238214166682477,0.013304066728269882,0.0033318416258827687,0.00399607002294535,-0.0026169737700788296,0.06124224649599803,0.032998229335147594,0.17944620243104664,0.023851340557031357,0.07643049449786225,0.11031605898085364,0.06278501945065844,0.0022007841009536867,0.09851446752368417,0.07522301490143826,-0.022035550565197397,0.043160935781727305,0.0164182514954759,0.049407399852043364,-0.0011710410280335887,0.1046004937025042,0.18832278996909016,0.011850781584174783,-0.016250031677691977,-0.0060692707865084026,0.06628523788153722,0.16504708683738764,0.13604316887035764,0.38849341353669253,0.5499637425928331,0.02956375858129317,0.2211600880048423,0.22172168605439566,0.09418885191847431,0.08064683276939644,0.1738489240120018,0.21858535350919744,0.03534984177317424,-0.01654477759541615,0.06383524912853143,-0.013145307015049209,0.0651985524409113,-0.007072174938998092,-0.00726959385100507,0.02356415485863347,-0.0007492281052602482,5.557838791071714e-05,0.019163375218075533,-0.016928737564045733,-0.007726870625553201,-0.024380222882790053,-0.017566972009260336
  Other Income (Minority Interest),0.0859673563178689,0.04786805184012573,0.07087211790199843,0.023738850879374725,0.03594814707221433,0.15196026871140503,0.0485446348010982,0.05650267316024405,0.05217812080095142,0.06110516850557401,0.035720996377858145,0.12185920337991388,0.05434835978488174,0.06393463798590797,0.04294476739074654,0.03821328473297898,0.02978297336837237,0.18953467131092935,0.14059784381220697,0.1158561988011546,0.05928698969797473,0.1283724453302173,0.13398391665870887,0.10938590437233212,0.14106720223007876,0.11273779419604603,0.3749620512525695,0.11627194317390258,0.12715476303560486,0.1363168998097174,0.1170472791642774,0.1395211499030499,0.04568953903299389,0.19191617290247875,0.1515819603038509,0.05452704936795804,0.039616595310375834,0.07965195928890774,0.13733872635493358,0.1407365970168834,0.162342985264621,0.1539513614262742,0.10018992033200223,0.1583657093025764,0.3084290966852966,0.1649121208473911,0.11400743551082038,0.10568001911061604,0.1439869784492002,0.05284250353280149,0.17341106139217777,-0.005968592247646476,-0.006641496045295705,-0.007724828753198118,-0.004507692859958934,0.039384558239047435,0.03553832746995432,0.05891265479270251,0.04881564743813126,0.08101925721208846,0.07526964634922037,-0.022315966260230382,-0.01030913257924096,0.004663001243587326,0.0167015282633828
Net Income,0.05083418952973403,0.060512942660101196,0.07015482877811728,0.0989960268157544,0.0282003231726756,0.15001459884261628,0.01626328907228921,-0.005881535137359808,-0.01419474903951941,0.03024390272658296,0.005850105997694647,-0.007571431496879607,0.03848555290923995,0.04364032104427795,0.0029159589792519336,0.003471665053016361,0.018968484448018207,0.13182987365740126,0.09482326075107511,0.10446572339326676,0.021733619791795784,0.05878864188720959,0.2748953226881092,0.2729385492892475,0.08779641141475332,0.08957427200835671,0.14906168854143856,0.10311070996414069,0.021594959926412007,0.28760377217305205,-0.0026766299593826686,0.011147003840662164,0.0027286141623316033,0.09708036514406981,0.11062491991020487,0.03172894188993771,-0.003335471454993794,0.014743487143994191,0.09733147275508677,0.09057456739442057,0.11634703999444031,0.4813468053900889,0.48141964005457183,0.004368790304023547,0.4540485641767414,0.4958783744628113,0.06956105823544351,0.04860755606725981,0.0511838845162147,-0.002062182478563833,0.13585238517176332,-0.01763183452316125,-0.025952096047350763,-0.03559547918397995,-0.029343280366354547,-0.004941430071560863,-0.006093840486406101,0.012454392514237298,-0.011114468869813286,0.01128650543554727,0.015980462522288547,-0.01079677314625492,-0.04258317405141062,-0.010090869857464466,-0.014209477878488034
