,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses","Other Income/Expense, Operating","Other Income, Operating",Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Gross Interest,Interest Capitalized,Interest Income,Other Finance Income/Expenses,Other Finance Expenses,Irregular Income/Expense,Impairment/Write Off/Write Down of Capital Assets,Gain/Loss on Extinguishment of Debt,Restructuring and Reorganization Income/Expense,Fixed Asset Disposals,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Non-Controlling/Minority Interests,Net Income after Non-Controlling/Minority Interests,Other Adjustments to Net Income Available to Common Stockholders,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Total Operating Profit/Loss,Reported Normalized Income,Reported Effective Tax Rate,Reported Normalized EBITDA,"Operating Income/Expense, Supplemental Section","Depreciation, Amortization and Depletion, Supplemental","Depreciation and Amortization, Supplemental","Depreciation, Supplemental","Amortization, Supplemental",Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Reported Normalized Diluted EPS,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
Net Income,0.0630878515478793,0.09321723600125696,0.10271134300893303,0.10033478731976464,0.03384334018730955,0.13440582989559788,0.010751077535123298,0.1249256627787205,0.12681822162410716,0.04367593427606427,0.06121411329731037,0.25186645475295777,0.24814558787618718,0.07295088551541137,0.09186311875070557,0.05689055227335046,0.1504367813690632,0.10200288497995612,0.019797732115754106,0.10521180491574719,0.014810278311595457,0.008350885097530361,0.028437363575590523,0.034989109705266204,0.11317231450465752,0.08650108185103904,0.11691509615413526,0.46986421606729484,0.4699370507317778,0.01524681299791586,0.448953843527426,0.4718058647860458,0.48990162108535346,0.48074264207716016,0.06956105823544351,0.04860755606725981,0.08189130763887362,0.017747455599789633,0.12333179214242468,0.043692359153846755,-0.015182468672489324,0.0721128416777581,0.03217751252786536,0.005372630632531514,0.008481158635162188,0.010315168384370766,-0.017712022441783326,-0.01858279373297513,-0.02336489160341833,-0.02064015539445713,0.0011945191850664554,2.6203473794415844e-05,-0.011256986080413492,-0.009275132001040767,-0.022169289238126198,-0.01530238508356074,-0.015061956802768813
Net Margin %.1,0.06020859637307096,-0.011095036407726976,0.003984176075098942,0.11256877515775021,0.10572912400140277,0.11717473963622707,0.0899361764524704,0.05674643440768719,0.0455610163016179,0.005282244217136975,-0.007137766378907889,0.06129211036852588,0.04689171128709994,-0.016306367798279285,0.0017338757368066775,0.047107984109885245,0.030395078479249302,0.023329233643923607,0.03331848335526406,-0.009569571161059229,0.04107295959216358,0.009796621691396189,0.021699706801207728,0.05085909711435023,0.03801785411325508,0.03998309028763717,0.011325905325885961,0.03186050745880188,0.031401496807142125,0.06800884294826166,0.025979027570985115,0.06560158207634995,0.04248432572413619,0.02112299658808527,0.0073109966928399705,-0.025897523943013458,-0.019853007970739016,0.003272229753910751,0.014711885816440754,0.006540823267444004,0.010395838984143145,-0.012965384464900288,0.019318492404131797,0.0015406175533178934,0.0015482962583654898,-0.004065405799943835,-0.005077469604947595,0.013503669733139542,0.0025337246093722126,0.010284910334992209,0.005461825752724818,0.0068746670309342995,0.020029288529360874,0.004073150678486657,0.005970897333394746,0.00625915699612808,0.014449949190639445
Preferred Dividends,0.09835541279045724,-0.010601444200591833,-0.013628658772154262,0.018187106377519014,0.015764733841578463,0.0259149351610076,0.04208129255971899,0.021154373186509808,0.016241636298574686,-0.017051008366521275,0.11059889789072673,0.08736874022887312,0.09715198856051349,0.08463229256966259,0.07372296170550664,0.04035651069462532,0.08812547085662241,-0.02664229115183968,-0.004118448771144338,0.02355420708281071,0.0126643970433797,-0.06858671487707366,0.009373409470041982,0.036217395643864024,-0.010149866946786833,-0.010247866718473728,0.07695720647126482,-0.015070809555420993,-0.009392037140419092,0.020893046035786487,-0.02529583207876862,0.038290499997797066,0.03547112383856677,0.016689520005238715,-0.009922788203156402,-0.009081311009472862,-0.011541297320985664,-0.01659229259629994,-0.025225098312304246,-0.024966614044568694,0.12728369932342753,-0.008070851970969952,0.07260854090433762,0.10538596060189329,0.11423762803824479,0.08668397602057283,-0.02021874035606315,-0.03086689366737474,0.011926155329311051,0.002953957734231837,-0.001754067998466904,0.050494542230935385,0.05285211246646733,-0.042310701634701325,0.006035341083733921,-0.03443724168149044,-0.003930451713456816
EPS (Basic),0.0776883390333602,0.014335373133299698,-0.0019852833029513966,0.10645417389427256,0.1743066494174094,0.1098362926283881,0.1078012454551388,0.07398377140277197,0.04809485371957085,0.020250437077973454,0.019817410414766427,-0.024269919635551297,0.007758657035093093,-0.02272888866402632,0.03744689191288566,0.04704141074593049,0.09327439536305536,0.022196556765090282,0.03639575984650285,0.0028156258533403034,0.07169159609713008,0.0066558689621340475,0.048505551941888526,0.11632019280979304,0.043693320552002035,0.07672641848431676,0.03751546837974635,-0.004972385890054335,-0.010839660812447381,0.030433573127742482,-0.015980249375149944,0.0248992643109005,-0.012261168238902529,-0.012386520516672024,0.07119151861094257,0.06672366014874001,0.01627509917058998,-0.002749775470307211,0.05391274421982126,0.03637045535711704,0.03521317655687316,0.06684391867755231,-0.0022684258685603236,0.006659528787699047,0.017879536401846297,0.0021647269541931356,0.621238405256672,0.11290200003070067,0.15802030544819337,0.1043750155606108,0.04232970438016755,0.004584015291939572,0.12206651821486066,0.39429225265516693,0.259283387170014,0.10939043688130727,0.07519835474105724
EPS (Diluted),0.07537464546730271,0.05881145241306614,0.0286683273605606,0.14971177180489564,0.12548076844450734,0.09539452697871956,0.09493615240334573,0.06400376245875644,0.050155314369882534,-0.001893259269950066,-0.0060285857910311,-0.024058940814886128,0.010767939429929086,-0.013063935977300335,0.031863908221698045,0.07544609943775012,0.10759918281236101,0.002435439788223261,0.020577675770149663,0.003092442565273917,0.09104315465288125,0.01224372834853384,0.0477519563183311,0.1335513875686172,0.02676545417351168,0.07598674908133705,0.03322092436407893,0.004795566428739443,-0.01170066004631516,0.04182198578479443,-0.015625770981138522,0.024842617170526743,-0.011399163450713921,0.01578558740393879,0.07787491798352818,0.08663881576537072,0.025368625844534833,0.008076497166849553,0.05396160833777565,0.04843870456950749,0.06906014097548621,0.06587174965617663,-0.0021448791527589758,0.010735594363577223,0.02302323530759935,0.006065773342936195,0.3088410542836363,0.12035828964880928,0.3287407107845216,0.12496994005113488,0.0032116323832725724,0.06206274200651397,0.15857547879728043,0.18059440478531633,0.3366079891153491,0.021124210574995143,0.11564680446408505
Shares Outstanding (Diluted Average),0.011654552059630006,0.02827684493304424,0.040077924030072376,0.03243477529126653,0.03826425094605431,0.05372197625197991,0.05519074235122723,0.04025841541440058,0.03472828155111313,0.04711423749227346,0.03198455546447849,-0.015201284245623357,0.001985645880126864,-0.00782910130553228,0.08174203625396276,0.04625855682022977,0.031715958069747835,0.012327566697144625,0.009290663632553422,0.0039051482824746814,0.031214482381859972,-0.0025744418480556533,0.008688974897470881,0.046041219062114155,0.04065002213113855,-0.015070661665611221,0.04200198845856795,0.014544082200262539,0.013931022408276872,0.007947672335842738,0.016823908861223903,0.06342136646500052,0.06087627983773214,0.10172539448827546,-0.009067641736111581,0.01658082129077197,0.037831752253939706,0.07342987666250723,0.0498116501840275,0.020795167627154432,0.0145335646075435,0.0015254460732897891,0.04134721064894971,0.04588092041348407,0.031469927932797216,0.026175866353374103,-0.010371676477761205,0.030774010318967364,-0.0009231119808194547,0.045164754449107974,0.31203750479174347,0.3299109602185525,0.07385110754078814,-0.007552990293591965,0.015890108751927253,-0.0038165699848033098,0.02143758197143486
EBIT,0.018471524492594243,0.018838219121460918,0.02534064639804153,0.016384638448124222,0.015173952437136456,0.029756982889034736,0.014432732019105481,0.017905453806460192,0.01732805108479287,0.0349944555444686,-0.01519967433354446,-0.0334499121612549,-0.00635466056379703,-0.03304729769141796,-0.0002238786636494317,-0.01891564103056653,0.0018026988306486403,-0.03129738711191355,-0.0271903522327482,-0.020967757754126688,0.009956290177228355,-0.01791758575282079,-0.052641464524296966,0.012703714581111376,-0.0063415151581907815,-0.017572451476846322,-0.00987372818949492,-7.255029578596495e-05,-0.0005272371492289598,-0.029278696676435245,-0.03559725075281835,-0.02805852597700124,-0.023610252439015586,-0.02159297565818397,-0.029543224723576955,-0.043521668071922315,0.013707806821642549,0.012070867627087487,0.0007995139623911052,-0.037263559227818585,0.46124310451901895,-0.03315271331086346,0.03157319170059994,-0.005116882269985246,-0.0065150446321466885,-0.006945365707445939,0.009180273186545978,-0.010139900303929191,-0.006355302261257727,-0.01065313952167013,-0.03351098829085431,-0.035606472569567726,0.008594364502735506,-0.007818886827013925,-0.008861103850060689,-0.010032179297008725,-0.0008438197152540509
"Depreciation, Depletion and Amortization",-0.037492047267662754,-0.02222836719881413,-0.026919245465907148,-0.012723252779336447,0.004473637129865279,0.017252753217586306,0.037636427640404264,0.045580091869077896,0.04586230273449819,-0.007515681435180034,-0.02934905162229915,-0.04893139832620739,-0.0288219856730649,-0.04914238170796123,-0.03735625001757274,0.015838440437748874,-0.0024981579515830914,-0.003944028273608537,-0.009191829040934282,-0.006552098601400848,0.09088299584182125,0.05957168690944953,0.04827619463087132,0.09057514773422133,0.041217786827377284,-0.016078940409607022,-0.011031137043402233,0.010432970333765444,0.014231547886055941,-0.008983582988345016,-0.0021292426563566335,-0.008219240034805756,-0.0023804008474558277,-0.00824643118998516,0.019530023302948625,0.021863752813328582,-0.016854955574756653,-0.006039161400686929,-0.010583573206749804,-0.011268571517733555,-0.03080043245530277,0.019022844487062804,0.5448551276599601,0.5226312278363611,0.27895799335128824,0.06268971129387668,-0.004225835318816472,0.03525707161732088,-0.0038128944712772397,0.039704900810371695,0.006349586818123266,0.008117676998700162,0.036016094327521404,-0.007362700702324721,-0.006906683739620055,-0.03753289465229281,-0.01635749903882494
EBITDA,0.02026655122325298,0.03662517237090654,0.03399898762535183,0.018867874337705638,0.016401161073962424,0.03411343632487614,0.02111439293645196,0.018774848593072626,0.018194448070071843,0.025559676032710952,-0.014876123319055889,-0.021802563630296305,0.0010858485635603559,-0.03152631295819788,0.0003930901075275936,0.00790885289874931,0.0026799111739746555,0.0001645207561096992,0.0014974202164333922,-0.021357283965728294,0.009304002072024706,-0.017742900819823725,-0.054657680977565674,0.014362878441689464,0.00046727736106126074,0.0013812798501297136,-0.0013714272236156001,-0.0023051634275368695,-0.0015078788442397105,-0.026134210032622177,-0.03620935446663475,-0.025898802895690697,-0.025137587833612217,-0.025024125541334034,-0.021485359028770516,-0.017192629297404324,0.015875955306227638,0.015122947119345094,0.00788007604754882,-0.02899556454593201,0.4808395561600077,-0.02952272453548243,0.030888769025589725,-0.008473520720718025,-0.011517893415392957,-0.010033846819076573,-0.008671938501368636,-0.00990553275905106,-0.0053919991548629035,-0.006124939046505309,-0.033848696959692434,-0.03594418123840584,0.007938353728437248,-0.0024636362635450256,-7.962897578624054e-05,-0.0011603892311374182,-0.0025918906753441403
EBITDA Margin %.1,0.062087507507813486,-0.007161782883506918,0.003019954686491414,0.10450174985880985,0.10200211655697855,0.11727782750572195,0.10970629982944333,0.054663845724247234,0.042922666116100155,0.004692928691582351,-0.002167391287004338,-0.010772469390684351,-0.0050937930392294046,-0.02389310914774824,-0.0022795364670698736,0.054330357967686316,0.029662438903742504,0.034421896317158585,0.0379298940685535,-0.009877386852069115,0.0441633568552061,0.0034549984887898367,0.032764766715459574,0.02825513702105148,0.03656779673544088,0.05084260155254173,0.011771575707931378,0.02351044647052441,0.027970806880560833,0.06990715016155544,0.0055637455418042995,0.046603621413726364,0.04178417320362118,0.025821352435423606,-0.0007517093508596426,-0.020582527039883274,-0.013678673684037348,0.00830096927087568,0.016605109837847083,0.012295360288932574,0.05799957461954989,-0.010685759410285788,0.017336941177696488,0.00836137379615412,0.007835185753210693,0.0020297995462279393,-0.010760194220520379,0.012455831787688276,-0.008307464565256032,-0.00396558679783005,0.020957804612270335,0.014694459975870943,0.016198441833085123,-0.011005154207288629,-0.0025873081037349303,0.008497728651726655,0.009367007069154554
  Cash And Cash Equivalents,-0.0008292389475916756,0.045611563930209494,0.03677809643967204,0.037718014990684834,0.0638946120507883,0.03577774958000213,0.06099137735823451,0.02773188343006749,0.007165463408843377,0.05316164263173618,0.006919814409517306,-0.012341094198138197,1.8303264311127568e-05,-0.007510596118078394,-0.019987503492502594,0.007392414646412288,0.0033840010374749856,0.02068371044441966,0.025261656229207105,0.010579206825164026,0.03479618029866541,-0.006576920125212695,0.0015239529042509478,0.0350848430566277,0.0013810842521770552,-0.007746421300129643,0.007012207542970271,0.013040510193479486,0.017781096098336592,-0.03424021881483142,0.007154778298613703,-0.014732832513741068,0.00689779106505897,0.007903712664412452,0.0035656247723483683,0.013567833557063999,0.037432614542952686,0.029265123566667953,0.039056330807549215,0.011509418998302405,-0.013150723038092529,0.011893197829789391,0.03751563223896555,0.046537904231119635,0.022884591141815725,0.027327470134055027,-9.03373360136748e-05,-0.017103068146533472,-0.010447265343467444,-0.013550812495309813,-0.004957351206453743,-0.009116511406920446,0.007068304829970611,-0.020388036298849777,-0.015577280654341847,-0.007208544235710625,0.007731875173694503
  Marketable Securities,0.08848847996723593,0.06005429392986217,0.050267378551892374,0.01992457988811677,0.00204583132947759,0.031138686078008522,0.011338169098196356,0.01448324636931797,0.009902948086043615,-0.027024550831467632,0.05865605841681927,0.06895643896243124,0.08532656547114355,0.06323397579602552,-0.008787547053651236,0.019154320219694012,0.009568039007676445,0.0013418776931930394,-0.005696159841959922,0.07427273392554652,0.008434697628466634,0.11547249834903958,0.005596231996630455,0.06947839354956524,0.01161989468557019,-0.007835604856774904,0.005045280990653972,-0.010549335560875405,-0.004595680983868826,0.0210083277753687,-0.02592579261183402,0.06672397129812771,0.06924916976569312,0.013355981169631142,-0.007050763927146828,-0.013907258652111558,0.05756409638956717,-0.03152428197072776,-0.02133239903589654,-0.015579521929732554,0.08328342293439887,-0.0064788413795190325,-0.004976457664037958,0.09569605888225531,0.09483095868697909,0.10997734450628746,-0.0070012788708468665,-0.030434465809763833,-0.007758073613635167,-0.05321246436088285,-0.04577323997653819,-0.03940755364017383,-0.04370526477558873,-0.006778577348738119,-0.006538587538706935,-0.03996271966434046,-0.0387019940349242
"Cash, Cash Equivalents, Marketable Securities",0.001902021761119144,0.04278192717924151,0.029206580728012757,0.03102504590576171,0.03257242130365315,0.035894329719067156,0.03454475115799384,0.021291077905928126,0.012121439308423814,0.04247178370799155,-3.5249245114714334e-05,-0.0152801641852051,0.002592512402627348,-0.022184200259324473,-0.027209478608981305,0.06280228462580074,-0.03040709614097158,0.011660452772433466,-0.004071971679012267,-0.010351243106682667,0.03320029218609888,-0.00875817968762441,-0.016932476344190116,0.07095012921288692,0.005385812095344385,-0.011510468184391184,0.005687342082128139,-0.006810070214567076,0.0069086218519692445,-0.014257103166563666,0.020983086701990936,0.001778623930261259,0.024064643566634625,0.032911538854611226,0.026239097534341255,0.01013819417890055,0.03743457641833094,0.050928693475574056,0.026299193862398186,0.010219246331631748,-0.016651815846610768,0.024353680277722518,0.008882151146239203,0.00887316959142647,0.014584048600561868,0.008126221086805857,-0.0016839077428195022,-0.01827713408151581,-0.01418009111314124,-0.018160670834909458,0.021916205703876313,0.020227435508944836,0.0008384120217351261,-0.014167971416533304,-0.024577002231584138,-0.0004713216522300298,-0.001458811248552577
  Accounts Receivable,-0.001199727258209406,0.04117025985348154,0.0598270160832124,0.04489779737863053,0.0389769716761578,0.03562769647999168,0.02378684009106992,0.024247012823256017,0.02329447790619303,0.02409605572403105,0.003705893946538469,-0.012422984391982573,-0.011086307954804675,-0.009305980211358613,-0.021048873657392185,0.009235609526241693,0.05831369089629628,0.09761958565339673,0.09932175135152536,0.0028357398282261963,0.0276171918079111,-0.015367462558068028,-0.017768061568691665,0.012343022998976843,-0.007237402596392603,0.01936128672962701,0.0066757855734679225,-0.005022427033621419,-0.007266933374458279,-0.015772985630741736,0.020439823293161213,-0.013154122869321772,0.022788039357050816,0.022155379727944412,0.002285588293472255,-0.012199061565631285,0.04631003468418121,0.028875194210378152,0.04551370481012548,0.025315721787125767,-0.002205520937527081,0.004824266985438887,0.011154899300431688,0.013705126799379581,0.021137300495744967,0.009834298345178683,-0.014923029574533338,0.017065707121542668,-0.024430138733970465,0.004808079488181246,0.022633975154053264,0.02360842418581286,0.00770382111484398,-0.0013939434447732212,-0.015443057269328628,-0.01612180702309341,-0.014658144300011262
