,Gross Profit,Total Revenue,Business Revenue,Other Revenue,Sales Return and Allowances/Discounts,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses",Staff Costs,Directors' Remuneration,Other Staff Costs,General and Administrative Expenses,"Legal, Accounting, Auditing and Consulting Fee",Selling and Marketing Expenses,Research and Development Expenses,"Depreciation, Amortization and Depletion",Depreciation and Amortization,Depreciation,Taxes Other Than Income Taxes,Provisions,Other Provisions,Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,Other Finance Income/Expenses,Other Finance Expenses,Net Investment Income,Fair Value or Unrealized Gain/Loss on Financial Assets,Gain/Loss on Foreign Currency Exchange,Other Investment Income,Irregular Income/Expense,Impairment/Write Off/Write Down of Capital Assets,Goodwill Impairment/Write Off,Litigation Income/Expense,Merger and Acquisition Income/Expense,Write Off/Write Down of Other Assets,Restructuring and Reorganization Income/Expense,Fixed Asset Disposals,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Non-Controlling/Minority Interests,Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
Total Operating Expense,0.07878253069006663,0.13907472364978887,0.09865945994923778,0.10652943735242373,0.02487394620692237,0.0578414160614475,0.09450400373140078,0.2586829476523581,0.11052996976657412,0.06306816249857816,0.04404980344582711,0.09018496579695985,0.12053321159026553,0.13965223531226734,0.14064208404409287,0.09359111871052354,0.04861942749406577,0.04530705466546262,0.042826275830670744,0.008144135465781192,0.015463287444230952,0.03074098579414828,0.11708217131453093,0.1610339776816542,0.15824474506628583,0.1377257941177562,0.13300704022805013,0.02572988843351467,0.1404619504210427,0.12881256002108946,0.026235989170390054,0.030847096580549994,0.026952892690303234,0.038688416334781366,0.1276539997467474,0.033169602686435956,-0.023642118926561102,0.14877951718067184,0.14464894945719986,0.0036085551854260797,0.12812790923270065,0.013421154065425003,0.11245829676290185,0.022383555712400346,0.03793461202956031,0.1442066545214452,0.14533187608089806,0.05239588301189529,0.05451335980500256,0.05770920011255057,0.02177687674839755,0.09943370568444816,0.12378873699659827,-0.01711310730560395,0.008592863378464623,0.07074660074021268,0.002267644988818979,0.05201689792887066,0.05230002671100975,0.04169045584540119,0.014873407969004587,0.012854612873750875,0.048793066399992056,0.033831646060122185
Operating Income,0.017887769656809077,0.05663440583313439,0.18894884494765768,0.06454383291311855,0.0768239098018347,0.1012256470850565,0.024658593379714388,0.9426179970776597,0.11921429504713887,0.02061095307496444,0.011019876206388751,-0.015535659070686367,0.11781458325261643,0.11091247057483791,0.06293456400076998,0.01937591808928288,0.03327395489093329,0.026611778263210983,0.02570464833533959,0.030451940572801997,0.011887760912435093,0.030765315969346365,0.10019372546607999,0.6551785123799357,0.11863999007635018,0.09291050627872496,0.020114494344122075,0.12641594701049663,0.09291050627872496,0.06405006497599804,0.10935745723881857,0.014368277490273473,0.009856451962067591,0.1292126632074831,0.1165652699326415,-0.016469013205837303,-0.032433562035030214,0.14034643621115117,0.11267282917005925,-0.017963626803997233,0.12501879720249398,-0.01860101754960714,0.06701238573194823,0.13175636343054056,0.07751861089364141,0.07649526492118547,0.07649526492118547,0.11027097678961623,0.11432741481988487,0.10605812970421433,0.07265767023318964,0.4333822873164045,0.08903639399660247,0.00019152923671132975,0.002955784230540488,0.08961113440885893,-0.0028983827302675553,0.04764095761229157,0.041869202359662946,0.022721365638203553,0.009050048668864894,-0.00022347488890896232,0.01637254634034959,0.008303560898356141
Operating Margin %.1,0.034586533127070634,-0.01510251103523248,-0.006727165897542293,0.07545953750098149,0.0037841589013198522,0.080606097967153,0.0864337423727418,0.11009732698367226,0.026683967188781018,-0.014780906460611557,0.029247752026491384,0.013809253370200402,0.02757753687823889,0.030724971304635716,0.052965777531529035,0.007966553546944043,0.01842582343832491,0.016719632985282548,0.020040618959527565,0.003259747447970709,0.017020240741957415,0.025485643386382584,0.11330382939192969,0.13347850083259485,0.018019647430706585,0.05870163672965154,0.05075757873303594,0.029918076553584406,0.059293742182169096,0.06129853342659719,0.049146816221921165,0.036831926460690986,0.047250757840106045,0.0422874256939525,0.04558434865268043,0.04840080929502704,-0.021579682722664348,0.046936493450172166,0.07232577250563427,0.009579234959300884,0.03409793266791877,-0.0015629084270127745,0.08176627219415847,0.013777443706486828,0.01619039039671952,0.02431492390247055,0.02457711114962143,0.018329557365267667,0.023086991858745978,0.007579067030976171,0.01124662415092631,0.09333087188195853,-0.012539047582001901,0.008563764779182444,0.005070050885110073,0.06413507918304932,0.006173144752923817,0.03969218915358817,0.011039322074964716,0.0051991382960974745,0.032553061199424714,0.013280891405162204,-0.004539948492809655,-0.013638647688582316
  Interest Income,0.0386958993859984,0.08754193594451551,0.08687141492707892,0.07880536695003668,0.03204202014217392,0.02774802406035154,0.031298832540491726,0.08762488197026418,0.019052961318197236,0.02193850913648192,-0.007318321913461643,-0.0004984962387066267,0.012177835133295456,0.0756268578197758,0.02049283479101773,0.017935361027606473,-0.004984231704760167,0.019927535050640263,0.017914100656538052,0.10896791713411483,0.022270138088189288,0.03983503125734258,0.015120199745502992,0.07187407099464695,0.09645648853229932,0.6726701743017868,0.09313290488583358,0.9675401853011273,0.07987829840331766,0.06699698016815427,0.08084771624424134,0.08052023879492093,-0.016042203977407084,0.13180203127072637,0.06272669672522431,0.015753917186253148,0.018313471565519268,0.15717274754887786,0.031933519746016874,-0.006422747388052022,0.04688984650987183,-0.005279059873433686,0.0919614026017671,0.11464701895264806,0.10732137361463344,0.08455370835437541,0.04402898234433211,0.10602910449763508,0.09367302314966244,0.09283404556996928,0.07101617181318029,0.06268210072073925,0.03483808676847547,0.039630253577712576,0.009945132271895928,0.04042706201796147,-0.00160169630345091,-0.011430896337081045,0.011297527382734675,0.012312535950560151,0.007174191543417517,-0.0026073976319239012,-0.023142067004934076,-0.012843934078026083
  Interest Expense,0.027693728174723115,0.04041578594901993,0.0465570992381375,0.05955149753017408,0.10149095641157412,0.11962538612410246,0.11564321601149224,0.16539876248627955,0.12973045504477965,0.10436655384119092,0.018292015101190613,0.11396532513587392,0.14331743089137514,0.10686284684341854,0.15064396973351166,0.08127263915354757,0.025295549228644777,0.025415302541107722,0.039330926890145126,0.03222316909071357,0.0656557995065738,0.0668467169304245,0.04045573230278366,0.11006112788408581,0.139936696259713,0.28807481250047834,0.48534040500060827,0.3138581005005027,0.10660464677021309,0.2884133953758601,0.06400186403763669,0.04021618824275216,0.033513423701218216,0.1703099789536243,0.10297871004225166,0.035077779676070696,0.04730210487130965,0.19442254324634248,0.06964084573083756,0.02513704365737891,0.15414427171170988,0.022427625039277598,0.1372621108749826,0.025059522269874582,0.02720145485250142,0.04198845445443517,0.04908017393771496,0.0672377393164897,0.04251621968231481,0.043168569192562525,0.024426533520429394,0.1053893463106112,0.03531442560448549,0.06128924901875664,0.05622216902909848,0.07334443718338174,0.043160874318799,0.03669606678631789,0.0335145549409642,0.05034929495910188,0.05586858836410964,0.042752722997145554,-0.0023602043274351067,0.024059054734718338
Net Interest Income,0.060394585849623185,0.12127781660078264,0.12035563277522439,0.1069865587088824,0.01593687744575695,0.05753537654283404,0.062055374442143194,0.17327140037635802,0.048634557146375275,0.06068643748551185,0.02549288042994321,0.016648709839628684,0.01267667535983158,0.05805781407787299,0.06815287578968239,0.01967231193753047,0.018418829851348656,0.0009596237388230996,0.025886783726159473,0.16434252889160075,0.0611708760569519,0.08074982352662134,0.023300970227621277,0.11393978285462264,0.2789545728201351,0.9405786161094488,0.09684426194496695,0.9165826833640965,0.10491870294724913,0.0883072803691685,0.255378354158823,0.12785098289478714,0.020894988293854107,0.13566110853627256,0.1216000256776091,0.02690497075281521,0.06075798586231328,0.12444830593658633,0.04616781895279499,0.02330453022948139,0.07734595436899686,0.03183898628823459,0.14119805468765287,0.14333407680560276,0.12984598813455123,0.12904835867759923,0.12486418131828572,0.11222680119744284,0.13476480951205672,0.13875563852585882,0.10287462386321815,0.09984139816683928,0.11680539969715388,0.06754724903649655,-0.020030336997623216,0.002246497507609257,0.013520826263747891,0.018947799900556332,0.016966451204972935,0.024766915002218115,-0.02341133040484661,0.016446568192495493,-0.004508755489615521,-0.012729522939236909
Other Income (Expense),0.07433898664049914,0.0645974871595843,0.06976885077498421,0.09827675701278435,0.045413016121194104,0.05895179083935836,0.07093248003784479,0.18211404005201598,0.09205505946941271,0.05262047639137677,-0.004571748002805208,0.13800339883929505,0.1491213283821493,0.10963802928319018,0.07406793184773038,0.09481598771669489,0.038942571356878126,0.03615076117590249,0.02547510619068228,0.10586488285988599,0.034921153892216235,0.08582357024180083,0.01938673349589594,0.2423464566984493,0.09805736400178122,0.09709233144898685,0.06216453909319173,0.13887930999531656,0.30697699110087334,0.24574384124092194,0.12140133867292142,0.04556657958476233,0.013957975324537564,0.12824708910604898,0.27055833789969475,0.02348617951026703,0.010902226600734094,0.15615994151738538,0.05865507007104682,0.023243361007641787,0.14660654497594267,0.005584828037634814,0.32285414338163576,0.14057464800313346,0.14628748478368572,0.11286728599906969,0.11542493792554279,0.11425000431902206,0.05421307466445881,0.03350373070853471,0.08915526390559193,0.08157904350574031,0.06532083537981952,0.002917586791925514,-0.004114405577710497,0.02882469352508919,-0.006242031527087307,0.007147161962750052,0.049308856475942534,0.04033882756513655,-0.0021746938471038308,-0.004861965754591442,0.01756963674781907,0.010539268844163523
Pre-Tax Income,0.02096261721045317,0.09833860531285316,0.02477911722083446,0.07957898368099092,0.007750206806325023,0.022341326700875137,0.04105051783554456,0.08990007047711297,0.02547439415643302,0.032574726382554396,-0.007096634663765559,0.0039364009060754886,0.034340216365480174,0.021535350094583915,0.044979521400928764,0.01590878051777986,0.04424758535803396,0.0227664974069949,0.028586581186903166,0.06192856172916515,0.029872023234446158,0.031127431514133094,0.02275050443839091,0.0847745388002192,0.12817241208975652,0.09929315653215594,-0.008039220334186071,0.1206877343891583,0.10216772322791427,-0.01140591335634669,0.12151587465809169,0.009296643867632735,0.010112743238557823,0.14479875253139082,0.12231143573529679,-0.014381355296767581,-0.02311050710103607,0.0882525669641858,0.03814286714777134,-0.02173691626453251,0.051492366707204876,-0.011600830099156256,0.03983972825104548,0.5112874865181742,0.1898461589062552,0.09067930121219187,0.03569270409520105,0.09957187557947116,0.11098237086825015,0.09759947988548741,0.056192093271854024,0.04932444011805791,0.10780499930532261,-0.003942995147787637,0.0003437077644019858,0.005492471377281876,-0.023979563819163562,-0.02071964454530465,0.03889594175515506,0.012612994980128462,0.007620164708899022,-0.022988726659034366,0.010653264112231641,-0.011285901525324157
Tax Provision,0.06572921939393403,0.0476738224532101,0.0608117417176574,0.10051996584050998,0.023813049871630864,0.03544500585056286,0.0557419936032096,0.05319250770606239,0.04861313328300175,0.05984376022544885,0.015022164693713118,0.02435830262528113,0.04340787845517473,0.08615166481760016,0.055795891614228134,0.047376730269945724,0.07245932763006456,0.05149849402747277,0.06136773101947366,0.06666730376212333,0.08816577129501296,0.13967485346837816,0.05112661243685727,0.024256802694165754,0.05147149289890823,-0.008910685893048213,-0.004257215725000504,0.058797963345922896,-0.007552433827467995,0.004009524670095821,0.02257953993706015,0.024565104352375054,0.02338197523816586,0.04862222892944718,0.0828353322513187,-0.0024654554168064436,-0.011365275409824321,0.06138604980780984,0.02691933828658367,-0.00519960175427227,0.026398507270064656,0.018270528360323925,0.010984525031252754,0.16314937442880956,0.5885908879944027,0.04094734478673617,0.03973904367380628,0.08216366220244795,0.019858745095873123,0.01816187220469435,0.06798046417096847,-0.0036487839527961697,0.03977791071141643,0.020639582872557998,0.06675714102587692,0.005007778572341903,0.019543620949659304,0.0006197273643011075,0.058936716080333656,0.026589112501751215,0.06508149896778709,0.005599501625044346,0.03740720879829647,0.0058134421151725575
Tax Rate %,0.01370498283925612,0.06903710294103144,-0.01022334620873711,0.05487497774887416,-0.011145896107112616,0.1680246147367162,0.0732818182582396,-0.010932506086809258,-0.005103697766535247,-0.004270576102323773,0.0049249595476960955,0.005823722268297406,0.004449052959992648,-0.009769463336314559,-0.009590118674956,-0.01168972265705998,-0.011182387370694418,0.01330580347466382,0.019135329931913903,0.06322342073694158,0.03263652446322858,0.040414422759708586,-0.0032781608816472322,-0.01944008391615039,-0.0024196979072455935,0.08293942171559233,0.07625322635801983,0.09833173958941994,0.02165627011662593,0.026926018154145408,0.0008052539596514023,0.0311285039659742,-0.005813184790179564,0.03254208843524519,0.0048744693065161365,0.02440955445431771,-0.012423309474427949,0.05198503397917914,0.015415300958876594,-0.008888117862969903,0.0323550621528434,-0.0035412757709598827,0.00926945377569272,0.12428469617796303,0.031414997318193395,0.0074299466076485216,0.013135375910859759,-0.007384111588735438,-0.001440995938797718,-0.011465905176799268,0.005509275446444965,-0.005575915246739425,0.0722196390728359,-0.005831378887522814,-0.002946907714947364,-0.028460239352025844,0.011014682745979188,0.016681133137848615,0.0027772451013965043,-0.000610667199990882,-0.011617734007864196,0.011878682412591348,-0.016231817648860985,-0.006639978544559451
Net Income (Continuing Operations),0.025278791327056807,0.08376793439018654,0.056285154501100394,0.04830969714278563,-0.007852778135865345,0.0904571152659687,0.033506378550243035,0.2738927765017686,0.1249184423673091,0.03495873033503852,0.030129258650833508,-0.012453859034792826,0.06199463833235324,0.0498101877517923,0.049146968546428436,0.007300249402087712,0.05345080405953202,0.05677028420765952,0.002226144529282855,0.03379747528203977,0.019695395849997625,0.02739748307450481,0.11248607728579978,0.06831715776224066,0.10031504477710658,0.1070264040870325,0.09984243522292818,0.11382046092507209,0.11412547487394614,0.07561600960626111,0.07947752525230634,0.020596680114438454,0.010071303978829216,0.1354671514752566,0.11793201107318281,0.010611190584497152,-0.012333860926706942,0.0688608567736862,0.06745145714540264,-0.003270156011048133,0.12602015315765305,0.0006076286041602872,0.08970345038522108,0.093475543624497,0.05840550747006325,0.2660669459607627,0.2660669459607627,0.12263719544629598,0.12731704736814242,0.12919850359478363,0.09808449783514728,0.08629785718399641,0.09743842948030082,0.03367010724923708,-0.05113852121012835,0.06933362248746339,-0.026451103495700415,0.038649461944883626,0.03801566235565295,0.00674514311862124,-0.05188347601547484,-0.026451103495700415,0.02153120219522493,-0.005142559822585144
Net Income (Discontinued Operations),0.09599423458179597,-0.02652206429712024,0.01054354751292039,0.06200866372640556,0.20639864783092365,0.004381955408203212,0.0022024619435765166,0.07477171784086495,0.08296753549448693,-0.022998089626100456,0.06413943035893525,0.05598899810435547,0.00864973225629491,-0.019902421694255792,0.005118400251324722,0.08257767758978414,-0.0020568150227735847,-0.013331815739608135,0.11352440316712471,0.07091534257533146,-0.01242080031147158,0.011484129370785435,0.020893149108483604,0.022413094587282332,0.036285827211513,0.1056092468455939,0.10621903663793429,0.08282781350084502,0.1181872519888115,0.019611491309525893,0.07020923633657462,-0.005666542732501866,0.014865826739985358,0.1071007913686256,0.06325868618465912,0.02649915701427667,0.0548252472885506,0.03931014617715368,0.10191016798856502,0.05303868453385544,0.09625562513266558,0.006363302736272584,0.08402934011062733,0.18777362900839728,0.14318886472663533,0.257465247161666,0.4550889761102076,0.0650722794073187,0.06563387745687205,0.07076370846589367,0.09418885191847431,0.08064683276939644,0.041575524539156805,0.039872532141222515,-0.015574905742293478,0.06532312510347624,-0.033189879007533715,0.039447040115347096,-0.017551041748869303,0.08887024119092345,-0.01595886571092306,-0.02885409842413804,-0.04104060828015924,0.07044701423401642
  Other Income (Minority Interest),0.10387576652192371,0.0261685181683948,0.04770539001454759,0.1313042693372952,0.052009423837121316,0.04085398771260073,0.05479688517154285,0.16279647957942836,0.05036642297005761,0.033417900095619055,0.02096620055993921,0.07915474643582696,0.06173105986949982,0.08947590356620422,0.0562148865861957,0.06579598451944872,0.0595618626668276,0.0548626948928277,0.04663882890783231,0.1441298556782909,0.05823923136280869,0.10451851732223993,0.0671605064586877,0.12696127453420034,0.18080945634443746,0.11344276969409132,0.14683371264864103,0.3371028738300087,0.11642335228513734,0.12685805647553425,0.1378444723313048,0.13519240355449225,0.03721891199762555,0.25934467879729467,0.13408790610637916,0.03833452238520468,0.044207916094258365,0.13715741113931695,0.07870376517754749,0.06268618354677605,0.1041489501057342,0.010874327222979955,0.1406441503826127,0.15326563596553583,0.15569284733562805,0.166599255680257,0.1136039237441497,0.31560228856494016,0.17671931260767476,0.16162025650454548,0.11400743551082038,0.10568001911061604,0.11896003777674176,0.1280656386469987,-0.005726402898269409,-0.0051564997742781695,0.006430250377267474,0.009990450254804642,0.06657618222536979,0.0618005380508635,-0.022073776910853316,0.004733814987153239,0.03774085366527938,0.03128532351685512
