,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses",General and Administrative Expenses,Selling and Marketing Expenses,Research and Development Expenses,"Depreciation, Amortization and Depletion",Depreciation and Amortization,Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,Net Investment Income,Gain/Loss on Investments and Other Financial Instruments,Irregular Income/Expense,Restructuring and Reorganization Income/Expense,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Operating Expense,Reported Total Operating Profit/Loss,Reported Effective Tax Rate,Reported Normalized Income,Reported Normalized Operating Profit,Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Reported Normalized Diluted EPS,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
ROC (Joel Greenblatt) %,0.11619391358428252,0.06736202061131018,0.06840420018009265,0.034723341761991135,0.03395818780326462,0.06756408671104058,0.0714460139285416,0.0705098145550664,0.05539198904234316,0.08383463154065113,0.008813803953879616,0.01579856495567312,-0.004149330020578335,-0.0189082651519783,0.001912105080080417,0.0018656943076526917,0.004948694976766477,0.055415218054484225,0.01568711768665712,0.001084511285157623,0.014647006119370726,-0.006613229732185151,0.019840230775944524,-0.015903470589041284,-0.020833132722139953,-0.020222341239341322,-0.01797524787706119,-0.014889807100703813,-0.02076237108757719,-0.02962145863255493,0.02629935771294588,0.009668926097712784,0.0688181298303279,-0.042712235265851016,-0.008946318514157149,0.004151762698048964,0.012655857242526922,0.013052108018526036,0.021893383386134394,0.03832543936887537,0.015047288020661999,0.028172139169461013,0.11470126400156892,0.10015815925920915,0.026758963079941064,0.02006146575232101,0.012535505297830797,-0.02198194564025221,-0.024265180802695283
ROCE %,0.15756158800937067,0.07784315873995674,-0.0032546288699242224,-0.0422207969276097,-0.018784280575440175,0.003005816361627727,-0.0003291166755367142,0.0022282265969103157,-0.0001221377186158756,0.013832321986745224,-0.025857689039518447,-0.026503849246392458,-0.029270723555127023,-0.0782046314745136,-0.011270996269900076,0.003148264552092472,-0.037240700217344665,0.07047063454646064,-0.03510666235872004,-0.03397310472751819,-0.02069980161032518,-0.01295099683469518,0.001544417438332849,-0.010359843490746963,-0.008346487465612252,-0.02875132190911566,-0.022885502169569524,-0.03305933184756499,-0.019792470931920526,-0.025675857349205,0.031748083355364984,0.023644771359765965,0.014736861121213184,-0.08903294344783759,-0.025884360187768924,-0.01897129323556969,-0.0025915270684304346,-0.010443658196585317,0.047355103822923524,0.03675475471738503,0.029696096101519395,0.030154233443518034,0.034338154314689624,0.03237295300338493,0.04206003791151826,0.019395052586736874,0.01610825057402663,-0.009987469451502782,-0.011651971749254964
ROIC %,0.06884608254136364,0.0024344120273134904,0.012198015835077604,-0.11181445984455075,-0.10369782047163859,0.018102860899952555,0.01857551687007017,0.018353794617510674,0.0186678789166735,0.018359532365462894,-0.02340161192767404,-0.02320513535644832,-0.03379238216132042,-0.06789432173556037,-0.009206139693301345,-0.013003392598236484,-0.034212727165484944,0.02924652914133048,-0.026295829707282684,-0.02478465373516972,-0.007357714374421783,-0.010342660570551686,-0.00964776357290645,-0.02745415378563367,-0.009477804710540555,-0.03271878675412986,-0.03335802852724397,-0.036364194692310815,-0.03632647628793821,-0.036996675035821894,-0.0031609827012760443,-0.00727113604432518,0.0095406423723669,-0.10542397493506638,-0.033450457614576205,-0.03774513954097543,-0.01631822481705015,-0.013498581788668931,0.02968024145404931,0.002300268848171857,-0.008953106019745674,-0.014537751655879606,0.016906595243799415,0.008275478071434176,0.0339786678648822,0.014851464054610327,-0.021242922998711743,-0.006229307243524444,-0.027245726221006822
WACC %,-0.015682312607972534,-0.07949948615924438,-0.08044491356856892,-0.0964557159374319,-0.11246792117219885,-0.07707835830967055,-0.07141823068538859,-0.07655594997122532,-0.09764796915250328,-0.0019517218617002103,-0.027632680033055232,-0.02253470391154505,0.0009451147095188247,-0.04578213630424021,-0.010658619655627064,-0.009282386725302436,-0.04988950256398644,0.0071344722302685475,-0.02422887134810416,-0.021552501384373854,-0.02688319368771177,-0.04184143564484468,-0.00455733641689308,0.003852051727516347,-0.024944089121101368,-0.003755756473809966,-0.00825834365086405,0.005304161323729505,0.0005871686634460831,0.005560760837534541,-0.0035416816591331626,-0.0011351625646976189,-0.08074061041321369,-0.061981412102631535,0.0012195102037720657,-0.032170668444948085,-0.004904733616489998,-0.004587017972035883,0.014168124315148729,-0.000724157748512492,-0.005500489201160054,-0.008027389119091713,-0.017340729095601262,-0.017995931976955676,0.014156068362359633,0.0023124563467287317,-0.018059872998249567,0.016227128660012802,0.01559011401927415
Effective Interest Rate on Debt %,0.03613950511249808,-0.08110312473094984,-0.0751815004943583,-0.062059967806002335,-0.06527512346853129,-0.05799976368268475,-0.043590393392421205,-0.04259389969906926,-0.07354494502481868,-0.02105345237022236,-0.010974796225964707,-0.013776049789376282,-0.023186398329350027,0.028203618651862536,0.0038736822669849704,0.11206032281763943,0.10366787962666157,0.07850545339341228,-0.027824448279836635,-0.02876642162980971,0.0033754468217765906,0.01319337529789028,0.0156382336447051,-0.01465913084968138,0.009125577634336307,-0.025081207578324088,-0.025064953776128628,0.011148583607747654,-0.019288168334698624,-0.013273724014295727,0.04222017402752349,0.02519445080780351,-0.07439907816447767,-0.01395551937766018,-0.012450178322125935,0.0743529928863677,0.019447602951146354,0.03357996586457157,0.0032952829007669793,0.018455085357798655,-0.006765369704163927,0.007621251954832565,0.05741254710398099,0.053600859593137096,0.02424102490296584,-0.020251604416195425,-0.02130276916607867,-0.04013972468093331,-0.035905376107537225
Gross Margin %,0.26434889518198174,0.10883143806566528,0.12059400364065967,0.03155912681330621,0.034006192521574115,0.0965980160503449,0.06388722323692833,0.09316831044689745,0.12763747344880044,0.11403446697659149,0.0008847288802608716,0.018983737343037987,0.014021198682108634,-0.03201565570839938,-0.0038020985641312025,0.00904543248009535,-0.017178355067930865,0.06320145193626622,0.0007236355803259507,0.008810628607179082,0.011527197617087821,0.011520847397639717,0.03732881769806571,-0.011151713398137222,-0.00435605879700313,-0.028759654782907918,-0.029267136656281466,-0.013833833078696747,-0.023612718010966108,-0.04087415361524689,-0.00818345605941201,0.034534701692162426,0.056749251166846655,-0.045530823834170814,-0.013119964624091887,0.0023721905629564,-0.0009541120986038933,0.07092257134693336,0.035530826618901196,0.04232878924108779,0.024885227783861787,0.034127665741032195,0.09769716426953419,0.11927412405876142,0.04439431148904612,0.03840487090445522,0.03637788092921415,-0.014204899815327693,-0.018217736445746747
Operating Margin %,0.15169199366818958,0.08367663812109961,0.09319740713388763,0.05150893454613387,0.06398051775680147,0.2678145605051132,0.12940580419220832,0.13426904549650792,0.15653354559328042,0.13028687603715358,0.022474382103945166,0.021088108079771968,0.0825832495308536,0.08492376785790273,-0.010883538234616033,-0.0003081201568373706,-0.00026111086320392343,0.06208851445485552,0.018512518156713908,0.0018055285770461641,0.006166649549112515,0.016343254004852363,0.0847105562777943,-0.005842048287346906,-0.005485458189309828,-0.005920219549901325,-0.005920219549901325,-0.009162903411775985,-0.00964121514863418,-0.018479164777567676,0.0101513179628472,0.09182350446036011,0.08196087874964418,0.09157901595596804,0.08807363905622244,0.025428781612879193,0.01644394879189097,0.10507642406302006,0.04129752399275132,0.09856868901625304,0.03174572533682236,0.08508626932894849,0.0919646993003335,0.082844723897157,0.04198360620047603,0.007737280868772353,0.012158238164871965,-0.019318092040946797,-0.018291498969103655
Net Margin %,0.19644705365711806,0.1006921444306556,0.1006054530744082,0.04259212171444196,0.03838451651642828,0.09644249048995006,0.06999506956623386,0.09588852285917585,0.12794463520999821,0.09127429578846309,0.007654733498482777,0.018313382459695965,-0.001182756437742398,-0.032601172873871445,0.07252453298571292,0.08063888415869538,-0.014019607957338304,0.06562730001124134,0.10411500569995182,-0.004286793409483636,0.005944683002852534,-0.002741211987431329,0.03870111835377984,-0.0049443885678010484,-0.010422899045247526,-0.017906224473232514,-0.012979762207555296,0.050593849222406735,-0.005330866819506416,-0.02034590180142826,0.007599091661161394,-0.01979419610128054,0.05599125246054761,-0.04241262660252019,-0.021367037407285155,0.002475694928566011,0.008499185651574396,0.018643852168199408,0.0452183474055531,0.03673714011380826,0.03599218284372499,0.036137935676194055,0.09892634089686159,0.0917835582579554,0.04254208372268271,0.02328596172181846,0.012277017545005505,-0.015103636517791627,-0.006201302248865234
EBITDA Margin %,0.1778085299889237,0.09533952888580352,0.10237696776786678,0.05766502048101335,0.05967928022939927,0.09637301888252045,0.08941364439405007,0.09494763005350194,0.13005553266634112,0.11401700517648071,0.009371805332115624,0.01917686125054508,-0.02367388194257996,-0.027319321130840582,-0.004771979754066821,-0.006049623725090029,-0.011685579984699025,0.05872934319169079,0.014015521540474734,-0.008486448999676504,0.00646009964168815,0.006877291369380094,0.03715730453644136,-0.0029453762266690824,-0.008778211190565951,-0.02469494295974337,-0.02462083520441891,-0.024864618425875288,-0.020485783778140955,-0.02227239817218606,-0.000808766895935484,-0.017293791073839614,0.06050711139945945,-0.037272403744490236,-0.011242017851379418,0.008764912124979714,0.004601950701344271,0.01536057845120275,0.04040711719740992,0.04229485684191247,0.030072604741174264,0.03463286107470014,0.10823913667371873,0.11885529166193302,0.03901145212623861,0.0090058601795481,0.009283970159840716,-0.018917981783917556,-0.017676763517728514
FCF Margin %,0.03504389088907996,0.1786733885013706,0.17207630954335,0.1774107168997306,0.14487915624820552,0.14664099338074796,0.13439387106965586,0.141685249455235,0.1996047111150937,0.13622110285992461,0.00011008121183018593,0.024082335884530216,-0.01655837872658409,0.0273901447040978,-0.012878892889623794,-0.0008822954817020679,-0.026126645306880455,0.02681613019646206,0.024135153373645035,0.005312137502380302,-0.006898996149203015,-0.012650841200367274,0.029396591506357313,-0.0011490018354604597,-0.0034680149428725645,-0.030432060107499284,-0.030007244640728688,-0.029669224879141004,-0.02393749208133689,-0.02764866763285082,0.019276886306547326,0.011028939862585348,0.12796786634846521,0.08306281529875004,-0.01965814121636024,0.01029673753137493,-0.0019790485963109513,-0.006367530370728051,0.03294906396884781,0.0352457258357688,0.020042871316176318,0.021904121893061734,0.020960430216424183,0.013114524918809243,0.0636051489785099,0.07412556467449355,0.03302328148944157,-0.02760802570179674,-0.01994797830313714
Debt-to-Equity,0.12443278343220417,0.15097043802045795,0.11074965048236562,0.15888868133519723,0.10883723500583503,0.08636395911995036,0.0866490849003481,0.08761373511769946,0.08830460616815054,0.10337067223874813,0.05387412155077268,0.1055991656150018,0.0565396545485866,-0.03657362242432836,0.08310097266584433,0.06747179436151161,0.03972962743575003,0.1499313848775117,0.021979722416274557,-0.0014484891052235953,0.010930025769996046,0.007319956585100144,0.01828072939812544,0.0434004335734812,0.0029440615504362374,0.005340013709586861,0.004289647458645221,0.02026383740727521,0.014419582916338526,0.00790785709011214,0.04292568652811059,0.038515828828357274,0.08896019661061466,-0.02598561661184215,0.027212874765007694,-0.01278904341890496,0.025391605606589623,0.03988732637137757,0.05177497449400881,0.05578065036670818,0.08083019099237883,0.049316615100953115,0.06632511470447104,0.06611572664767698,0.045268827358859925,0.03816669067101243,0.07307469617550094,0.01346893435100058,0.04957492302135631
Equity-to-Asset,0.17529001582723389,0.1821402468480267,0.18356775022170077,0.12796424541317317,0.12974830548841507,0.14569553195860416,0.10992706331674412,0.11861471508451026,0.1236523873697337,0.12879063928393691,-0.0056722650651140375,0.036186849722011034,0.057519680453836916,-0.02026224334905586,0.035914791338533904,0.07461668320032051,-0.0024142628450661537,0.12041288470537727,0.10476200836715653,0.04020378357750583,0.07007572942633046,0.011064371158931717,0.08034426090588286,0.06574005961100207,0.01079722332652394,0.003394188914752168,0.0029376027840374587,0.017168102393565563,0.06387078770426459,0.050646993226062406,0.0679235226890647,0.05582251855334133,0.14717318929151285,0.06283369369633629,0.02799406780970514,0.012280924836892606,0.03222435497001734,0.03607821449012353,0.10500184937165115,0.10549981516336476,0.07013925870511185,0.07452253517672072,0.12597155509052216,0.12364063035792851,0.06854949033436208,0.06825062518704637,0.046571317709319944,0.02762425314358304,0.06590520901764543
Debt-to-Asset,0.12877299258945057,0.14756078104592305,0.15564934828595506,0.12741915967021294,0.127304928851281,0.11645270305147794,0.08456481095129238,0.09211446956629242,0.09511593783734497,0.10692778258492462,0.06875586660296339,0.10510382878351003,0.054941648177384686,-0.020758250171266413,0.08993061213270923,0.13219797838104433,0.008276242491886208,0.16074872592862896,0.02874096829558237,0.037374322592196675,0.03607056302831374,0.021343397103981206,0.028849726192296032,0.05642546485256098,0.016852009409086294,0.002173855441194144,0.001952346210326346,0.013126680484617629,0.020811970788853613,0.01702356334875975,0.05505271472237466,0.0461663830157833,0.11853044230341388,0.010531468543591382,0.0262146350562739,0.015167769100069617,0.03376978248762232,0.03276633183863566,0.06871511943689,0.026643098271808684,0.043302983881062955,0.006781317660675788,0.07005626428171284,0.0696994801867125,0.0303438810545532,0.04988816781701488,0.030694160345689423,0.05752389882429248,0.054943131790413054
Liabilities-to-Assets,0.13637669593051444,0.1431731887976533,0.17655846723860558,0.09102673226407176,0.12850823425079397,0.1816628263253134,0.177363857971733,0.1790107016867958,0.186020998682235,0.1921950930906087,0.05669387268313519,0.10790861732068771,0.0586827139198043,0.0047914139536597245,0.061828123993172196,0.07593704039231215,0.010050204063739873,0.12689376789063467,0.04150221858812022,0.0857163856421833,0.06873606006698584,0.0322617050009141,0.11742953702253038,0.028914229280892285,0.04386201568183224,0.008419105345840712,0.007879129355405768,0.030085051489810014,0.05198666101048342,0.05332029709425639,0.09536013942586838,0.057386510695173955,0.18011459010723696,0.05888222904123151,0.058562938944151384,0.04502694061145722,0.07331942843605317,0.043039719533665345,0.0845234567516313,0.10031502851309282,0.08095306992989393,0.08337548754400123,0.17371213311474223,0.17429206879372694,0.09908201265079991,0.052829728943361076,0.05334870351667283,0.021387258936399284,0.06010033469021185
Gross-Profit-to-Asset %,0.36872032120631854,0.08710809218606223,0.12375535876749075,-0.004382874402348292,0.0034903814634434597,0.12062338453419909,0.015116009195773657,0.03483049026255509,0.03678511469860237,0.08090706850832194,-0.0044291306683587476,-0.007134433347550906,0.08644870235451747,0.011572914512962086,0.054047097421342005,0.06272230050762274,0.03972225057386827,0.11730951006734133,0.01971899360662676,0.03856246798899485,-0.007538350764741811,-0.003467777554062936,0.0374651173707976,-0.004929625385903679,-0.0075109763676636,0.04177000345559433,0.04177000345559433,0.04953473860938925,0.03950637553948939,0.036252801342451596,0.057096858482571164,0.07988488451161962,0.12427046465138189,-0.06690882852898214,0.0772275563563647,-0.04344426638683041,-0.014107474897528683,0.09080986536854076,0.03664703546827943,0.05153800032258038,0.022103741688901994,0.034767867214759454,0.12342739501262046,0.10450426189798372,0.04132900085530254,0.020669030952863317,0.012695872129737404,-0.016964410561274484,-0.010728677901108824
Asset Turnover,0.17878818031006763,0.17548315728861014,0.17576313364741025,0.1276629571804596,0.13569302164959673,0.1793199677638318,0.11972134497952004,0.12093758532374352,0.14401918327802804,0.15629497495607375,0.053621356474338626,0.08180215205766672,0.05358011198748977,-0.02588322589994124,0.08199323820635476,0.0666167158704671,0.012906901588516033,0.1321870031769748,0.10753154409582774,0.05307842896879533,0.06759622969289919,0.025524443969944428,0.07844099661236838,0.06771126115926177,0.06407766665318387,0.028828537945659753,0.027674366185095188,0.021190150500415096,0.013704549943176705,0.006304996484689071,0.06937113665880643,0.042404466011337925,0.13995186687352618,0.05906823403165631,0.02054344439999693,0.04641122880627371,0.07639270224310236,0.04356730850821691,0.0968254317124882,0.1058638179577837,0.07037674188044203,0.10468541535074458,0.14462001352352943,0.12365664973796026,0.0823831171390449,0.04449469991097521,0.04789634867946367,0.06429356370951515,0.06231153789237994
Dividend Payout Ratio,0.0222242884124386,-0.01323664367688443,-0.004431173171396769,-0.03212578536055205,-0.016737552011700657,0.026859085563761764,0.026826803315961788,0.031410055601843415,0.002476003886129204,0.09284633601110628,-0.01825588916688769,-0.010002295855859718,-0.002169170797204927,-0.0518106980058458,-0.024480734061358887,0.052507093761196284,-0.028322530925117377,0.07575963675371114,0.032009552652088644,-0.014472115518450401,-0.00914031092575336,-0.00048698522038795756,0.019240330137622757,-0.023928957892252595,0.014056445604933996,-0.009834632957714792,-0.009139192326451176,-0.03150020997552806,0.06310839948686313,0.05249324811153805,0.012176807967894094,0.013630579405993075,-0.0038042545289480884,0.0012904850857741422,-0.009876668780667707,-0.008103663693796177,0.017249067772510687,0.024918243521274436,-0.014896017687727272,-0.003734756450329537,-0.0051839837645374755,0.017513011696381555,0.045139426339386064,0.10607266472986827,0.02047539092889754,-0.036632164824536795,0.005167645108118435,-0.04870035692342171,-0.01985751344663289
Days Sales Outstanding,-0.0036775595618643584,0.12568009861826052,0.13985800866625503,0.1054283525813721,0.1327909228903059,0.1418273954141979,0.14240669231826159,0.14152484838770346,0.15050831953903823,0.10965559634223537,0.03208909727699647,0.02705571724922796,-0.003461554399257673,-0.017077148168490562,0.01923796581942531,0.022938256632877366,-0.010135264429730811,0.05026499776260849,0.020640882312905173,0.013266857649569202,0.003342669635802601,-0.01519784846201028,0.06667332483361284,-0.011171355232669364,-0.03186441092604751,-0.014208524733392415,-0.0038686948117502974,-0.0322758348764783,-0.021415452144367197,-0.039242427392942196,-0.0088101297020457,0.02700045160131742,0.13726104655958857,0.02468508759176955,-0.011931515795557405,0.04243822846650867,0.014826653253543317,0.00973873757200285,0.02388128807243241,0.06229418695990655,0.0266310747900833,0.05626065707608532,0.05099306985860809,0.050389091097478377,0.03358018136027685,-0.02626890509454463,-0.024611755335454517,-0.045806910467819,-0.03445809733053525
Days Payable,0.12559852109832648,0.08935494037715097,0.09503069785094716,0.006418070482678593,0.02174429907947315,0.061790356776085596,0.06096292439113935,0.06302567926423396,0.06377870015955198,0.08060680335173401,0.0021798207032382774,0.0014830364462117569,-0.008490285836034473,-0.04012621157057033,-0.02532939844298267,-0.025538786499776745,-0.010812144869899521,0.027365758820440834,-0.0037115446035517956,-0.003950692533994531,-0.021993495148926245,-0.010014697220437185,0.020350801955448843,-0.015492299068462391,-0.030303414918845674,-0.030182526403526574,-0.026449111288977502,-0.028826746011252125,-0.012828873429534725,-0.009183070352129636,-0.005594188732014935,-0.01308904323920742,0.06616148771525425,-0.06997009868757295,-0.015638674404525967,0.001828497897639109,-0.007028907836513309,-0.006360115940123143,0.02363140858203851,0.034473567467572845,0.008719070317276397,0.003076975619531066,0.06927427425682733,0.064885669228577,0.02244965152583154,0.006216864716494123,-0.018807464284167796,-0.0367324602995757,-0.031445614791385995
Days Inventory,0.04938472955607491,-0.02768055253290916,-0.0396937426842771,-0.040652198811367286,-0.058895053386168086,-0.036382623072967794,-0.07208887627449678,-0.047124183560191074,-0.04655787198031597,0.017604965600213966,-0.019164678236684315,-0.006565456264987874,0.010400807281442997,-0.04449773860630556,0.005984054000229101,0.008114037809353906,-0.03968005197942599,0.038714648015301556,0.029137149696447623,-0.005175265924753078,-0.00609985252395385,-0.025788517044210656,0.013241908363455481,0.018614765989554753,-0.008952481393811659,0.004533905847736398,0.004000101885777619,-0.017082108146317762,0.014312464618730628,0.00537500261646854,0.01865430054240247,0.01076835545578811,-0.052014699369305875,-0.030626613612806948,0.006683975245860313,-0.02014876651525347,0.017765939540229512,0.011373108166989646,-0.0017273299875097945,0.007144257994294661,-0.018516208656025802,-0.0006756894952181808,0.02451236881119884,0.021406705504234895,0.02708124502188258,0.0053129060877460405,0.004358009926668207,-0.002200200431289663,-0.013453943846079055
Cash Conversion Cycle,-0.0015715340809957677,0.10426059993410358,0.10414644517864219,0.10170280275372229,0.10413358556434164,0.11629235108970344,0.11367146084412055,0.10606267445968523,0.10135234222188719,0.13251898531760034,0.033505049545192955,0.04393647498220366,-0.010199398076213954,-0.02074460087371873,0.019328664985882947,0.0193781321457466,0.004832211329537861,0.05430880283081652,0.0429374931968471,0.030397975566113192,0.006752232890273779,0.01207360080421966,0.05996725454419548,-0.014449538190056024,0.018214030813461957,-0.0261931993930546,-0.012357320656669071,-0.004168943884777959,-0.0016454090967416043,-0.006972575671832313,0.017936629728557203,0.019533364341386045,0.11252596492050988,0.005697629708613411,-0.0165032430640582,0.03088145854589177,0.01150668015201366,0.010248424305322003,0.0438494981065961,0.08808338413120471,0.028829873840814674,0.0700041105148838,0.022297515801910854,0.0173220248417038,0.010133972619562151,-0.028174412288842304,-0.02700268435235675,-0.0306355396392258,-0.023613616499604133
Inventory Turnover,0.09494245117277794,0.10971709374740267,0.13602016602188866,0.04941873684471233,0.03805297965863225,0.10954747611513328,0.09893185612988888,0.10543442896159258,0.10505646470306643,0.11150315097215749,-0.001259864552730092,0.009179388442108416,-0.013741485498463754,-0.018241959284725537,0.004263708640026964,0.009676475585534593,0.009820796074411713,0.06558874943983568,0.051215394832047886,0.013599197258652575,0.011241369712851421,0.013364434263163617,0.041181071506935674,-0.009436772326275145,-0.00641393375888233,0.0005156738662476824,0.0023461700502431827,-0.010789483454954129,-0.0066075982232651,-0.004402251837265373,0.01067421235515155,-0.001666668003483727,0.1043351400113016,-0.05584950539879002,-0.015023718923423985,0.02715039027972726,0.016402694198784998,0.008059239008502066,0.03143879811637096,0.044566672521009876,0.025488892995019673,0.03506063472609428,0.09663668807078972,0.09525677540807556,0.04225211301788952,-0.002000159892130714,0.003098102244882282,-0.021929494439674284,-0.019051118270773104
